Company,CUSIP,Shares,Value,Discretion,PutCall
AERCAP HOLDINGS NV,N00985106,105090,7810289,SOLE,
AERCAP HOLDINGS NV,N00985106,144910,10769711,OTR,
ALIGHT INC,01626W101,3591990,30639675,SOLE,
ALIGHT INC,01626W101,371270,3166933,OTR,
ALIGHT INC,01626W101,5224520,44565156,OTR,
ALIGHT INC,01626W101,53890,459682,OTR,
BRIGHTHOUSE FINL INC,10922N103,1639198,86746358,OTR,
BRIGHTHOUSE FINL INC,10922N103,181752,9618316,OTR,
BRIGHTHOUSE FINL INC,10922N103,769267,40709610,SOLE,
BRIGHTHOUSE FINL INC,10922N103,453406,23994246,OTR,
CONSOL ENERGY INC NEW,20854L108,17427,1751936,OTR,
CONSOL ENERGY INC NEW,20854L108,343633,34545425,OTR,
CONSOL ENERGY INC NEW,20854L108,1067793,107345230,OTR,
CONSOL ENERGY INC NEW,20854L108,676724,68031064,SOLE,
COYA THERAPEUTICS INC,22407B108,595163,4410158,OTR,
COYA THERAPEUTICS INC,22407B108,239101,1771738,OTR,
COYA THERAPEUTICS INC,22407B108,439762,3258637,SOLE,
DANIMER SCIENTIFIC INC,236272100,365196,372500,OTR,
DANIMER SCIENTIFIC INC,236272100,1357936,1385095,OTR,
DANIMER SCIENTIFIC INC,236272100,977548,997099,SOLE,
DANIMER SCIENTIFIC INC,236272100,33900,34578,OTR,
DHT HOLDINGS INC,Y2065G121,2084000,20444040,OTR,
DHT HOLDINGS INC,Y2065G121,1316730,12917121,SOLE,
DHT HOLDINGS INC,Y2065G121,379150,3719462,OTR,
FIRST CTZNS BANCSHARES INC N,31946M103,12910,18318903,OTR,
FIRST CTZNS BANCSHARES INC N,31946M103,8430,11961917,SOLE,
FIRST CTZNS BANCSHARES INC N,31946M103,3480,4938016,OTR,
FIRST HORIZON CORPORATION,320517105,474740,6722318,SOLE,
FIRST HORIZON CORPORATION,320517105,659480,9338237,OTR,
FIRST HORIZON CORPORATION,320517105,242870,3439039,OTR,
FIRST TR EXCHANGE-TRADED FD,33733E807,23070,560370,OTR,
FIRST TR EXCHANGE-TRADED FD,33733E807,26380,640770,SOLE,
FIRST TR EXCHANGE-TRADED FD,33733E807,9090,220796,OTR,
GAIN THERAPEUTICS INC,36269B105,253646,828154,OTR,
GAIN THERAPEUTICS INC,36269B105,260764,851394,SOLE,
GAIN THERAPEUTICS INC,36269B105,74000,241610,OTR,
