Company,CUSIP,Shares,Value,Discretion,PutCall
ADT Inc,00090Q103,29396786,223415574,SOLE,
ADT Inc,00090Q103,42075,319770,OTR,
ADT Inc,00090Q103,921698,7004905,OTR,
Adtalem Global Education Inc,00737L103,2880027,196446642,SOLE,
Adtalem Global Education Inc,00737L103,5034,343369,OTR,
Adtalem Global Education Inc,00737L103,56672,3865597,OTR,
Affiliated Managers Group Inc,008252108,1390222,217194383,SOLE,
Affiliated Managers Group Inc,008252108,52595,8216917,OTR,
Aflac Inc,001055102,513852,45892122,SOLE,
Aflac Inc,001055102,3122,278826,OTR,
Allstate Corp/The,020002101,240042,38325106,SOLE,
APA Corp,03743Q108,209848,6177925,SOLE,
Aptiv PLC,G6095L109,1053630,74196625,SOLE,
Axalta Coating Systems Ltd,G0750C108,4217407,144108797,SOLE,
Axalta Coating Systems Ltd,G0750C108,9549,326289,OTR,
Axalta Coating Systems Ltd,G0750C108,180008,6150873,OTR,
Baidu Inc,056752108,1093252,94544433,SOLE,
Bank of America Corp,060505104,171684,6827873,SOLE,
Barrick Gold Corp,067901108,252257,4207647,SOLE,
Bio-Rad Laboratories Inc,090572207,92811,25347612,SOLE,
Bio-Rad Laboratories Inc,090572207,750,204833,OTR,
Bio-Rad Laboratories Inc,090572207,10626,2902067,OTR,
BOK Financial Corp,05561Q201,1853308,169837145,SOLE,
BOK Financial Corp,05561Q201,61917,5674074,OTR,
BorgWarner Inc,099724106,918795,29621951,SOLE,
BorgWarner Inc,099724106,7376,237802,OTR,
Boyd Gaming Corp,103304101,2917169,160736012,SOLE,
Boyd Gaming Corp,103304101,114522,6310162,OTR,
Brady Corp,104674106,275310,18175966,SOLE,
Brady Corp,104674106,3700,244274,OTR,
Brink's Co/The,109696104,1179413,120771891,SOLE,
Brink's Co/The,109696104,7746,793190,OTR,
Brink's Co/The,109696104,83418,8542003,OTR,
Bristol-Myers Squibb Co,110122108,619211,25715833,SOLE,
Capital One Financial Corp,14040H105,436335,60410581,SOLE,
Carlyle Group Inc/The,14316J108,4728957,189867624,SOLE,
Carlyle Group Inc/The,14316J108,208768,8382035,OTR,
CarMax Inc,143130102,706883,51842799,SOLE,
CarMax Inc,143130102,3120,228821,OTR,
CBRE Group Inc,12504L109,413194,36819717,SOLE,
CBRE Group Inc,12504L109,4360,388520,OTR,
CBRE Group Inc,12504L109,67441,6009668,OTR,
Charles River Laboratories International Inc,159864107,873834,180516628,SOLE,
Charles River Laboratories International Inc,159864107,2050,423489,OTR,
Charles River Laboratories International Inc,159864107,30253,6249665,OTR,
Charles Schwab Corp/The,808513105,583935,43030170,SOLE,
Check Point Software Technologies Ltd,M22465104,1336278,220485870,SOLE,
Chevron Corp,166764100,32601,5099448,SOLE,
CNH Industrial NV,N20944109,2933416,29715504,SOLE,
Core Laboratories Inc,21867A105,9888612,200639937,SOLE,
Core Laboratories Inc,21867A105,403684,8190748,OTR,
Credicorp Ltd,G2519Y108,409636,66086576,SOLE,
CVS Health Corp,126650100,669084,39516101,SOLE,
DaVita Inc,23918K108,359604,49830326,SOLE,
DR Horton Inc,23331A109,165626,23341672,SOLE,
Dun & Bradstreet Holdings Inc,26484T106,4164074,38559325,SOLE,
Dun & Bradstreet Holdings Inc,26484T106,28375,262753,OTR,
Envista Holdings Corp,29415F104,9675438,160902534,SOLE,
Envista Holdings Corp,29415F104,7008,116543,OTR,
Envista Holdings Corp,29415F104,188706,3138181,OTR,
Evercore Inc,29977A105,121221,25266093,SOLE,
Fair Isaac Corp,303250104,338,503167,OTR,
First American Financial Corp,31847R102,3464085,186887386,SOLE,
First American Financial Corp,31847R102,8368,451454,OTR,
First American Financial Corp,31847R102,137244,7404314,OTR,
Fiserv Inc,337738108,4642,691844,OTR,
GCM Grosvenor Inc,36831E108,4546096,44369897,SOLE,
Generac Holdings Inc,368736104,1861070,246070675,SOLE,
Generac Holdings Inc,368736104,3722,492123,OTR,
Generac Holdings Inc,368736104,63458,8390417,OTR,
Gentex Corp,371901109,5884727,198374147,SOLE,
Gentex Corp,371901109,12851,433207,OTR,
Gentex Corp,371901109,206002,6944327,OTR,
Gilead Sciences Inc,375558103,368411,25276679,SOLE,
Goldman Sachs Group Inc/The,38141G104,180643,81708442,SOLE,
Goldman Sachs Group Inc/The,38141G104,1214,549116,OTR,
Hackett Group Inc/The,404609109,650875,14137005,SOLE,
Hackett Group Inc/The,404609109,9480,205906,OTR,
Intel Corp,458140100,1230983,38123544,SOLE,
Interpublic Group of Cos Inc/The,460690100,5426354,157852638,SOLE,
Interpublic Group of Cos Inc/The,460690100,9475,275628,OTR,
Interpublic Group of Cos Inc/The,460690100,274619,7988667,OTR,
iShares Russell 2000 Value ETF,464287630,6299,959338,SOLE,
J M Smucker Co/The,832696405,1307099,142526075,SOLE,
J M Smucker Co/The,832696405,1508,164432,OTR,
J M Smucker Co/The,832696405,46392,5058584,OTR,
Janus Henderson Group PLC,G4474Y214,2256434,76064390,SOLE,
Johnson & Johnson,478160104,23563,3443968,SOLE,
Jones Lang LaSalle Inc,48020Q107,1289807,264771581,SOLE,
Jones Lang LaSalle Inc,48020Q107,2071,425135,OTR,
Jones Lang LaSalle Inc,48020Q107,34196,7019755,OTR,
Kaspi.KZ JSC,48581R205,2210,285112,SOLE,
KB Financial Group Inc,48241A105,302049,17098994,SOLE,
Kennametal Inc,489170100,8331343,196119814,SOLE,
Kennametal Inc,489170100,15081,355007,OTR,
Kennametal Inc,489170100,314550,7404507,OTR,
Keysight Technologies Inc,49338L103,250410,34243568,SOLE,
Keysight Technologies Inc,49338L103,2554,349260,OTR,
Keysight Technologies Inc,49338L103,45014,6155665,OTR,
KKR & Co Inc,48251W104,315384,33191012,SOLE,
KKR & Co Inc,48251W104,5964,627651,OTR,
Knowles Corp,49926D109,5071245,87529689,SOLE,
Knowles Corp,49926D109,20804,359077,OTR,
Korn Ferry,500643200,737355,49506015,SOLE,
Korn Ferry,500643200,3150,211491,OTR,
Labcorp Holdings Inc,504922105,414534,84361814,SOLE,
Labcorp Holdings Inc,504922105,1354,275553,OTR,
Labcorp Holdings Inc,504922105,28543,5808786,OTR,
Lazard Inc,52110M109,5876304,224357287,SOLE,
Lazard Inc,52110M109,8856,338122,OTR,
Lazard Inc,52110M109,156496,5975017,OTR,
Lennar Corp,526057104,156924,23518200,SOLE,
Leslie's Inc,527064109,35112390,147120914,SOLE,
Leslie's Inc,527064109,49451,207200,OTR,
Leslie's Inc,527064109,1439527,6031618,OTR,
Lindblad Expeditions Holdings Inc,535219109,8485015,81880395,SOLE,
Lindblad Expeditions Holdings Inc,535219109,80053,772511,OTR,
Littelfuse Inc,537008104,327466,83697035,SOLE,
Littelfuse Inc,537008104,1455,371883,OTR,
Lockheed Martin Corp,539830109,13196,6163852,SOLE,
M&T Bank Corp,55261F104,2653,401558,OTR,
Madison Square Garden Entertainment Corp,558256103,6372125,218117839,SOLE,
Madison Square Garden Entertainment Corp,558256103,8003,273943,OTR,
Madison Square Garden Entertainment Corp,558256103,169900,5815677,OTR,
Madison Square Garden Sports Corp,55825T103,942188,177253828,SOLE,
Madison Square Garden Sports Corp,55825T103,1480,278432,OTR,
Madison Square Garden Sports Corp,55825T103,26488,4983187,OTR,
Manchester United Plc,G5784H106,7729019,124746367,SOLE,
Manchester United Plc,G5784H106,18925,305450,OTR,
Manchester United Plc,G5784H106,259126,4182294,OTR,
Masco Corp,574599106,981916,65464340,SOLE,
Masco Corp,574599106,3781,252079,OTR,
Masco Corp,574599106,107505,7167358,OTR,
Mattel Inc,577081102,14301701,232545658,SOLE,
Mattel Inc,577081102,21214,344940,OTR,
Mattel Inc,577081102,495095,8050245,OTR,
MGP Ingredients Inc,55303J106,515796,38375222,SOLE,
Microsoft Corp,594918104,265438,118637514,SOLE,
Middleby Corp/The,596278101,508228,62313835,SOLE,
Middleby Corp/The,596278101,1899,232836,OTR,
Mohawk Industries Inc,608190104,1765375,200528946,SOLE,
Mohawk Industries Inc,608190104,1600,181744,OTR,
Mohawk Industries Inc,608190104,49701,5645537,OTR,
Molson Coors Beverage Co,60871R209,463517,23560569,SOLE,
Mosaic Co/The,61945C103,132678,3834394,SOLE,
Motorola Solutions Inc,620076307,933,360185,OTR,
NetApp Inc,64110D104,480865,61935412,SOLE,
Northern Trust Corp,665859104,2547605,213947868,SOLE,
Northern Trust Corp,665859104,5690,477846,OTR,
Northern Trust Corp,665859104,90910,7634622,OTR,
Norwegian Cruise Line Holdings Ltd,G66721104,5640557,105986066,SOLE,
Norwegian Cruise Line Holdings Ltd,G66721104,40719,765110,OTR,
NOV Inc,62955J103,2117843,40260195,SOLE,
nVent Electric PLC,G6700G107,916683,70227085,SOLE,
nVent Electric PLC,G6700G107,8710,667273,OTR,
nVent Electric PLC,G6700G107,67542,5174393,OTR,
OneSpaWorld Holdings Ltd,P73684113,8676767,133361909,SOLE,
OneSpaWorld Holdings Ltd,P73684113,61664,947776,OTR,
OneSpaWorld Holdings Ltd,P73684113,1076199,16541179,OTR,
Oracle Corp,68389X105,60420,8531304,SOLE,
Paramount Global,92556H206,13682912,142165456,SOLE,
Paramount Global,92556H206,12971,134769,OTR,
Paramount Global,92556H206,346382,3598909,OTR,
Patterson Cos Inc,703395103,9025,217683,OTR,
Philip Morris International Inc,718172109,318937,32317886,SOLE,
Phinia Inc,71880K101,142958,5626827,SOLE,
Phinia Inc,71880K101,1476,58095,OTR,
Prestige Consumer Healthcare Inc,74112D101,2712239,186737655,SOLE,
Prestige Consumer Healthcare Inc,74112D101,6957,478989,OTR,
Prestige Consumer Healthcare Inc,74112D101,116007,7987082,OTR,
Progressive Corp/The,743315103,1046,217265,OTR,
Resideo Technologies Inc,76118Y104,9177397,179509885,SOLE,
Resideo Technologies Inc,76118Y104,26131,511122,OTR,
Resideo Technologies Inc,76118Y104,386832,7566434,OTR,
Reynolds Consumer Products Inc,76171L106,7175,200757,OTR,
Royal Caribbean Cruises Ltd,V7780T103,1081266,172386238,SOLE,
Royal Caribbean Cruises Ltd,V7780T103,102983,16418580,OTR,
Sensata Technologies Holding PLC,G8060N102,8313,310823,OTR,
Simpson Manufacturing Co Inc,829073105,140596,23694644,SOLE,
Simpson Manufacturing Co Inc,829073105,1547,260716,OTR,
Simpson Manufacturing Co Inc,829073105,15277,2574633,OTR,
Snap-on Inc,833034101,28677,7495881,SOLE,
Snap-on Inc,833034101,1009,263743,OTR,
Snap-on Inc,833034101,11290,2951093,OTR,
Sphere Entertainment Co,55826T102,5381271,188667361,SOLE,
Sphere Entertainment Co,55826T102,6103,213971,OTR,
Sphere Entertainment Co,55826T102,150747,5285190,OTR,
Stanley Black & Decker Inc,854502101,547494,43739296,SOLE,
Stericycle Inc,858912108,1443109,83887926,SOLE,
Stericycle Inc,858912108,2839,165031,OTR,
Stericycle Inc,858912108,80095,4655922,OTR,
Taiwan Semiconductor Manufacturing Co Ltd,874039100,150961,26238531,SOLE,
Telefonica Brasil SA,87936R205,311580,2558072,SOLE,
Teradata Corp,88076W103,808353,27936680,SOLE,
Truist Financial Corp,89832Q109,995605,38679254,SOLE,
US Bancorp,902973304,156220,6201934,SOLE,
Vail Resorts Inc,91879Q109,247095,44509222,SOLE,
Vanguard FTSE Developed Markets ETF,921943858,182114,9000074,SOLE,
Vanguard Total International Stock ETF,921909768,79637,4802111,SOLE,
Vanguard Total World Stock ETF,922042742,106282,11970542,SOLE,
Verizon Communications Inc,92343V104,1724311,71110586,SOLE,
Walgreens Boots Alliance Inc,931427108,2038878,24660229,SOLE,
Western Union Co/The,959802109,340128,4156364,SOLE,
