Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,32520,10178760,SOLE,
CARVANA CO,146869102,303403,128042134,SOLE,
CREDIT ACCEP CORP MICH,225310101,130431,57840931,SOLE,
DEERE & CO,244199105,5001,2328316,SOLE,
H WORLD GROUP LTD,44332N106,603416,28390723,SOLE,
INTERACTIVE BROKERS GROUP IN,45841N107,752478,48391860,SOLE,
META PLATFORMS INC,30303M102,136311,89977528,SOLE,
MICROSOFT CORP,594918104,11500,5561630,SOLE,
PAYCOM SOFTWARE INC,70432V102,12395,1975267,SOLE,
SALESFORCE INC,79466L302,10980,2908712,SOLE,
WIX COM LTD,M98068105,314996,32724934,SOLE,
YUM CHINA HLDGS INC,98850P109,444321,21211885,SOLE,
