Company,CUSIP,Shares,Value,Discretion
ALIBABA GROUP HLDG LTD,01609W102,726526,52309877,SOLE
ALPHABET INC,02079K305,601278,109522876,SOLE
AMAZON COM INC,023135106,631697,122075429,SOLE
BIOGEN INC,09062X103,257269,59640080,SOLE
BRILLIANT EARTH GROUP INC,109504100,241445,536008,SOLE
CANADA GOOSE HLDGS INC,135086106,3884335,50224446,SOLE
CHESAPEAKE ENERGY CORP,165167735,243237,19991643,SOLE
CITIGROUP INC,172967424,1663110,105540967,SOLE
COINBASE GLOBAL INC,19260Q107,179153,39813083,SOLE
CROCS INC,227046109,379509,55385499,SOLE
CVS HEALTH CORP,126650100,739709,43687207,SOLE
DELTA AIR LINES INC DEL,247361702,1341503,63640886,SOLE
ENERGY TRANSFER L P,29273V100,5360657,86949854,SOLE
EVERI HLDGS INC,30034T103,1463253,12291321,SOLE
EXPEDIA GROUP INC,30212P303,715975,90205648,SOLE
FIDELITY WISE ORIGIN BITCOIN,315948109,102837,5394829,SOLE
FISERV INC,337738108,191690,28569434,SOLE
GENERAL MTRS CO,37045V100,1639013,76148526,SOLE
IAC INC,44891N208,1597469,74841411,SOLE
ILLUMINA INC,452327109,414858,43302876,SOLE
JPMORGAN CHASE & CO.,46625H100,155979,31548411,SOLE
KOSMOS ENERGY LTD,500688106,9084879,50330228,SOLE
LENNAR CORP,526057302,12500,1742875,SOLE
MATTEL INC,577081102,2566071,41724320,SOLE
META PLATFORMS INC,30303M102,159925,80637518,SOLE
NORWEGIAN CRUISE LINE HLDG L,G66721104,2837008,53307378,SOLE
NVIDIA CORPORATION,67066G104,605839,74845305,SOLE
ONEMAIN HLDGS INC,68268W103,1554110,75358805,SOLE
PELOTON INTERACTIVE INC,70614W100,5320000,17981599,SOLE
PRECIGEN INC,74017N105,18174658,28715960,SOLE
ROYALTY PHARMA PLC,G7709Q104,1424390,37561164,SOLE
SEADRILL 2021 LTD,G7997W102,907597,46741260,SOLE
SOFI TECHNOLOGIES INC,83406F102,3845038,25415698,SOLE
SPDR S&P 500 ETF TR,78462F103,738,401696,SOLE
TEVA PHARMACEUTICAL INDS LTD,881624209,100000,1625000,SOLE
TRAVEL PLUS LEISURE CO,894164102,899875,40476383,SOLE
UBER TECHNOLOGIES INC,90353T100,26183,1902947,SOLE
UBS GROUP AG,H42097107,2028937,59934794,SOLE
UNITED AIRLS HLDGS INC,910047109,993482,48342834,SOLE
WESTERN ALLIANCE BANCORP,957638109,384747,24169832,SOLE
