Company,CUSIP,Shares,Value,Discretion,PutCall
3M Co.,88579Y101,29380,3116337,SOLE,
Abbott Labs,002824100,103378,11749943,SOLE,
AbbVie Inc.,00287Y109,22227,4047537,SOLE,
Accenture plc Class A,G1151C101,2416163,837466257,SOLE,
"Adobe Systems,  Inc.",00724F101,44162,22284145,SOLE,
Alphabet Inc Cap Stk Cl A,02079K305,5796244,874827107,SOLE,
Amphenol Corp,032095101,2976597,343350464,SOLE,
AON plc Registered Shs,G0403H108,7500,2502900,SOLE,
"Apple, Inc.",037833100,3899621,668707009,SOLE,
"Automatic Data Processing, Inc",053015103,1971675,492406115,SOLE,
Ball Corporation,058498106,3037277,204590979,SOLE,
Becton Dickinson & Co.,075887109,43701,10813812,SOLE,
Best Buy Co. Inc.,086516101,76455,6271604,SOLE,
Booz Allen Hamilton Holding Co,099502106,28380,4212727,SOLE,
Bristol Myers Squibb Co.,110122108,26375,1430316,SOLE,
Broadridge Financial Solutions,11133T103,1776877,364011022,SOLE,
Campbell Soup Company,134429109,120828,5370805,SOLE,
CBRE Group Inc.,12504L109,35770,3478275,SOLE,
Charles River Laboratories,159864107,23680,6416096,SOLE,
Church & Dwight Co Inc,171340102,56010,5842403,SOLE,
Clorox Company,189054109,28215,4319999,SOLE,
Coca-Cola Company,191216100,126228,7722629,SOLE,
Cognizant Technology Solutions,192446102,130260,9546755,SOLE,
Colgate Palmolive Co,194162103,97759,8803198,SOLE,
Copart Inc. (DE),217204106,137810,7981955,SOLE,
Crown Holdings Inc.,228368106,91228,7230731,SOLE,
Donaldson Co. Inc.,257651109,56760,4238837,SOLE,
Ecolab Inc,278865100,70426,16261363,SOLE,
Emerson Elec Co,291011104,93920,10652406,SOLE,
Encompass Health Corp,29261A100,100540,8302593,SOLE,
Equifax Inc,294429105,1536866,411142392,SOLE,
F5 Networks Inc.,315616102,22750,4313173,SOLE,
FactSet Research Systems Inc.,303075105,10750,4884693,SOLE,
General Mills Inc.,370334104,123295,8626951,SOLE,
Genpact Limited,G3922B107,178575,5884046,SOLE,
Gentex Corporation,371901109,154820,5592098,SOLE,
Genuine Parts Company,372460105,44370,6874244,SOLE,
Home Depot Inc.,437076102,851908,326791909,SOLE,
Intuit Inc.,461202103,1094629,711508850,SOLE,
Johnson & Johnson,478160104,2018153,319251623,SOLE,
Kellanova,487836108,100447,5754609,SOLE,
"Keysight Technologies, Inc.",49338L103,31850,4980703,SOLE,
KLA Corporation,482480100,548990,383507944,SOLE,
Kroger Company,501044101,120180,6865883,SOLE,
Laboratory Corp of America,50540R409,32300,7056258,SOLE,
Lennox International Inc.,526107107,14080,6881741,SOLE,
Levi Strauss & Co,52736R102,238140,4760419,SOLE,
Linde plc,G54950103,1505,698802,SOLE,
"Manhattan Associates, Inc.",562750109,19530,4886992,SOLE,
Marsh & McLennan Company Inc,571748102,3186076,656267934,SOLE,
Mastercard Inc,57636Q104,1049377,505348482,SOLE,
"MAXIMUS, Inc.",577933104,44220,3710058,SOLE,
McDonald's Corp.,580135101,431362,121622516,SOLE,
Microchip Technology Inc,595017104,55080,4941227,SOLE,
Microsoft Corp,594918104,2342114,985374202,SOLE,
Moody's Corp.,615369105,179101,70392066,SOLE,
"MSCI, Inc.",55354G100,6130,3435559,SOLE,
Nike Inc,654106103,4578359,430274179,SOLE,
Omnicom Group Inc,681919106,82741,8006019,SOLE,
ON Semiconductor Corp,682189105,31030,2282257,SOLE,
Oracle Corp,68389X105,152060,19100257,SOLE,
Paychex Inc.,704326107,9830,1207124,SOLE,
PepsiCo Inc.,713448108,3107551,543852501,SOLE,
Pool Corporation,73278L105,8240,3324840,SOLE,
Procter & Gamble Co,742718109,2335188,378884253,SOLE,
Raytheon Technologies Corp,75513E101,20720,2020822,SOLE,
Starbucks Corp,855244109,4829984,441412238,SOLE,
Stryker Corp,863667101,2114915,756864631,SOLE,
T Rowe Price Group Inc,74144T108,32186,3924117,SOLE,
Techne Corp,09073M104,52060,3664503,SOLE,
Texas Instruments Inc,882508104,2230211,388525058,SOLE,
TJX Companies Inc,872540109,29355,2977184,SOLE,
Toro Company,891092108,38740,3549746,SOLE,
Tractor Supply Co,892356106,26200,6857064,SOLE,
"Ulta Beauty, Inc.",90384S303,8270,4324218,SOLE,
United Parcel Svc Cl B,911312106,23914,3554338,SOLE,
"United Rentals, Inc.",911363109,4650,3353162,SOLE,
Unitedhealth Group Inc,91324P102,1360511,673044544,SOLE,
Verisk Analytics Inc,92345Y106,900115,212184109,SOLE,
Waste Management,94106L109,1725604,367812493,SOLE,
Waters Corp,941848103,54342,18706147,SOLE,
Williams Sonoma Inc,969904101,13340,4235850,SOLE,
"Zoetis, Inc.",98978V103,1570349,265718754,SOLE,
Taiwan Semiconductor Manuf ADR,874039100,20040,2726442,SOLE,
