Company,CUSIP,Shares,Value,Discretion,PutCall
APPLE INC,037833100,13000,3299,SOLE,
ABM INDS INC,000957100,211361,8142,SOLE,
ADOBE INC,00724F101,25000,6077,SOLE,
AEBI SCHMIDT,H00501108,127000,1233,SOLE,
AGCO CORP,001084102,6500,753,SOLE,
AMAZON COM INC,023135106,18000,3749,SOLE,
APTIV PLC,G3265R107,79000,5486,SOLE,
AVANTOR INC,05352A100,1210000,9486,SOLE,
BOOZ ALLEN HAMILTON HLDG CORP,099502106,66000,5150,SOLE,
BAXTER INTL INC,071813109,464000,7795,SOLE,
BECTON DICKINSON & CO,075887109,44000,6918,SOLE,
BLUE BIRD CORP,095306106,19526,1109,SOLE,
BRADY CORP,104674106,7500,609,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,11000,5271,SOLE,
CHUBB LIMITED,H1467J104,19000,6193,SOLE,
CBRE GROUP INC,12504L109,47000,6367,SOLE,
CENTRAL GARDEN & PET CO,153527205,45000,1459,SOLE,
CITIZENS FINL GROUP INC,174610105,88200,5289,SOLE,
CISCO SYS INC,17275R102,46000,3569,SOLE,
CORTEVA INC,22052L104,66000,5525,SOLE,
CVS HEALTH CORP,126650100,50000,3591,SOLE,
CUSHMAN AND WAKEFIELD LTD,G2717C106,82000,1005,SOLE,
DELTA AIR LINES INC DEL,247361702,88000,5850,SOLE,
QUEST DIAGNOSTICS INC,74834L100,35800,7016,SOLE,
DINE BRANDS GLOBAL INC,254423106,215000,5642,SOLE,
DISNEY WALT CO,254687106,104000,10024,SOLE,
DOVER CORP,260003108,23000,4794,SOLE,
EBAY INC,278642103,16000,1456,SOLE,
EQUIFAX INC,294429105,37000,6663,SOLE,
FIRST ADVANTAGE,31846B108,95000,1117,SOLE,
FEDEX CORP,31428X106,13500,4808,SOLE,
FIRST HAWAIIAN INC,32051X108,37000,912,SOLE,
FIDELITY NATL INFORMATION SV,31620M106,174000,8162,SOLE,
FIFTH THIRD BANCORP,316773100,113000,5250,SOLE,
FORTIVE CORP,34959J108,88000,4865,SOLE,
GENERAL DYNAMICS,369550108,20500,7036,SOLE,
CORNING INC,219350105,5000,680,SOLE,
GENERAL MTRS CO,37045V100,44000,3278,SOLE,
ALPHABET INC,02079K107,7500,2151,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,1200,1015,SOLE,
GATES INDUSTRIAL CORPRATIN P,G39108108,74500,1684,SOLE,
HOME BANCSHARES INC,436893200,35500,956,SOLE,
HONEYWELL INTL INC,438516106,26000,5877,SOLE,
HENRY SCHEIN INC,806407102,74000,5454,SOLE,
INTERNATIONAL FLAVORS&FRAGRANCE,459506101,119000,8633,SOLE,
INVESCO LTD,G491BT108,217000,5271,SOLE,
JONES LANG LASALLE INC,48020Q107,21000,6391,SOLE,
JOHNSON & JOHNSON,478160104,24500,5989,SOLE,
KORN FERRY,500643200,120000,7554,SOLE,
KULICKE & SOFFA INDS INC,501242101,61000,4009,SOLE,
L3HARRIS TECHNOLOGIES INC,502431109,8100,2796,SOLE,
