Company,CUSIP,Shares,Value,Discretion,PutCall
LKQ CORP,501889208,314700,9243,SOLE,
LOCKHEED MARTIN CORP,539830109,6750,4080,SOLE,
SOUTHWEST AIRLS CO,844741108,84000,3156,SOLE,
MEDTRONIC PLC,G5960L103,73000,6325,SOLE,
META PLATFORMS INC,30303M102,7900,4520,SOLE,
MOHAWK INDS INC,608190104,65750,6474,SOLE,
MIDDLEBY CORP,596278101,37500,4972,SOLE,
MILLER INDS INC TENN,600551204,21500,979,SOLE,
MICROSOFT CORP,594918104,16700,6182,SOLE,
NASDAQ INC,631103108,96000,8149,SOLE,
NIKE INC,654106103,107000,5652,SOLE,
NOV INC,62955J103,42000,790,SOLE,
OMNICOM GROUP INC,681919106,118000,8887,SOLE,
ON SEMICONDUCTOR CORP,682189105,86000,5325,SOLE,
PROSPERITY BANCSHARES INC,743606105,12000,806,SOLE,
PRESTIGE CONSMR HEALTHCARE,74112D101,21000,1245,SOLE,
PEPSICO INC,713448108,26000,4038,SOLE,
PROGYNY INC,74340E103,56000,951,SOLE,
DOUGLAS DYNAMIC INC,25960R105,17543,738,SOLE,
RALLIANT CORP,750940108,160000,6654,SOLE,
REYNOLDS CONSUMER PRODS INC,76171L106,283000,5994,SOLE,
RTX CORP,75513E101,11500,2218,SOLE,
SCHLUMBERGER LTD,806857108,135000,6938,SOLE,
SOLSTICE ADVANCED MATLS INC,83443Q103,49000,3732,SOLE,
S&P GLOBAL INC,78409V104,13500,5742,SOLE,
SS&C TECHNOLOGIES HLDGS INC,78467J100,105000,7095,SOLE,
SENSATA TECHNOLOGIES HLDNG P,G8060N102,278200,9798,SOLE,
CONSTELLATION BRANDS INC,21036P108,30500,4575,SOLE,
STANLEY BLACK & DECKER INC,854502101,55000,3908,SOLE,
SYSCO CORP,871829107,60000,4280,SOLE,
TARGET CORP,87612E106,46452,5630,SOLE,
TIMKEN CO,887389104,5000,503,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,6750,3318,SOLE,
TENNANT CO,880345103,17000,1129,SOLE,
TRAVELERS COMPANIES INC,89417E109,21000,6125,SOLE,
TEXAS INSTRS INC,882508104,22000,4271,SOLE,
UBER TECHNOLOGIES INC,90353T100,53000,3812,SOLE,
UNITEDHEALTH GROUP INC,91324P102,23000,6224,SOLE,
UNITED PARCEL SERVICE INC,911312106,52000,5116,SOLE,
US BANCORP DEL,902973304,110000,5721,SOLE,
VISA INC,92826C839,11750,3551,SOLE,
VONTIER CORPORATION,928881101,238739,8468,SOLE,
VISHAY INTERTECHNOLOGY INC,928298108,47000,846,SOLE,
WATERS CORP,941848103,10000,2978,SOLE,
WESCO INTL INC,95082P105,13150,3598,SOLE,
WELLS FARGO CO NEW,949746101,66000,5254,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,23400,6802,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,87000,7867,SOLE,
