Company,CUSIP,Shares,Value,Discretion,PutCall
ACUITY BRANDS INC,00508Y102,1088477,317976786,SOLE,
AFFIRM HLDGS INC,00827B106,5858283,356769435,SOLE,
ALIGNMENT HEALTHCARE INC,01625V104,4586110,51593738,SOLE,
API GROUP CORP,00187Y100,5007539,180121178,SOLE,
ATLASSIAN CORPORATION,049468101,1575546,383456385,SOLE,
AURORA INNOVATION INC,051774107,12757155,80370077,SOLE,
AVANTOR INC,05352A100,4809948,101345604,SOLE,
BIRKENSTOCK HOLDING PLC,M2029K104,1962084,111171679,SOLE,
BOOKING HOLDINGS INC,09857L108,94296,468502132,SOLE,
BRIGHT HORIZONS FAM SOL IN D,109194100,1306714,144849247,SOLE,
CARVANA CO,146869102,2168232,440931660,SOLE,
CHEWY INC,16679L109,2360417,79050365,SOLE,
COLLIERS INTL GROUP INC,194693107,2644327,359549142,SOLE,
COPART INC,217204106,2143957,123041692,SOLE,
COUPANG INC,22266T109,28636287,629425588,SOLE,
DESCARTES SYS GROUP INC,249906108,2915564,331208070,SOLE,
DOORDASH INC,25809K105,227553,38172016,SOLE,
DOXIMITY INC,26622P107,2889675,154279748,SOLE,
DUOLINGO INC,26603R106,2319294,751984694,SOLE,
ENTEGRIS INC,29362U104,2033219,201410674,SOLE,
FIRSTSERVICE CORP NEW,33767E202,2574268,465993993,SOLE,
HUBSPOT INC,443573100,965324,672608803,SOLE,
INTUIT,461202103,840533,528274991,SOLE,
ISHARES TR,464287655,860027,190031566,SOLE,
LIFESTANCE HEALTH GROUP INC,53228F101,9508826,70080048,SOLE,
MOLINA HEALTHCARE INC,60855R100,478706,139327381,SOLE,
MONDAY COM LTD,M7S64H106,467602,110092215,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,996514,175785070,SOLE,
ON HLDG AG,H5919C104,5481302,300210911,SOLE,
PRIVIA HEALTH GROUP INC,74276R102,11487843,224587331,SOLE,
PROCORE TECHNOLOGIES INC,74275K108,450100,33725993,SOLE,
PTC INC,69370C100,440842,81057619,SOLE,
RBC BEARINGS INC,75524B104,2631346,787140842,SOLE,
RH,74967X103,616931,242817872,SOLE,
ROBLOX CORP,771049103,4261329,246560496,SOLE,
ROPER TECHNOLOGIES INC,776696106,641644,333558633,SOLE,
SERVICETITAN INC,81764X103,741403,76268127,SOLE,
SHIFT4 PMTS INC,82452J109,5130841,532478679,SOLE,
SHOPIFY INC,82509L107,3950348,420040503,SOLE,
SWEETGREEN INC,87043Q108,3494933,112047552,SOLE,
TOAST INC,888787108,15444158,562939559,SOLE,
VSE CORP,918284100,609583,57971343,SOLE,
WARBY PARKER INC,93403J106,9017825,218321543,SOLE,
WEST PHARMACEUTICAL SVSC INC,955306105,637398,208786089,SOLE,
WIX COM LTD,M98068105,418733,89839165,SOLE,
XPO INC,983793100,578903,75923128,SOLE,
