Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,1865768,536520246,SOLE,
ASBURY AUTOMOTIVE GROUP INC,043436104,2155492,421204692,SOLE,
COUPANG INC,22266T109,13017964,245779160,SOLE,
LITHIA MTRS INC,536797103,2490534,621936150,SOLE,
LOAR HOLDINGS INC,53947R105,32050240,1836158250,SOLE,
META PLATFORMS INC,30303M102,325155,186030930,SOLE,
NUVATION BIO INC,67080N101,1270504,5450462,SOLE,
SOMNIGROUP INTERNATIONAL INC,88023U101,5798776,428645522,SOLE,
U HAUL HOLDING COMPANY,023586100,36401,1739240,SOLE,
U HAUL HOLDING COMPANY,023586506,3251469,145243120,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,720779,209530455,SOLE,
