Company,CUSIP,Shares,Value,Discretion,PutCall
AERCAP HOLDINGS NV,N00985106,1123489,154120221,SOLE,
APPLOVIN CORP,03831W108,316952,126146896,SOLE,
ASML HLDG NV,N07059210,140295,185305845,SOLE,
BOOKING HOLDINGS INC,09857L108,16444,69234502,SOLE,
DANAHER CORP DEL,235851102,580240,110013504,SOLE,
LIVE NATION ENTERTAINMENT IN,538034109,607609,92666449,SOLE,
META PLATFORMS INC,30303M102,161683,92503695,SOLE,
ROYALTY PHARMA PLC,G7709Q104,2276570,109207063,SOLE,
S&P GLOBAL INC,78409V104,222683,94715987,SOLE,
SUNBELT RENTALS HOLDINGS INC,866966104,2204996,143523190,SOLE,
UBER TECHNOLOGIES INC,90353T100,1090281,78423912,SOLE,
