Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,7269,2544077,SOLE,
AIR PRODS & CHEMS INC,009158106,1367,337676,SOLE,
AKAMAI TECHNOLOGIES INC,00971T101,31999,2791913,SOLE,
ALPHABET INC,02079K107,1148,360242,SOLE,
ALPHABET INC,02079K305,6,1878,SOLE,
ANHEUSER BUSCH INBEV SA/NV,03524A108,82631,5291689,SOLE,
ASML HOLDING N V,N07059210,5510,5894929,SOLE,
BAXTER INTL INC,071813109,211541,4042549,SOLE,
BECTON DICKINSON & CO,075887109,14230,2761616,SOLE,
BIOGEN INC,09062X103,30516,5370511,SOLE,
BLACKROCK INC,09290D101,333,356423,SOLE,
BOEING CO,097023105,25427,5520710,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,53966,2910926,SOLE,
BROWN FORMAN CORP,115637209,148052,3858235,SOLE,
CARMAX INC,143130102,111088,4292440,SOLE,
COMCAST CORP NEW,20030N101,90861,2715835,SOLE,
CONAGRA BRANDS INC,205887102,138945,2405138,SOLE,
CONSTELLATION BRANDS INC,21036P108,18020,2486039,SOLE,
CVS HEALTH CORP,126650100,71685,5688922,SOLE,
DIAGEO PLC,25243Q205,25705,2217570,SOLE,
DISNEY WALT CO,254687106,24539,2791802,SOLE,
DUPONT DE NEMOURS INC,26614N102,133248,5356570,SOLE,
EQUIFAX INC,294429105,11079,2403921,SOLE,
EXXON MOBIL CORP,30231G102,3132,376905,SOLE,
FISERV INC,337738108,38376,2577716,SOLE,
GE AEROSPACE,369604301,1310,403519,SOLE,
GSK PLC,37733W204,114336,5607037,SOLE,
HERSHEY CO,427866108,13308,2421790,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,76031,5123729,SOLE,
ISHARES TR,464287200,1022,700009,SOLE,
ISHARES TR,464287465,28562,2742789,SOLE,
ISHARES TR,464287499,2433,234233,SOLE,
KRAFT HEINZ CO,500754106,176807,4287570,SOLE,
LAUDER ESTEE COS INC,518439104,54803,5738970,SOLE,
MEDTRONIC PLC,G5960L103,3739,359168,SOLE,
MICROCHIP TECHNOLOGY INC.,595017104,6646,423483,SOLE,
MICROSOFT CORP,594918104,10585,5119118,SOLE,
NIKE INC,654106103,68140,4341199,SOLE,
NUCOR CORP,670346105,2703,440886,SOLE,
PFIZER INC,717081103,175304,4365070,SOLE,
PRICE T ROWE GROUP INC,74144T108,25695,2630654,SOLE,
RTX CORPORATION,75513E101,2247,412100,SOLE,
SALESFORCE INC,79466L302,10397,2754269,SOLE,
SPDR S&P 500 ETF TR,78462F103,6676,4552498,SOLE,
SPDR SERIES TRUST,78464A516,6240,140587,SOLE,
SPDR SERIES TRUST,78464A854,4362,349920,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,9444,2869937,SOLE,
THE CAMPBELLS COMPANY,134429109,140684,3920863,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,634,367371,SOLE,
UNITED PARCEL SERVICE INC,911312106,24616,2441661,SOLE,
UNITEDHEALTH GROUP INC,91324P102,7681,2535575,SOLE,
US BANCORP DEL,902973304,53293,2843714,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,65177,2654659,SOLE,
WARNER BROS DISCOVERY INC,934423104,214600,6184772,SOLE,
WEST PHARMACEUTICAL SVSC INC,955306105,8906,2450397,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,45969,4133532,SOLE,
