Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,1665708,260233561,DFND,
AMAZON COM INC,023135106,4221867,803252415,DFND,
AMPHENOL CORP NEW,032095101,1762623,115610443,DFND,
ARAMARK,03852U106,2075126,71633350,DFND,
ARCH CAP GROUP LTD,G0450A105,4325217,415999371,DFND,
CANADIAN PACIFIC KANSAS CITY,13646K108,4165545,292462914,DFND,
CAPITAL ONE FINL CORP,14040H105,891659,159874459,DFND,
CARPENTER TECHNOLOGY CORP,144285103,1819885,329726764,DFND,
CME GROUP INC,12572Q105,1730194,459003166,DFND,
CRH PLC,G25508105,4231236,372221831,DFND,
ELI LILLY & CO,532457108,492808,407015055,DFND,
FIRST CTZNS BANCSHARES INC N,31946M103,124773,231344115,DFND,
FISERV INC,337738108,2381496,525905762,DFND,
FLUTTER ENTMT PLC,G3643J108,2193794,486035061,DFND,
GE AEROSPACE,369604301,1497354,299695403,DFND,
HDFC BANK LTD,40415F101,1116493,74179795,DFND,
HOWARD HUGHES HOLDINGS INC,44267T102,1196288,88621015,DFND,
ICICI BANK LIMITED,45104G104,5031304,158586702,DFND,
INTERACTIVE BROKERS GROUP IN,45841N107,1833969,303686927,DFND,
INTERCONTINENTAL EXCHANGE IN,45866F104,1101419,189994778,DFND,
LPL FINL HLDGS INC,50212V100,871265,285025632,DFND,
MARTIN MARIETTA MATLS INC,573284106,165338,79053058,DFND,
MASTERCARD INCORPORATED,57636Q104,380221,208406735,DFND,
META PLATFORMS INC,30303M102,742455,427921364,DFND,
MICROSOFT CORP,594918104,1328533,498718003,DFND,
PROGRESSIVE CORP,743315103,2778832,786437244,DFND,
VISA INC,92826C839,958985,336085883,DFND,
