Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HLDG LTD,01609W102,47500,3437,SOLE,
ALPHABET INC,02079K305,16000,2415,SOLE,
AMERICAN EXPRESS CO,025816109,210000,47815,SOLE,
BANK AMERICA CORP,060505104,767845,29117,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,30,19033,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,140600,59125,SOLE,
DAILY JOURNAL CORP,233912104,11500,4159,SOLE,
FERRARI N V,N3167Y103,60000,26155,SOLE,
MASTERCARD INCORPORATED,57636Q104,65750,31663,SOLE,
MICRON TECHNOLOGY INC,595112103,200000,23578,SOLE,
MOODYS CORP,615369105,27000,10612,SOLE,
SERITAGE GROWTH PPTYS,81752R100,500000,4825,SOLE,
