Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,1425988,271565,SOLE,
CLARIVATE PLC,G21810109,36279205,184298,SOLE,
CRH PLC,G25508105,2641402,244383,SOLE,
DOLLAR GEN CORP NEW,256677105,2060800,156250,SOLE,
EAGLE MATLS INC,26969P108,638223,157488,SOLE,
FERGUSON ENTERPRISES INC,31488V107,1132000,196481,SOLE,
GDS HLDGS LTD,36165L108,4249952,100979,SOLE,
GENUINE PARTS CO,372460105,315337,36819,SOLE,
HERBALIFE LTD,G4412G101,7600526,50848,SOLE,
HERBALIFE LTD,42703MAF0,17129000,13104,SOLE,
HUMANA INC,444859102,346000,87784,SOLE,
LIBERTY BROADBAND CORP,530307107,7560,562,SOLE,
LIBERTY BROADBAND CORP,530307305,170610,12755,SOLE,
LIBERTY GLOBAL LTD,G61188101,5201444,66370,SOLE,
LIBERTY GLOBAL LTD,G61188127,39453843,518423,SOLE,
RESTAURANT BRANDS INTL INC,76131D103,2901700,189133,SOLE,
SOLVENTUM CORP,83444M101,1446300,95543,SOLE,
SUNRISE COMMUNICATIONS AG,867975104,2335263,100603,SOLE,
TAMBORAN RES CORP,87507T101,570833,11982,SOLE,
VIASAT INC,92552V100,12222590,104014,SOLE,
WESCO INTL INC,95082P105,1435671,259799,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,1836748,575343,SOLE,
