Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HLDG LTD,01609W102,3400,244800,SOLE,
ALIBABA GROUP HLDG LTD,01609W902,38500,962500,SOLE,Call
ALLY FINL INC,02005N100,225525,8946573,SOLE,
ALPHABET INC,02079K107,82390,15111974,SOLE,
APPLE INC,037833100,44000,9267280,SOLE,
ASSURED GUARANTY LTD,G0585R106,10990,847879,SOLE,
BANK AMERICA CORP,060505104,50000,1988500,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,90,55101666,SOLE,
CHINA YUCHAI INTL LTD,G21082105,73364,667612,SOLE,
CITIGROUP INC,172967424,57695,3661323,SOLE,
CREDIT ACCEP CORP MICH,225310101,262,134846,SOLE,
HERTZ GLOBAL HLDGS INC,42806J148,242217,590926,SOLE,
IMPERIAL OIL LTD,453038408,5000,340923,SOLE,
JEFFERIES FINL GROUP INC,47233W109,10987,546713,SOLE,
LEAR CORP,521865204,4000,456840,SOLE,
LIBERTY GLOBAL PLC,G61188101,121823,2123374,SOLE,
LIBERTY MEDIA CORP DEL,531229789,28282,626729,SOLE,
LOUISIANA PAC CORP,546347105,5886,484594,SOLE,
MAGNA INTL INC,559222401,10000,419000,SOLE,
MBIA INC,55262C100,321000,1762290,SOLE,
METHANEX CORP,59151K108,4000,193121,SOLE,
MOODYS CORP,615369105,5899,2483066,SOLE,
NAVIENT CORPORATION,63938C108,264245,3847406,SOLE,
PATHWARD FINANCIAL INC,59100U108,27389,1549395,SOLE,
PAYPAL HLDGS INC,70450Y103,41000,2379230,SOLE,
POOL CORP,73278L105,10636,3268762,SOLE,
RYANAIR HOLDINGS PLC,783513203,2375,276545,SOLE,
STELLANTIS N.V,N82405106,456388,9059301,SOLE,
SYNCHRONY FINANCIAL,87165B103,193202,9117199,SOLE,
VITESSE ENERGY INC,92852X103,1293,30644,SOLE,
WELLS FARGO CO NEW,949746101,59542,3536199,SOLE,
