Company,CUSIP,Shares,Value,Discretion
ADOBE INC,00724F101,180266,100144974,DFND
ADOBE INC,00724F101,259463,144142075,DFND
AGILENT TECHNOLOGIES INC,00846U101,1392744,180541405,DFND
AGILENT TECHNOLOGIES INC,00846U101,2004760,259877039,DFND
ALPHABET INC,02079K305,2712226,494031966,DFND
ALPHABET INC,02079K305,1884186,343204480,DFND
AMERICAN TOWER CORP NEW,03027X100,817856,158974849,DFND
AMERICAN TOWER CORP NEW,03027X100,1177349,228853099,DFND
ANALOG DEVICES INC,032654105,1766304,403176551,DFND
ANALOG DEVICES INC,032654105,1227148,280108802,DFND
AON PLC,G0403H108,466625,136991768,DFND
AON PLC,G0403H108,671637,197179190,DFND
APPLIED MATLS INC,038222105,1329233,313685696,DFND
APPLIED MATLS INC,038222105,1913337,451528399,DFND
BLACKROCK INC,09247X101,281801,221867563,DFND
BLACKROCK INC,09247X101,229888,180995420,DFND
BROADCOM INC,11135F101,316488,508130979,DFND
BROADCOM INC,11135F101,455589,731461807,DFND
CANADIAN PACIFIC KANSAS CITY,13646K108,1391078,109519571,DFND
CANADIAN PACIFIC KANSAS CITY,13646K108,2003486,157734453,DFND
CBRE GROUP INC,12504L109,2870373,255778938,DFND
CBRE GROUP INC,12504L109,1993918,177678033,DFND
CDW CORP,12514G108,541102,121120272,DFND
CDW CORP,12514G108,778947,174359496,DFND
CME GROUP INC,12572Q105,703160,138241256,DFND
CME GROUP INC,12572Q105,1012153,198989280,DFND
CREDIT ACCEP CORP MICH,225310101,95904,49359871,DFND
CREDIT ACCEP CORP MICH,225310101,138040,71046427,DFND
ECOLAB INC,278865100,487940,116129720,DFND
ECOLAB INC,278865100,702300,167147400,DFND
ENTEGRIS INC,29362U104,1412477,191249386,DFND
ENTEGRIS INC,29362U104,981386,132879664,DFND
EQUIFAX INC,294429105,770626,186845980,DFND
EQUIFAX INC,294429105,1109208,268938572,DFND
FASTENAL CO,311900104,2981007,187326480,DFND
FASTENAL CO,311900104,2071129,130149746,DFND
FERGUSON PLC NEW,G3421J106,716070,138666956,DFND
FERGUSON PLC NEW,G3421J106,1030840,199622166,DFND
FLUTTER ENTMT PLC,G3643J108,26762,4880318,DFND
FLUTTER ENTMT PLC,G3643J108,34275,6250389,DFND
INTERACTIVE BROKERS GROUP IN,45841N107,1425961,174822819,DFND
INTERACTIVE BROKERS GROUP IN,45841N107,2052614,251650476,DFND
INTERCONTINENTAL EXCHANGE IN,45866F104,2147692,293997558,DFND
INTERCONTINENTAL EXCHANGE IN,45866F104,1492129,204257539,DFND
IQVIA HLDGS INC,46266C105,1118426,236479993,DFND
IQVIA HLDGS INC,46266C105,776703,164226082,DFND
LIVE NATION ENTERTAINMENT IN,538034109,1799753,168708846,DFND
LIVE NATION ENTERTAINMENT IN,538034109,1250176,117191498,DFND
MICROSOFT CORP,594918104,811981,362914908,DFND
MICROSOFT CORP,594918104,564125,252135669,DFND
MOODYS CORP,615369105,199089,83802533,DFND
MOODYS CORP,615369105,286528,120608231,DFND
ORACLE CORP,68389X105,555238,78399606,DFND
ORACLE CORP,68389X105,384739,54325147,DFND
S&P GLOBAL INC,78409V104,784671,349963266,DFND
S&P GLOBAL INC,78409V104,1129668,503831928,DFND
SS&C TECHNOLOGIES HLDGS INC,78467J100,2739982,171714672,DFND
SS&C TECHNOLOGIES HLDGS INC,78467J100,1903635,119300805,DFND
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1820407,316404941,DFND
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1264686,219815074,DFND
TENCENT MUSIC ENTMT GROUP,88034P109,5414632,76075580,DFND
TENCENT MUSIC ENTMT GROUP,88034P109,7776170,109255189,DFND
THERMO FISHER SCIENTIFIC INC,883556102,485520,268492560,DFND
THERMO FISHER SCIENTIFIC INC,883556102,337318,186536854,DFND
TRADEWEB MKTS INC,892672106,724708,76819048,DFND
TRADEWEB MKTS INC,892672106,503599,53381494,DFND
TRINET GROUP INC,896288107,325054,32505400,DFND
TRINET GROUP INC,896288107,438298,43829800,DFND
TRIP COM GROUP LTD,89677Q107,2500406,117519082,DFND
TRIP COM GROUP LTD,89677Q107,1738469,81708043,DFND
UBER TECHNOLOGIES INC,90353T100,1434948,104292021,DFND
UBER TECHNOLOGIES INC,90353T100,1000494,72715904,DFND
VISA INC,92826C839,871464,228733156,DFND
VISA INC,92826C839,1254304,329217171,DFND
YUM BRANDS INC,988498101,564234,74738436,DFND
YUM BRANDS INC,988498101,812116,107572885,DFND
ZOETIS INC,98978V103,781659,135508404,DFND
ZOETIS INC,98978V103,543097,94151296,DFND
