Company,CUSIP,Shares,Value,Discretion,PutCall
ANTERO MIDSTREAM,03676B102,17806,250000,SOLE,
ANTERO RESOURCES,03674X106,30156,875000,SOLE,
APPLE INC,037833100,2492,427000,SOLE,
ASSURED GUARANTY,G0585R106,970580,84683134,SOLE,
BANK OF AMERICA,060505104,33901,1285043,SOLE,
BAYER AG SPONS ADR,072730302,3099140,23739224,SOLE,
BP PLC,055622104,1665620,62761015,SOLE,
BRISTOL MYERS SQUIBB,110122108,831991,45118723,SOLE,
CIGNA GROUP,125523100,1101,400326,SOLE,
CITIGROUP,172967424,1199446,75852750,SOLE,
CHEVRONTEXACO,166764100,1800,284000,SOLE,
CREW ENERGY,226533107,145780,501000,SOLE,
CSX,126408103,50320,1865000,SOLE,
DISNEY,254687106,93932,11493269,SOLE,
EAGLE BULK SHIPPING,Y2187A150,4460,279000,SOLE,
EXXON MOBIL,30231G102,14167,1647000,SOLE,
FAIRFAX FINANCIAL,303901102,1018,1098000,SOLE,
FIRST NATL BK OF ALASKA,32112J106,4770,954000,SOLE,
GARRETT MOTION,366505105,21481,214000,SOLE,
GENIE ENERGY,372284208,293690,4429311,SOLE,
GLACIER BANCORP,37637Q105,6264,252000,SOLE,
GSK PLC,37733W105,1253644,53743386,SOLE,
HALEON,405552100,474281,4026865,SOLE,
HOLOGIC,436440101,26491,2064995,SOLE,
IDT CORP CL B,448947507,345548,13065647,SOLE,
IDW MEDIA,44951N106,65644,25754,SOLE,
JP MORGAN CHASE,44625H100,3867,775000,SOLE,
LIFEWAY FOODS,531914109,10000,172000,SOLE,
MERCK,58933Y105,613815,80992904,SOLE,
MICROSOFT,594918104,1902,800684,SOLE,
MBIA,55262C100,5176613,34993451,SOLE,
NAM TAI PROPERTY INC F,G63907102,85330,366000,SOLE,
NAVIENT,63938C108,22421,390125,SOLE,
NEW YORK COMMUNITY,649445103,6213289,20006593,SOLE,
NOVARTIS ADR,66987V109,15413,1491076,SOLE,
ORGANON,68622V106,1180204,22187575,SOLE,
PNC BANK,693475105,1925,311000,SOLE,
PFIZER,717081103,1022719,28380203,SOLE,
PATTERSON ENERGY,703481101,2652332,31668850,SOLE,
PEPSICO,713448108,1900,333000,SOLE,
PEYTO EXP & DEV,717046106,17807,196000,SOLE,
PINE CLIFF ENERGY,722524105,129731,96000,SOLE,
PROCTOR & GAMBLE,742718109,2000,324675,SOLE,
PUBLIC SERVICE ENTERPRISE,744573106,4500,301000,SOLE,
RAFAEL HOLDING,75062E106,270363,464734,SOLE,
SEABOARD CORP,811543107,9052,29182639,SOLE,
TRINITY PLACE HOLDINGS,89656D101,1525684,229010,SOLE,
VERIZON,92343V104,10022,421000,SOLE,
VIATRIS,92556V106,33590,401300,SOLE,
VIEWRAY,92672L107,353744,0,SOLE,
VOXX INTERNATIONAL,91829F104,2849526,23251636,SOLE,
WEBSTER FINL,947890109,97935,4971912,SOLE,
ZEDGE INC.,98923T104,114844,318161,SOLE,
