Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,800,1172,SOLE,
AMERICAN EXPRESS CO,025816109,210000,21053,SOLE,
BK OF AMERICA CORP,060505104,767845,18497,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,30,9600,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,140600,29939,SOLE,
FERRARI N V,N3167Y103,80000,14689,SOLE,
FIAT CHRYSLER  AUTOMOBILES N,N31738102,760000,9325,SOLE,
MASTERCARD INC,57636Q104,65750,22235,SOLE,
MICRON TECHNOLOGY INC,595112103,120000,5635,SOLE,
MOODYS CORP,615369105,27000,7826,SOLE,
SERITAGE GROWTH PPTYS,81752R100,500000,6725,SOLE,
TWITTER INC,90184L102,30000,1335,SOLE,
WELLS FARGO CO NEW,949746101,151741,3567,SOLE,
