Company,CUSIP,Shares,Value,Discretion,PutCall
ALLEGIANT TRAVEL CO,01748X102,34186,1717163,SOLE,
ALPHABET INC,02079K107,2108287,386702002,SOLE,
ALPHABET INC,02079K305,3160416,575669774,SOLE,
AMAZON COM INC,023135106,1657154,320245011,SOLE,
ANALOG DEVICES INC,032654105,2150042,490768587,SOLE,
ATLANTIC COASTAL AQSTN CORP,04845A116,194779,11687,SOLE,
BIGBEAR AI HLDGS INC,08975B117,321156,50582,SOLE,
BIO RAD LABS INC,090572207,160552,43848357,SOLE,
BRAND ENGAGEMENT NETWORK INC,104932116,208766,6722,SOLE,
BROADCOM INC,11135F101,84915,136333580,SOLE,
BURTECH ACQUISITION CORP,123013112,1238082,309521,SOLE,
CARMAX INC,143130102,2386210,175004641,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,612604,183144092,SOLE,
CHURCHILL CAPITAL CORP VII,17144M110,148361,51926,SOLE,
CITIGROUP INC,172967424,6849991,434700429,SOLE,
COLLIERS INTL GROUP INC,194693107,43000,4800950,SOLE,
COMCAST CORP NEW,20030N101,10818009,423633232,SOLE,
DELL TECHNOLOGIES INC,24703L202,432226,59608288,SOLE,
DOUGLAS EMMETT INC,25960P109,5532213,73633755,SOLE,
EASTERN BANKSHARES INC,27627N105,121689,1701212,SOLE,
META PLATFORMS INC,30303M102,959290,483693204,SOLE,
FIRSTENERGY CORP,337932107,3557667,136151916,SOLE,
GOLDEN ARROW MERGER CORP,380799114,413915,62501,SOLE,
GULFPORT ENERGY CORP,402635502,479332,72379132,SOLE,
HOWMET AEROSPACE INC,443201108,1203062,93393703,SOLE,
IAC INC,44891N208,48346,2265010,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,4011307,381916539,SOLE,
JEFFERIES FINL GROUP INC,47233W109,5410210,269212050,SOLE,
KINDER MORGAN INC DEL,49456B101,8198954,162913216,SOLE,
LPL FINL HLDGS INC,50212V100,458938,128181383,SOLE,
LAUREATE EDUCATION INC,518613203,799146,11939241,SOLE,
MARRIOTT INTL INC NEW,571903202,613205,148254573,SOLE,
NCR VOYIX CORPORATION,62886E108,3455892,42680266,SOLE,
NCR ATLEOS CORPORATION,63001N106,2405968,65009255,SOLE,
NETFLIX INC,64110L106,92759,62601194,SOLE,
NIOCORP DEVS LTD,654484153,259205,60136,SOLE,
PG&E CORP,69331C108,1147568,20036537,SOLE,
PAR PAC HOLDINGS INC,69888T207,71812,1813253,SOLE,
PIONEER BANCORP INC MD,723561106,166974,1671410,SOLE,
PONCE FINANCIAL GROUP INC,732344106,181562,1659477,SOLE,
RUSH ENTERPRISES INC,781846209,183942,7701652,SOLE,
SABLE OFFSHORE CORP,78574H112,620874,2651132,SOLE,
SOTERA HEALTH CO,83601L102,45480,539848,SOLE,
STAGWELL INC,85256A109,994033,6779305,SOLE,
TIDEWATER INC NEW,88642R109,99461,9469682,SOLE,
UBER TECHNOLOGIES INC,90353T100,1435399,104324799,SOLE,
UPWORK INC,91688F104,104881,1127471,SOLE,
UPWORK INC,91688FAB0,8900000,7895066,SOLE,
VAIL RESORTS INC,91879Q109,346784,62466202,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,28400,3198692,SOLE,
VORNADO RLTY TR,929042109,1929145,50717222,SOLE,
WABTEC,929740108,637869,100815195,SOLE,
WAYFAIR INC,94419LAF8,4976000,4476997,SOLE,
WAYFAIR INC,94419LAM3,104978000,97630861,SOLE,
WELLS FARGO CO NEW,949746101,5278666,313499974,SOLE,
ZILLOW GROUP INC,98954MAG6,14421000,17386122,SOLE,
ZILLOW GROUP INC,98954MAH4,1990000,2005705,SOLE,
AON PLC,G0403H108,736821,216315909,SOLE,
ECARX HOLDINGS INC,G29201111,200881,6910,SOLE,
ENSTAR GROUP LIMITED,G3075P101,5585,1707335,SOLE,
FERGUSON PLC NEW,G3421J106,1104289,213845565,SOLE,
GLOBAL PARTNER ACQISTN CORP,G3934P128,77733,0,SOLE,
HERBALIFE LTD,G4412G101,1829405,19007518,SOLE,
ICON PLC,G4705A100,356670,111805345,SOLE,
MARIADB PLC,G5920M118,379386,39456,SOLE,
METALS ACQUISITION LIMITED,G60409110,66447,909659,SOLE,
PLUM ACQUISITION CORP III,G63290103,16200,1056,SOLE,
PLUM ACQUISITION CORP I,G7134L118,232673,19777,SOLE,
POWERUP ACQUISITION CORP,G7207P129,28482,783,SOLE,
PRENETICS GLOBAL LTD,G72245114,12860,179,SOLE,
SLAM CORP,G8210L121,214237,53559,SOLE,
SWVL HOLDINGS CORP,G86302117,32998,465,SOLE,
TE CONNECTIVITY LTD,H84989104,2780083,418207886,SOLE,
ORION S.A.,L72967109,318477,6987385,SOLE,
NXP SEMICONDUCTORS N V,N6596X109,797374,214565370,SOLE,
