Company,CUSIP,Shares,Value,Discretion,PutCall
AMAZON COM INC,023135106,2089558,435192245,SOLE,
ARM HOLDINGS PLC,042068205,1715440,259511763,SOLE,
BROADCOM INC,11135F101,67094,20766265,SOLE,
AXON ENTERPRISE INC,05464C101,148986,63272864,SOLE,
COREWEAVE INC,21873S108,4499075,348543341,SOLE,
GRAB HOLDINGS LIMITED,G0370L116,3502000,262650,SOLE,
ROBINHOOD MKTS INC,770700102,899691,62348586,SOLE,
META PLATFORMS INC,30303M102,1953373,1117583294,SOLE,
MICROSOFT CORP,594918104,1183632,438145057,SOLE,
NVIDIA CORPORATION,67066G104,9336039,1628205202,SOLE,
SNOWFLAKE INC,833445109,1926250,290517025,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1365675,461529866,SOLE,
UBER TECHNOLOGIES INC,90353T100,7971772,573409561,SOLE,
