Company,CUSIP,Shares,Value,Discretion,PutCall
Ferguson Plc New,G3421J106,1270810,252344742,OTR,
General Electric Co.,369604301,4030213,760017568,DFND,
GE HealthCare Technologies Inc.,36266G107,4029,378122,DFND,
Invesco Ltd.,G491BT108,23173442,406925642,DFND,
Janus Henderson Group plc,G4474Y214,31867800,1213207146,DFND,
U-Haul Holding Company,023586100,449595,34834621,DFND,
U-Haul Holding Company - B,023586506,1049055,75531960,DFND,
Solventum Corporation,83444M101,7126255,496842499,DFND,
The Allstate Corporation,200021014,613447,116340224,DFND,
Wendys Co.,95058W100,14943466,261809524,DFND,
Wendys Co.,95058W100,15569129,272771140,OTR,
