Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,1479505,281756932,DFND,
AMAZON COM INC,023135106,2408143,528322493,DFND,
ARAMARK,03852U106,1159072,43244976,DFND,
ARCH CAP GROUP LTD,G0450A105,3987972,368289214,DFND,
BOOKING HOLDINGS INC,09857L108,12235,60788619,DFND,
CANADIAN PACIFIC KANSAS CITY,13646K108,7076635,512136075,DFND,
CAPITAL ONE FINL CORP,14040H105,1565495,279159068,DFND,
CME GROUP INC,12572Q105,964421,223967489,DFND,
CRH PLC,G25508105,4328892,400509088,DFND,
ELI LILLY & CO,532457108,280981,216917332,DFND,
EMBRAER S.A.,29082A107,3634426,133310746,DFND,
FIRST CTZNS BANCSHARES INC N,31946M103,102516,216618358,DFND,
FISERV INC,337738108,2324599,477519127,DFND,
FLUTTER ENTMT PLC,G3643J108,1877383,485209636,DFND,
GE AEROSPACE,369604301,2404557,401056062,DFND,
GE HEALTHCARE TECHNOLOGIES I,36266G107,4572382,357468825,DFND,
HDFC BANK LTD,40415F101,1140511,72833032,DFND,
HOWARD HUGHES HOLDINGS INC,44267T102,443963,34149634,DFND,
ICICI BANK LIMITED,45104G104,6385876,190682257,DFND,
INTERACTIVE BROKERS GROUP IN,45841N107,1848173,326516724,DFND,
INTERCONTINENTAL EXCHANGE IN,45866F104,733307,109270076,DFND,
LITHIA MTRS INC,536797103,316845,113249908,DFND,
LPL FINL HLDGS INC,50212V100,257710,84144892,DFND,
MARTIN MARIETTA MATLS INC,573284106,82276,42495554,DFND,
MASTERCARD INCORPORATED,57636Q104,388726,204691450,DFND,
META PLATFORMS INC,30303M102,801442,469252305,DFND,
MICROSOFT CORP,594918104,1758009,741000794,DFND,
PROGRESSIVE CORP,743315103,2827156,677414849,DFND,
RENAISSANCERE HLDGS LTD,G7496G103,1294662,322124852,DFND,
VISA INC,92826C839,862868,272700803,DFND,
