Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HLDG LTD,01609W102,41900,7488787,SOLE,
ALLY FINL INC,02005N100,225525,8840583,SOLE,
ALPHABET INC,02079K107,82390,20066085,SOLE,
APPLE INC,037833100,44000,11203720,SOLE,
ASSURED GUARANTY LTD,G0585R106,10990,930304,SOLE,
BANK AMERICA CORP,060505104,50000,2579500,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,86,64861222,SOLE,
CHINA YUCHAI INTL LTD,G21082105,23364,966569,SOLE,
CITIGROUP INC,172967424,57695,5856045,SOLE,
CREDIT ACCEP CORP MICH,225310101,262,122336,SOLE,
GENERAL MTRS CO,37045V100,52000,3170441,SOLE,
HERTZ GLOBAL HLDGS INC,42806J148,1000,3705,SOLE,
IMPERIAL OIL LTD,453038408,5000,453367,SOLE,
JEFFERIES FINL GROUP INC,47233W109,10987,718770,SOLE,
LEAR CORP,521865204,4000,402440,SOLE,
LOUISIANA PAC CORP,546347105,5886,522912,SOLE,
MAGNA INTL INC,559222401,10000,473800,SOLE,
MBIA INC,55262C100,321000,2391450,SOLE,
METHANEX CORP,59151K108,20000,795143,SOLE,
MOODYS CORP,615369105,5899,2810756,SOLE,
OCCIDENTAL PETE CORP,674599105,313000,14789253,SOLE,
PATHWARD FINANCIAL INC,59100U108,27389,2027061,SOLE,
PAYPAL HLDGS INC,70450Y103,41000,2749460,SOLE,
POOL CORP,73278L105,10636,3297905,SOLE,
RYANAIR HOLDINGS PLC,783513203,5937,357526,SOLE,
SIRIUSXM HOLDINGS INC,829933100,702462,16349807,SOLE,
STELLANTIS N.V,N82405106,1394194,13021775,SOLE,
SUNRISE COMMUNICATIONS AG,867975104,2400,141072,SOLE,
SYNCHRONY FINANCIAL,87165B103,215702,15325631,SOLE,
VITESSE ENERGY INC,92852X103,1293,30036,SOLE,
WELLS FARGO CO NEW,949746101,59542,4990811,SOLE,
