Company,CUSIP,Shares,Value,Discretion,PutCall
CBRE Group Inc,12504L109,659660,64145338,SOLE,
CBRE Group Inc,12504L109,4336,421633,OTR,
CBRE Group Inc,12504L109,41453,4030890,OTR,
Charles River Laboratories International Inc,159864107,912194,247158964,SOLE,
Charles River Laboratories International Inc,159864107,2039,552467,OTR,
Charles River Laboratories International Inc,159864107,18574,5032625,OTR,
Charles Schwab Corp/The,808513105,831990,60186157,SOLE,
Check Point Software Technologies Ltd,M22465104,1382533,226749237,SOLE,
Chevron Corp,166764100,32663,5152262,SOLE,
CNH Industrial NV,N20944109,2516318,32611481,SOLE,
Core Laboratories Inc,21867A105,10596337,180985436,SOLE,
Core Laboratories Inc,21867A105,229320,3916786,OTR,
Credicorp Ltd,G2519Y108,551341,93413706,SOLE,
CVS Health Corp,126650100,606609,48383134,SOLE,
DaVita Inc,23918K108,616270,85076074,SOLE,
Dun & Bradstreet Holdings Inc,26484T106,4317912,43351836,SOLE,
Dun & Bradstreet Holdings Inc,26484T106,28222,283349,OTR,
Envista Holdings Corp,29415F104,8769228,187486095,SOLE,
Envista Holdings Corp,29415F104,6970,149019,OTR,
Envista Holdings Corp,29415F104,116002,2480123,OTR,
Evercore Inc,29977A105,126243,24313139,SOLE,
Fair Isaac Corp,303250104,376,469853,OTR,
First American Financial Corp,31847R102,3444475,210285199,SOLE,
First American Financial Corp,31847R102,6825,416666,OTR,
First American Financial Corp,31847R102,61239,3738641,OTR,
Fiserv Inc,337738108,4617,737889,OTR,
GCM Grosvenor Inc,36831E108,4480080,43277573,SOLE,
Generac Holdings Inc,368736104,2097919,264631503,SOLE,
Generac Holdings Inc,368736104,3702,466970,OTR,
Generac Holdings Inc,368736104,41231,5200878,OTR,
Gentex Corp,371901109,6267124,226368519,SOLE,
Gentex Corp,371901109,12782,461686,OTR,
Gentex Corp,371901109,126453,4567482,OTR,
Gilead Sciences Inc,375558103,742900,54417425,SOLE,
Goldman Sachs Group Inc/The,38141G104,200788,83867140,SOLE,
Goldman Sachs Group Inc/The,38141G104,1207,504152,OTR,
Hackett Group Inc/The,404609109,675080,16404444,SOLE,
Hackett Group Inc/The,404609109,9429,229125,OTR,
Horace Mann Educators Corp,440327104,251127,9289188,SOLE,
Intel Corp,458140100,1309523,57841631,SOLE,
Interpublic Group of Cos Inc/The,460690100,5346834,174467193,SOLE,
Interpublic Group of Cos Inc/The,460690100,9424,307505,OTR,
Interpublic Group of Cos Inc/The,460690100,160292,5230328,OTR,
iShares Russell 2000 Value ETF,464287630,41040,6517562,SOLE,
iShares Russell Mid-Cap Value ETF,464287473,1880,235620,SOLE,
J M Smucker Co/The,832696405,859570,108194076,SOLE,
J M Smucker Co/The,832696405,877,110388,OTR,
J M Smucker Co/The,832696405,7928,997897,OTR,
Janus Henderson Group PLC,G4474Y214,2239781,73666397,SOLE,
Johnson & Johnson,478160104,24259,3837531,SOLE,
Jones Lang LaSalle Inc,48020Q107,1413601,275779419,SOLE,
Jones Lang LaSalle Inc,48020Q107,2060,401885,OTR,
Jones Lang LaSalle Inc,48020Q107,20994,4095719,OTR,
KB Financial Group Inc,48241A105,318915,16605904,SOLE,
Kennametal Inc,489170100,9003644,224550881,SOLE,
Kennametal Inc,489170100,13104,326814,OTR,
Kennametal Inc,489170100,179694,4481568,OTR,
Keysight Technologies Inc,49338L103,240477,37605793,SOLE,
Keysight Technologies Inc,49338L103,2203,344505,OTR,
Keysight Technologies Inc,49338L103,22671,3545291,OTR,
KKR & Co Inc,48251W104,467323,47003347,SOLE,
KKR & Co Inc,48251W104,6923,696315,OTR,
Knowles Corp,49926D109,5166452,83179877,SOLE,
Knowles Corp,49926D109,20692,333141,OTR,
Korn Ferry,500643200,813557,53499508,SOLE,
Korn Ferry,500643200,3133,206026,OTR,
Laboratory Corp of America Holdings,50540R409,525720,114848791,SOLE,
Laboratory Corp of America Holdings,50540R409,1347,294266,OTR,
Laboratory Corp of America Holdings,50540R409,17507,3824579,OTR,
Lazard Inc,52110M109,6213793,260171513,SOLE,
Lazard Inc,52110M109,8808,368791,OTR,
Lazard Inc,52110M109,96057,4021907,OTR,
Leslie's Inc,527064109,24322742,158097823,SOLE,
Leslie's Inc,527064109,49184,319696,OTR,
Leslie's Inc,527064109,610952,3971188,OTR,
Lindblad Expeditions Holdings Inc,535219109,8797592,82081533,SOLE,
Lindblad Expeditions Holdings Inc,535219109,79620,742855,OTR,
Littelfuse Inc,537008104,345776,83798814,SOLE,
Littelfuse Inc,537008104,1447,350680,OTR,
Lockheed Martin Corp,539830109,13585,6179409,SOLE,
M&T Bank Corp,55261F104,2639,383816,OTR,
Madison Square Garden Entertainment Corp,558256103,6878230,269695398,SOLE,
Madison Square Garden Entertainment Corp,558256103,7960,312112,OTR,
Madison Square Garden Entertainment Corp,558256103,104754,4107404,OTR,
Madison Square Garden Sports Corp,55825T103,919295,169628313,SOLE,
Madison Square Garden Sports Corp,55825T103,1472,271613,OTR,
Madison Square Garden Sports Corp,55825T103,16358,3018378,OTR,
Manchester United Plc,G5784H106,5147496,71859044,SOLE,
Manchester United Plc,G5784H106,15364,214481,OTR,
Manchester United Plc,G5784H106,143873,2008467,OTR,
Masco Corp,574599106,976806,77050457,SOLE,
Masco Corp,574599106,3761,296668,OTR,
Masco Corp,574599106,65991,5205370,OTR,
Mattel Inc,577081102,15257971,302260406,SOLE,
Mattel Inc,577081102,21099,417971,OTR,
Mattel Inc,577081102,304223,6026658,OTR,
MGP Ingredients Inc,55303J106,267720,23058724,SOLE,
Microsoft Corp,594918104,365791,153895590,SOLE,
Middleby Corp/The,596278101,320934,51602978,SOLE,
Middleby Corp/The,596278101,1889,303732,OTR,
Mohawk Industries Inc,608190104,1838508,240642312,SOLE,
Mohawk Industries Inc,608190104,1591,208246,OTR,
Mohawk Industries Inc,608190104,30661,4013218,OTR,
Molson Coors Beverage Co,60871R209,411573,27678284,SOLE,
Mosaic Co/The,61945C103,136582,4433452,SOLE,
Motorola Solutions Inc,620076307,928,329421,OTR,
NetApp Inc,64110D104,662670,69560470,SOLE,
Northern Trust Corp,665859104,2490840,221485493,SOLE,
Northern Trust Corp,665859104,5659,503198,OTR,
Northern Trust Corp,665859104,55890,4969739,OTR,
Norwegian Cruise Line Holdings Ltd,G66721104,5809918,121601584,SOLE,
Norwegian Cruise Line Holdings Ltd,G66721104,40499,847644,OTR,
NOV Inc,62955J103,2122818,41437407,SOLE,
nVent Electric PLC,G6700G107,1338249,100903975,SOLE,
nVent Electric PLC,G6700G107,8663,653190,OTR,
nVent Electric PLC,G6700G107,53929,4066247,OTR,
OneSpaWorld Holdings Ltd,P73684113,11370153,150427124,SOLE,
OneSpaWorld Holdings Ltd,P73684113,61331,811409,OTR,
OneSpaWorld Holdings Ltd,P73684113,659627,8726865,OTR,
Oracle Corp,68389X105,61510,7726271,SOLE,
Paramount Global,92556H206,11855523,139539506,SOLE,
Paramount Global,92556H206,6894,81142,OTR,
Paramount Global,92556H206,187272,2204191,OTR,
Patterson Cos Inc,703395103,8976,248186,OTR,
Philip Morris International Inc,718172109,422888,38744999,SOLE,
Phinia Inc,71880K101,147063,5651631,SOLE,
Phinia Inc,71880K101,1468,56415,OTR,
Prestige Consumer Healthcare Inc,74112D101,2494244,180982345,SOLE,
Prestige Consumer Healthcare Inc,74112D101,6919,502043,OTR,
Prestige Consumer Healthcare Inc,74112D101,59828,4341120,OTR,
Progressive Corp/The,743315103,1393,288100,OTR,
Resideo Technologies Inc,76118Y104,11763188,263730675,SOLE,
Resideo Technologies Inc,76118Y104,25990,582696,OTR,
Resideo Technologies Inc,76118Y104,237322,5320759,OTR,
Reynolds Consumer Products Inc,76171L106,7136,203804,OTR,
Royal Caribbean Cruises Ltd,V7780T103,1157307,160877246,SOLE,
Royal Caribbean Cruises Ltd,V7780T103,74906,10412683,OTR,
Sensata Technologies Holding PLC,G8060N102,8268,303766,OTR,
Simpson Manufacturing Co Inc,829073105,328335,67367775,SOLE,
Simpson Manufacturing Co Inc,829073105,1539,315772,OTR,
Simpson Manufacturing Co Inc,829073105,9409,1930539,OTR,
Snap-on Inc,833034101,64862,19213422,SOLE,
Snap-on Inc,833034101,1004,297405,OTR,
Snap-on Inc,833034101,6977,2066727,OTR,
Sphere Entertainment Co,55826T102,5019675,246365649,SOLE,
Sphere Entertainment Co,55826T102,6070,297916,OTR,
Sphere Entertainment Co,55826T102,92795,4554379,OTR,
Stanley Black & Decker Inc,854502101,573008,56114673,SOLE,
Stericycle Inc,858912108,4155564,219206001,SOLE,
Stericycle Inc,858912108,4784,252356,OTR,
Stericycle Inc,858912108,72872,3843998,OTR,
Taiwan Semiconductor Manufacturing Co Ltd,874039100,160054,21775347,SOLE,
Telefonica Brasil SA,87936R205,321737,3239892,SOLE,
Teradata Corp,88076W103,801592,30997563,SOLE,
TIM SA/Brazil,88706T108,23336,414214,SOLE,
Truist Financial Corp,89832Q109,1025069,39957190,SOLE,
US Bancorp,902973304,160295,7165187,SOLE,
Vail Resorts Inc,91879Q109,223421,49784901,SOLE,
Vanguard FTSE Developed Markets ETF,921943858,155739,7813426,SOLE,
Vanguard FTSE Emerging Markets ETF,922042858,8193,342222,SOLE,
Vanguard Total World Stock ETF,922042742,185476,20495098,SOLE,
Verizon Communications Inc,92343V104,1764848,74053022,SOLE,
Vodafone Group PLC,92857W308,376475,3350628,SOLE,
Walgreens Boots Alliance Inc,931427108,1839987,39909318,SOLE,
Western Union Co/The,959802109,369882,5170950,SOLE,
Zebra Technologies Corp,989207105,358492,108063828,SOLE,
Zebra Technologies Corp,989207105,1860,560678,OTR,
Zebra Technologies Corp,989207105,19860,5986598,OTR,
Zimmer Biomet Holdings Inc,98956P102,285975,37742981,SOLE,
Zimmer Biomet Holdings Inc,98956P102,2834,374031,OTR,
Zimvie Inc,98888T107,106604,1757900,SOLE,
