Company,CUSIP,Shares,Value,Discretion,PutCall
ADT Inc,00090Q103,28970420,194681222,SOLE,
ADT Inc,00090Q103,41848,281219,OTR,
ADT Inc,00090Q103,567529,3813795,OTR,
Adtalem Global Education Inc,00737L103,3036285,156065049,SOLE,
Adtalem Global Education Inc,00737L103,5007,257360,OTR,
Adtalem Global Education Inc,00737L103,38025,1954485,OTR,
Affiliated Managers Group Inc,008252108,1294696,216822739,SOLE,
Affiliated Managers Group Inc,008252108,32313,5411458,OTR,
Aflac Inc,001055102,535028,45937504,SOLE,
Aflac Inc,001055102,3105,266595,OTR,
APA Corp,03743Q108,191442,6581776,SOLE,
Aptiv PLC,G6095L109,1078219,85880143,SOLE,
Axalta Coating Systems Ltd,G0750C108,4346127,149463308,SOLE,
Axalta Coating Systems Ltd,G0750C108,9497,326602,OTR,
Axalta Coating Systems Ltd,G0750C108,120263,4135845,OTR,
Baidu Inc,056752108,1139721,119989827,SOLE,
Bank of America Corp,060505104,176881,6707328,SOLE,
Barrick Gold Corp,067901108,252188,4196408,SOLE,
Bio-Rad Laboratories Inc,090572207,60579,20952459,SOLE,
Bio-Rad Laboratories Inc,090572207,547,189191,OTR,
Bio-Rad Laboratories Inc,090572207,3966,1371720,OTR,
BOK Financial Corp,05561Q201,2112621,194361132,SOLE,
BOK Financial Corp,05561Q201,41768,3842656,OTR,
BorgWarner Inc,099724106,995454,34582072,SOLE,
BorgWarner Inc,099724106,7336,254853,OTR,
Boyd Gaming Corp,103304101,2625306,176735600,SOLE,
Boyd Gaming Corp,103304101,70401,4739395,OTR,
Brady Corp,104674106,285553,16927582,SOLE,
Brady Corp,104674106,3680,218150,OTR,
Brink's Co/The,109696104,1653733,152771855,SOLE,
Brink's Co/The,109696104,7704,711696,OTR,
Brink's Co/The,109696104,51264,4735768,OTR,
Bristol-Myers Squibb Co,110122108,634113,34387948,SOLE,
Capital One Financial Corp,14040H105,263724,39265866,SOLE,
Carlyle Group Inc/The,14316J108,4754389,223028388,SOLE,
Carlyle Group Inc/The,14316J108,128531,6029389,OTR,
CarMax Inc,143130102,650044,56625333,SOLE,
CarMax Inc,143130102,3103,270302,OTR,
