Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,6848278,1296379025,SOLE,
AUTOMATIC DATA PROCESSING IN,053015103,5013712,1467663914,SOLE,
BROWN FORMAN CORP,115637209,9637881,366046720,SOLE,
CHOICE HOTELS INTL INC,169905106,733892,104197986,SOLE,
CHURCH & DWIGHT CO INC,171340102,6857121,718009140,SOLE,
CLOROX CO DEL,189054109,613497,99638048,SOLE,
DOXIMITY INC,26622P107,710502,37933702,SOLE,
EQUIFAX INC,294429105,363328,92594141,SOLE,
EXPONENT INC,30214U102,836477,74530101,SOLE,
FORTINET INC,34959E109,8530423,805954365,SOLE,
GRACO INC,384109104,1139641,96060340,SOLE,
HOME DEPOT INC,437076102,145639,56652115,SOLE,
IDEX CORP,45167R104,362501,75867834,SOLE,
IDEXX LABS INC,45168D104,2662855,1100930771,SOLE,
MARRIOTT INTL INC NEW,571903202,4255340,1186984540,SOLE,
MASTERCARD INCORPORATED,57636Q104,64033,33717857,SOLE,
MEDPACE HLDGS INC,58506Q109,127537,42371618,SOLE,
META PLATFORMS INC,30303M102,4561352,2670717210,SOLE,
METTLER TOLEDO INTERNATIONAL,592688105,591455,723751654,SOLE,
MICROSOFT CORP,594918104,6187033,2607834410,SOLE,
MSCI INC,55354G100,166619,99973066,SOLE,
NIKE INC,654106103,6135629,464283046,SOLE,
ODDITY TECH LTD,M7518J104,1615158,67868939,SOLE,
OTIS WORLDWIDE CORP,68902V107,5966777,552583218,SOLE,
PAYCOM SOFTWARE INC,70432V102,322611,66125577,SOLE,
PEPSICO INC,713448108,5663677,861218725,SOLE,
PHILIP MORRIS INTL INC,718172109,11245175,1353356811,SOLE,
PROCTER AND GAMBLE CO,742718109,4626376,775611936,SOLE,
QUALYS INC,74758T303,548009,76841822,SOLE,
ROLLINS INC,775711104,1597513,74044728,SOLE,
SABRE CORP,78573M104,21499095,78471697,SOLE,
STRYKER CORPORATION,863667101,5333977,1920498419,SOLE,
TEXAS INSTRS INC,882508104,1700630,318885131,SOLE,
VERISIGN INC,92343E102,624500,129246520,SOLE,
VERISK ANALYTICS INC,92345Y106,417685,115042980,SOLE,
VISA INC,92826C839,4622567,1460916075,SOLE,
WATERS CORP,941848103,3634522,1348334972,SOLE,
ZOETIS INC,98978V103,227329,37038714,SOLE,
