Company,CUSIP,Shares,Value,Discretion,PutCall
AAON INC,000360206,32928,3550997,SOLE,
ABBOTT LABS,002824100,13937610,1589026934,SOLE,
ACCENTURE PLC IRELAND,G1151C101,3902146,1379330671,SOLE,
ADOBE INC,00724F101,3311628,1714694702,SOLE,
AIRBNB INC,009066101,9182584,1164443429,SOLE,
ALARM COM HLDGS INC,011642105,118324,6468791,SOLE,
ALIGN TECHNOLOGY INC,016255101,10215,2597947,SOLE,
ALPHABET INC,02079K107,12821010,2143544737,SOLE,
ALPHABET INC,02079K305,1274326,211347047,SOLE,
AMAZON COM INC,023135106,25744857,4797039242,SOLE,
AMN HEALTHCARE SVCS INC,001744101,44812,1899593,SOLE,
AON PLC,G0403H108,781489,270387305,SOLE,
APPLE INC,037833100,6736143,1569521285,SOLE,
APPLIED INDL TECHNOLOGIES IN,03820C105,16204,3615568,SOLE,
ASML HOLDING N V,N07059210,67283,56063189,SOLE,
ASPEN TECHNOLOGY INC,29109X106,7483,1787090,SOLE,
AUTODESK INC,052769106,7239,1994174,SOLE,
AUTOMATIC DATA PROCESSING IN,053015103,198152,54834722,SOLE,
BIO-TECHNE CORP,09073M104,27443,2193519,SOLE,
BLACKLINE INC,09239B109,69297,3821058,SOLE,
BOOZ ALLEN HAMILTON HLDG COR,099502106,4722,768553,SOLE,
BOWMAN CONSULTING GROUP LTD,103002101,41186,991756,SOLE,
CCC INTELLIGENT SOLUTIONS HL,12510Q100,796190,8797898,SOLE,
CHARLES RIV LABS INTL INC,159864107,5504,1084123,SOLE,
CLEARWATER ANALYTICS HLDGS I,185123106,338954,8558598,SOLE,
CONSTRUCTION PARTNERS INC,21044C107,35094,2449592,SOLE,
COPA HOLDINGS SA,P31076105,9628,903492,SOLE,
CORE & MAIN INC,21874C102,147407,6544868,SOLE,
DLOCAL LTD,G29018101,987283,7898264,SOLE,
DUTCH BROS INC,26701L100,44241,1417038,SOLE,
DYNATRACE INC,268150109,38791,2074155,SOLE,
E L F BEAUTY INC,26856L103,64126,6991671,SOLE,
ELI LILLY & CO,532457108,489955,434070409,SOLE,
ENDAVA PLC,29260V105,9776,249689,SOLE,
EPAM SYS INC,29414B104,20722,4124300,SOLE,
ETSY INC,29786A106,24738,1373701,SOLE,
EURONET WORLDWIDE INC,298736109,59928,5946659,SOLE,
EXLSERVICE HOLDINGS INC,302081104,325845,12430979,SOLE,
FIRSTSERVICE CORP NEW,33767E202,28137,5133822,SOLE,
