Company,CUSIP,Shares,Value,Discretion
3M CO,88579Y101,81000,8277390,SOLE
3M CO,88579Y101,212750,21740923,DFND
ACCENTURE PLC IRELAND,G1151C101,1,303,SOLE
ACCENTURE PLC IRELAND,G1151C101,159399,48363251,DFND
AIR PRODS & CHEMS INC,009158106,38000,9805900,DFND
ALLSTATE CORP,020002101,154550,24675453,DFND
ALPHABET INC,02079K305,72000,13114800,SOLE
ALPHABET INC,02079K107,297230,54517927,SOLE
ALPHABET INC,02079K305,483000,87978450,DFND
ALPHABET INC,02079K107,2452630,449861395,DFND
AMAZON COM INC,023135106,148432,28684484,SOLE
AMAZON COM INC,023135106,1882328,363759886,DFND
AMERICAN EXPRESS CO,025816109,10000,2315500,SOLE
AMERICAN EXPRESS CO,025816109,474250,109812589,DFND
AMERICAN TOWER CORP NEW,03027X100,1000,194380,SOLE
AMERICAN TOWER CORP NEW,03027X100,50910,9895885,DFND
ANALOG DEVICES INC,032654105,11000,2510860,SOLE
ANALOG DEVICES INC,032654105,1156671,264021722,DFND
ANHEUSER BUSCH INBEV SA/NV,03524A108,11000,639650,DFND
AON PLC,G0403H108,1500,440370,SOLE
AON PLC,G0403H108,112450,33013071,DFND
APOLLO GLOBAL MGMT INC,03769M106,22500,2656575,SOLE
APOLLO GLOBAL MGMT INC,03769M106,990000,116889300,DFND
APPLE INC,037833100,48200,10151884,SOLE
APPLE INC,037833100,1179090,248339936,DFND
ARCHER DANIELS MIDLAND CO,039483102,170727,10320447,SOLE
ARCHER DANIELS MIDLAND CO,039483102,1292573,78136037,DFND
BALL CORP,058498106,51000,3061020,DFND
BANK NEW YORK MELLON CORP,064058100,121500,7276635,DFND
BERKLEY W R CORP,084423102,40500,3182490,DFND
BERKSHIRE HATHAWAY INC DEL,084670108,590,361222190,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,1104460,449294328,SOLE
BERKSHIRE HATHAWAY INC DEL,084670108,524,320814284,DFND
BERKSHIRE HATHAWAY INC DEL,084670702,427511,173911475,DFND
BLACKROCK INC,09247X101,12000,9447840,SOLE
BLACKROCK INC,09247X101,208200,163920024,DFND
BLACKSTONE INC,09260D107,34500,4271100,SOLE
BLACKSTONE INC,09260D107,1194500,147879100,DFND
BROOKFIELD ASSET MANAGMT LTD,113004105,1238500,47124925,SOLE
BROOKFIELD ASSET MANAGMT LTD,113004105,955453,36354986,DFND
BROOKFIELD CORP,11271J107,3172138,131770612,SOLE
BROOKFIELD CORP,11271J107,5543603,230281270,DFND
BROOKFIELD REINS LTD,G16250105,24674,1026192,SOLE
BROOKFIELD REINS LTD,G16250105,35427,1473409,DFND
BROWN FORMAN CORP,115637100,164600,7263798,SOLE
BROWN FORMAN CORP,115637209,145400,6279826,SOLE
BROWN FORMAN CORP,115637100,678400,29937793,DFND
BROWN FORMAN CORP,115637209,328787,14200311,DFND
CABLE ONE INC,12685J105,53800,19045200,DFND
CAPITAL ONE FINL CORP,14040H105,7500,1038375,SOLE
CAPITAL ONE FINL CORP,14040H105,83500,11560575,DFND
CARLYLE GROUP INC,14316J108,44500,1786675,SOLE
CARLYLE GROUP INC,14316J108,1282500,51492375,DFND
CARMAX INC,143130102,7000,513380,SOLE
CARMAX INC,143130102,129500,9497530,DFND
CARRIER GLOBAL CORPORATION,14448C104,54600,3444168,SOLE
CARRIER GLOBAL CORPORATION,14448C104,180400,11379632,DFND
CATERPILLAR INC,149123101,10001,3331333,SOLE
CATERPILLAR INC,149123101,301499,100429317,DFND
CELANESE CORP DEL,150870103,6000,809340,SOLE
CELANESE CORP DEL,150870103,71800,9685102,DFND
CHOICE HOTELS INTL INC,169905106,110500,13149500,DFND
CISCO SYS INC,17275R102,148000,7031480,SOLE
CISCO SYS INC,17275R102,194000,9216940,DFND
COMCAST CORP NEW,20030N101,133100,5212196,SOLE
COMCAST CORP NEW,20030N101,948141,37129201,DFND
COMFORT SYS USA INC,199908104,13000,3953560,DFND
COSTAR GROUP INC,22160N109,18600,1379004,DFND
COSTCO WHSL CORP NEW,22160K105,39150,33277109,DFND
CRACKER BARREL OLD CTRY STOR,22410J106,6000,252960,SOLE
CRACKER BARREL OLD CTRY STOR,22410J106,105000,4426800,DFND
CROWN HLDGS INC,228368106,3000,223170,SOLE
CROWN HLDGS INC,228368106,186500,13873735,DFND
CVS HEALTH CORP,126650100,2000,118120,SOLE
CVS HEALTH CORP,126650100,45000,2657700,DFND
DEERE & CO,244199105,845350,315848121,DFND
DIAGEO PLC,25243Q205,585314,73796389,SOLE
DIAGEO PLC,25243Q205,781394,98518155,DFND
DISNEY WALT CO,254687106,454237,45101192,SOLE
DISNEY WALT CO,254687106,1577428,156622827,DFND
DOLLAR GEN CORP NEW,256677105,3500,462805,SOLE
DOLLAR GEN CORP NEW,256677105,693750,91734562,DFND
DUN & BRADSTREET HLDGS INC,26484T106,115000,1064900,DFND
EASTMAN CHEM CO,277432100,4000,391880,SOLE
EASTMAN CHEM CO,277432100,70950,6950972,DFND
ECOLAB INC,278865100,23000,5474000,SOLE
ECOLAB INC,278865100,251300,59809400,DFND
ELECTRONIC ARTS INC,285512109,49800,6938634,DFND
EQUIFAX INC,294429105,97850,23724711,DFND
FACTSET RESH SYS INC,303075105,23000,9390210,SOLE
FACTSET RESH SYS INC,303075105,93720,38263065,DFND
FEDEX CORP,31428X106,4000,1199360,SOLE
FEDEX CORP,31428X106,177000,53071680,DFND
FERGUSON PLC NEW,G3421J106,70500,13652325,DFND
FRANCO NEV CORP,351858105,245000,29037400,DFND
GARTNER INC,366651107,5700,2559642,DFND
GENERAL DYNAMICS CORP,369550108,44000,12766160,SOLE
GENERAL DYNAMICS CORP,369550108,347000,100678580,DFND
GOLDMAN SACHS GROUP INC,38141G104,23650,10697368,SOLE
GOLDMAN SACHS GROUP INC,38141G104,335710,151848346,DFND
GRAHAM HLDGS CO,384637104,5200,3637660,DFND
GRAPHIC PACKAGING HLDG CO,388689101,334725,8773142,DFND
HAGERTY INC,405166109,3000000,31200000,SOLE
HAGERTY INC,405166117,540000,1107000,SOLE
HANOVER INS GROUP INC,410867105,6000,752640,SOLE
HANOVER INS GROUP INC,410867105,234000,29352960,DFND
HCA HEALTHCARE INC,40412C101,35105,11278534,DFND
HEICO CORP NEW,422806208,12202,2166099,SOLE
HEICO CORP NEW,422806208,367442,65228303,DFND
HERSHEY CO,427866108,21500,3952345,DFND
HEXCEL CORP NEW,428291108,38000,2373100,SOLE
HEXCEL CORP NEW,428291108,151000,9429950,DFND
HOME DEPOT INC,437076102,276906,95322121,SOLE
HOME DEPOT INC,437076102,643094,221378678,DFND
ILLINOIS TOOL WKS INC,452308109,16851,3993013,SOLE
ILLINOIS TOOL WKS INC,452308109,310649,73611387,DFND
INSPERITY INC,45778Q107,52906,4825557,DFND
INTERCONTINENTAL EXCHANGE IN,45866F104,5120,700877,DFND
INTUIT,461202103,2720,1787611,DFND
INVESTORS TITLE CO NC,461804106,213300,38421729,DFND
IQVIA HLDGS INC,46266C105,58726,12417025,DFND
JOHNSON & JOHNSON,478160104,26715,3904664,SOLE
JOHNSON & JOHNSON,478160104,584085,85369863,DFND
JPMORGAN CHASE & CO,46625H100,252550,51080763,DFND
KKR & CO INC,48251W104,18000,1894320,SOLE
KKR & CO INC,48251W104,1433800,150893112,DFND
LAMAR ADVERTISING CO NEW,512816109,94000,11235820,DFND
LINDE PLC,G54950103,7400,3247194,SOLE
LINDE PLC,G54950103,136100,59722041,DFND
LOCKHEED MARTIN CORP,539830109,56363,26327157,DFND
LOWES COS INC,548661107,61748,13612964,SOLE
LOWES COS INC,548661107,614232,135413587,DFND
LPL FINL HLDGS INC,50212V100,2289,639318,SOLE
LPL FINL HLDGS INC,50212V100,479502,133924909,DFND
MARRIOTT INTL INC NEW,571903202,22000,5318940,DFND
MARSH & MCLENNAN COS INC,571748102,20500,4319760,SOLE
MARSH & MCLENNAN COS INC,571748102,686000,144553920,DFND
MASTERCARD INCORPORATED,57636Q104,19984,8816141,SOLE
MASTERCARD INCORPORATED,57636Q104,187556,82742204,DFND
META PLATFORMS INC,30303M102,21610,10896194,SOLE
META PLATFORMS INC,30303M102,249371,125737845,DFND
MICROSOFT CORP,594918104,23619,10556512,SOLE
MICROSOFT CORP,594918104,483861,216261675,DFND
MOODYS CORP,615369105,21096,8879939,SOLE
MOODYS CORP,615369105,192794,81152780,DFND
MSCI INC,55354G100,1000,481750,SOLE
MSCI INC,55354G100,141850,68336238,DFND
NIKE INC,654106103,46000,3467020,SOLE
NIKE INC,654106103,342900,25844373,DFND
NORFOLK SOUTHN CORP,655844108,29000,6226010,SOLE
NORFOLK SOUTHN CORP,655844108,200500,43045345,DFND
NOVO-NORDISK A S,670100205,1191840,170123242,SOLE
NOVO-NORDISK A S,670100205,958160,136767758,DFND
NVR INC,62944T105,175,1327998,SOLE
NVR INC,62944T105,11354,86160510,DFND
O-I GLASS INC,67098H104,100,1113,SOLE
O-I GLASS INC,67098H104,674000,7501620,DFND
OLD DOMINION FREIGHT LINE IN,679580100,6000,1059600,SOLE
OLD DOMINION FREIGHT LINE IN,679580100,273500,48300100,DFND
OTIS WORLDWIDE CORP,68902V107,27300,2627898,SOLE
OTIS WORLDWIDE CORP,68902V107,87320,8405424,DFND
PAYCHEX INC,704326107,70000,8299200,SOLE
PAYCHEX INC,704326107,80000,9484800,DFND
PEPSICO INC,713448108,96210,15867916,DFND
PHILIP MORRIS INTL INC,718172109,114500,11602285,DFND
PRICE T ROWE GROUP INC,74144T108,32000,3689920,SOLE
PRICE T ROWE GROUP INC,74144T108,282000,32517420,DFND
PROGRESSIVE CORP,743315103,60000,12462600,SOLE
PROGRESSIVE CORP,743315103,693750,144098813,DFND
RENAISSANCERE HLDGS LTD,G7496G103,3000,670530,SOLE
RENAISSANCERE HLDGS LTD,G7496G103,67000,14975170,DFND
RLI CORP,749607107,96475,13573068,SOLE
RLI CORP,749607107,1100797,154871130,DFND
ROCKWELL AUTOMATION INC,773903109,7900,2174712,SOLE
ROCKWELL AUTOMATION INC,773903109,147000,40466160,DFND
ROLLINS INC,775711104,62475,3048155,SOLE
ROLLINS INC,775711104,1376800,67174074,DFND
RTX CORPORATION,75513E101,54600,5481294,SOLE
RTX CORPORATION,75513E101,169400,17006066,DFND
S&P GLOBAL INC,78409V104,1000,446000,SOLE
S&P GLOBAL INC,78409V104,149690,66761740,DFND
SCHWAB CHARLES CORP,808513105,129000,9506010,SOLE
SCHWAB CHARLES CORP,808513105,1237766,91210977,DFND
SCOTTS MIRACLE-GRO CO,810186106,9000,585540,SOLE
SCOTTS MIRACLE-GRO CO,810186106,159000,10344540,DFND
SEI INVTS CO,784117103,59000,3816710,SOLE
SEI INVTS CO,784117103,114200,7387598,DFND
SHERWIN WILLIAMS CO,824348106,94172,28103749,DFND
SHOPIFY INC,82509L107,102750,6786638,DFND
SOLVENTUM CORP,83444M101,20250,1070820,SOLE
SOLVENTUM CORP,83444M101,53187,2812529,DFND
SONY GROUP CORP,835699307,67000,5691650,DFND
SPOTIFY TECHNOLOGY S A,L8681T102,25900,8127161,DFND
STARBUCKS CORP,855244109,40500,3152925,SOLE
STARBUCKS CORP,855244109,527818,41090631,DFND
TARGET CORP,87612E106,7500,1110300,SOLE
TARGET CORP,87612E106,125500,18579020,DFND
TEXAS INSTRS INC,882508104,1,195,SOLE
TEXAS INSTRS INC,882508104,723999,140839526,DFND
THERMO FISHER SCIENTIFIC INC,883556102,29400,16258200,DFND
TRANSUNION,89400J107,3000,222480,SOLE
TRANSUNION,89400J107,98050,7271388,DFND
TYSON FOODS INC,902494103,10000,571400,SOLE
TYSON FOODS INC,902494103,775500,44312070,DFND
UBER TECHNOLOGIES INC,90353T100,71000,5160280,DFND
UL SOLUTIONS INC,903731107,36000,1518840,DFND
UNION PAC CORP,907818108,11100,2511486,SOLE
UNION PAC CORP,907818108,74678,16896644,DFND
UNITED RENTALS INC,911363109,22000,14228060,DFND
UNITEDHEALTH GROUP INC,91324P102,20814,10599738,DFND
VERISK ANALYTICS INC,92345Y106,2500,673875,SOLE
VERISK ANALYTICS INC,92345Y106,131200,35364960,DFND
VISA INC,92826C839,76150,19987091,SOLE
VISA INC,92826C839,923135,242295243,DFND
WATSCO INC,942622200,41600,19270784,SOLE
WATSCO INC,942622200,529650,245355066,DFND
WELLS FARGO CO NEW,949746101,32000,1900480,SOLE
WELLS FARGO CO NEW,949746101,172450,10241806,DFND
WHIRLPOOL CORP,963320106,5230,534506,SOLE
WHIRLPOOL CORP,963320106,276819,28290902,DFND
WILLIS TOWERS WATSON PLC LTD,G96629103,8627,2261481,DFND
YUM BRANDS INC,988498101,86502,11458055,DFND
