Company,CUSIP,Shares,Value,Discretion,PutCall
APPLIED DIGITAL CORP,038169207,6064155,139111716,SOLE,
BITDEER TECHNOLOGIES GROUP,G11448100,929600,15886864,SOLE,
BLOOM ENERGY CORP,093712AH0,3048002,43890344,SOLE,
BLOOM ENERGY CORP,093712AH0,145800,12330306,SOLE,Call
BROADCOM INC,11135F101,230000,75879300,SOLE,Put
CIPHER MINING INC,17253JAA4,5740493,72272807,SOLE,
COHERENT CORP,19247G107,154400,16631968,SOLE,
CORE SCIENTIFIC INC NEW,21874A106,20180534,362038780,SOLE,
COREWEAVE INC,21873S108,1400000,191590000,SOLE,Put
COREWEAVE INC,21873S108,2314500,316739325,SOLE,Call
COREWEAVE INC,21873S108,4115456,563200154,SOLE,
EQT CORP,26884L109,1217386,66262320,SOLE,
GALAXY DIGITAL INC.,36317J209,2737500,92554875,SOLE,
HUT 8 CORP,44812J104,599000,20851190,SOLE,
IREN LIMITED,Q4982L109,7220421,338854358,SOLE,
INTEL CORP,458140100,20237400,678964770,SOLE,Call
LUMENTUM HLDGS INC,55024UAD1,417600,67947696,SOLE,
MICRON TECHNOLOGY INC,595112103,300000,50196000,SOLE,Put
NVIDIA CORPORATION,67066G104,1600000,298528000,SOLE,Put
RIOT PLATFORMS INC,767292105,3592699,68369062,SOLE,
SANDISK CORP,80004C200,115000,12903000,SOLE,
SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,48567,11464726,SOLE,
SOLARIS ENERGY INFRAS INC,83418M103,1150300,45977491,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,270000,75408300,SOLE,Put
TOWER SEMICONDUCTOR LTD,M87915274,470600,34024380,SOLE,
VANECK ETF TRUST,92189F106,600000,195816000,SOLE,Put
VISTRA CORP,92840M102,1287910,252327327,SOLE,
WESTERN DIGITAL CORP,958102AT2,152821,18347689,SOLE,
