Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,2067195,376539569,SOLE,
ASBURY AUTOMOTIVE GROUP INC,043436104,2108540,480473010,SOLE,
CAMPING WORLD HLDGS INC,13462K109,5108808,91243311,SOLE,
CANTALOUPE INC,138103106,7180000,47388000,SOLE,
COUPANG INC,22266T109,13017964,272726346,SOLE,
ENERGY TRANSFER L P,29273V100,17834322,289272703,SOLE,
LITHIA MTRS INC,536797103,2391188,603655411,SOLE,
LOAR HOLDINGS INC,53947R105,38434378,2052780129,SOLE,
META PLATFORMS INC,30303M102,620547,312892208,SOLE,
NUVATION BIO INC,67080N101,3811513,11129618,SOLE,
TEMPUR SEALY INTL INC,88023U101,3600000,170424000,SOLE,
U HAUL HOLDING COMPANY,023586100,75005,4630059,SOLE,
U HAUL HOLDING COMPANY,023586506,3545220,212784104,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,720779,188945007,SOLE,
