Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,360000,199994400,SOLE,
ADVANCED MICRO DEVICES INC,007903107,1370000,222227700,SOLE,
ALIBABA GROUP HLDG LTD,01609W102,10500000,756000000,SOLE,
ALPHABET INC,02079K107,1925000,353083500,SOLE,
AMAZON COM INC,023135106,3475000,671543750,SOLE,
ANTERO RESOURCES CORP,03674X106,1850000,60365500,SOLE,
ASML HOLDING N V,N07059210,87500,89488875,SOLE,
BAIDU INC,056752108,1665000,143989200,SOLE,
BOEING CO,097023105,210000,38222100,SOLE,
CAESARS ENTERTAINMENT INC NE,12769G100,2200000,87428000,SOLE,
CHESAPEAKE ENERGY CORP,165167172,250000,17885000,SOLE,
CHESAPEAKE ENERGY CORP,165167180,150000,9297000,SOLE,
CHESAPEAKE ENERGY CORP,165167735,188000,15451720,SOLE,
ENERGY TRANSFER L P,29273V100,7704428,124965822,SOLE,
EQT CORP,26884L109,1905000,70446900,SOLE,
FEDEX CORP,31428X106,550000,164912000,SOLE,
INTEL CORP,458140100,2780000,86096600,SOLE,
ISHARES TR,464287184,6940000,180370600,SOLE,
JD.COM INC,47215P106,4310600,111385904,SOLE,
KE HLDGS INC,482497104,2085000,29502750,SOLE,
KRANESHARES TRUST,500767306,4490000,121319800,SOLE,
LAM RESEARCH CORP,512807108,109000,116068650,SOLE,
LYFT INC,55087P104,7961257,112253724,SOLE,
MACYS INC,55616P104,1265000,24288000,SOLE,
META PLATFORMS INC,30303M102,935000,471445700,SOLE,
MICRON TECHNOLOGY INC,595112103,1175000,154547750,SOLE,
MICROSOFT CORP,594918104,1181356,528007064,SOLE,
MPLX LP,55336V100,611500,26043785,SOLE,
NVIDIA CORPORATION,67066G104,690000,85242600,SOLE,
ORACLE CORP,68389X105,2000000,282400000,SOLE,
PDD HOLDINGS INC,722304102,1940000,257923000,SOLE,
QUALCOMM INC,747525103,840000,167311200,SOLE,
SOUTHWESTERN ENERGY CO,845467109,4440000,29881200,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,460000,79952600,SOLE,
UBER TECHNOLOGIES INC,90353T100,1500000,109020000,SOLE,
UNITED PARCEL SERVICE INC,911312106,605000,82794250,SOLE,
UNITEDHEALTH GROUP INC,91324P102,185000,94213100,SOLE,
