Company,CUSIP,Shares,Value,Discretion,PutCall
AMERICAN INTL GROUP,026874784,2349,204000,SOLE,
ANTERO MIDSTREAM,03676B102,18856,339000,SOLE,
ANTERO RESOURCES,03674X106,24906,1007000,SOLE,
APPLE INC,037833100,2792,620000,SOLE,
ASSURED GUARANTY,G0585R106,185631,16354573,SOLE,
BANK OF AMERICA,060505104,17275,721344,SOLE,
BAYER AG SPONS ADR,072730302,6573693,39573638,SOLE,
BLACKSTONE INC,09260D107,1500,210000,SOLE,
BP PLC,055622104,1149967,38857723,SOLE,
BRISTOL MYERS SQUIBB,110122108,597428,36437105,SOLE,
CAPITAL ONE FINL,14040H105,1971,353000,SOLE,
CHEVRON CORP,166764100,2053,343000,SOLE,
CIGNA GROUP,125523100,841,276689,SOLE,
CITIGROUP,172967424,876803,62243859,SOLE,
CSX,126408103,48731,1434000,SOLE,
DEUTSCHE BANK,D18190898,10000,238000,SOLE,
DISNEY,254687106,348175,34364847,SOLE,
EXXON MOBIL,30231G102,13818,1643000,SOLE,
FAIRFAX FINANCIAL,303901102,1018,1471000,SOLE,
FIRST NATL BK OF ALASKA,32112J106,6290,1473000,SOLE,
FLAGSTAR FINL INC,649445400,4216986,49001332,SOLE,
GARRETT MOTION,366505105,12318,103000,SOLE,
GENIE ENERGY,372284208,202608,3048868,SOLE,
GSK PLC,37733W105,822227,31852636,SOLE,
HALEON,405552100,184309,1896489,SOLE,
HOLOGIC,436440101,19757,1220644,SOLE,
IBM,459200101,1508,374816,SOLE,
IDT CORP CL B,448947507,365536,18756060,SOLE,
IDW MEDIA,44951N106,36419,11306,SOLE,
JP MORGAN CHASE,44625H100,2865,703000,SOLE,
LIFEWAY FOODS,531914109,10000,244000,SOLE,
MERCK,58933Y105,492275,44187086,SOLE,
MICROSOFT,594918104,1839,690620,SOLE,
NAM TAI PROPERTY INC F,G63907102,36040,204000,SOLE,
NAVIENT,63938C108,20600,260178,SOLE,
NOVARTIS ADR,66987V109,21909,2442776,SOLE,
ORGANON,68622V106,2493384,37126423,SOLE,
PNC BANK,693475105,1497,263000,SOLE,
PFIZER,717081103,735189,18630009,SOLE,
PATTERSON ENERGY,703481101,1937260,15924569,SOLE,
PEPSICO,713448108,1800,270000,SOLE,
PEYTO EXP & DEV,717046106,19807,251000,SOLE,
PROCTOR & GAMBLE,742718109,1700,290000,SOLE,
PUBLIC SERVICE ENTERPRISE,744573106,4374,360000,SOLE,
RAFAEL HOLDING,75062E106,162292,303234,SOLE,
SEABOARD CORP,811543107,8825,23801704,SOLE,
SEI INVESTMENTS,784117103,6596,512000,SOLE,
TOURMANLINE OIL CORP,89156V106,17209,830000,SOLE,
TRINITY PLACE HOLDINGS,89656D101,591466,28967,SOLE,
VERIZON,92343V104,7863,357000,SOLE,
VIEWRAY,92672L107,353744,0,SOLE,
WEYCO GROUP INC,962149100,7197,219000,SOLE,
WINDROCK LD CO,97349V107,569,259000,SOLE,
WEBSTER FINL,947890109,32254,1663000,SOLE,
ZEDGE INC.,98923T104,85621,199941,SOLE,
