Company,CUSIP,Shares,Value,Discretion,PutCall
58.com Inc ADR,31680q104,5012316,238887,SOLE,
Affiliated Managers Group Inc,008252108,16646,2409,SOLE,
Align Technology Inc.,016255101,48123,4512,SOLE,
Allergan PLC,g0177j108,3075,708,SOLE,
Alphabet Inc Cl A,02079K305,339408,272904,SOLE,
Alphabet Inc. Cl C,02079K107,439163,341357,SOLE,
American Electric Power,025537101,14390,924,SOLE,
American Express,025816109,771298,49394,SOLE,
Arch Capital Group Ltd,g0450a105,9488,752,SOLE,
AT&T Inc,00206r102,81830,3323,SOLE,
Athenahealth Inc.,04685w103,300095,37848,SOLE,
Autohome Inc ADR,05278c107,50167,1217,SOLE,
Automatic Data Processing,053015103,4096,361,SOLE,
Baidu Com Inc Sponsored ADR,056752108,2645388,481646,SOLE,
Berkshire Hathaway - Cl A,084670108,5978,1292563,SOLE,
Berkshire Hathaway - Cl B,084670702,4406265,636573,SOLE,
Brown & Brown Inc.,115236101,9322,352,SOLE,
Builders Firstsource Inc.,12008R107,4007377,46125,SOLE,
Cabelas Inc. Cl A,126804301,51792,2845,SOLE,
Cable One Inc.,12685J105,3228,1885,SOLE,
Canadian Natural Resources,136385101,6473,207,SOLE,
"Carmax, Inc.",143130102,6033117,321867,SOLE,
Caterpillar,149123101,8119,721,SOLE,
Charter Communications Inc Del,16119p108,16221,4379,SOLE,
Chipotle Mexican Grill Inc,169656105,572928,242635,SOLE,
Coca Cola Co.,191216100,72732,3078,SOLE,
Comcast Corp. Cl A,20030n101,7344,487,SOLE,
Costco Wholesale Corp,22160k105,504944,77009,SOLE,
Cresud SACIFYA Spon ADR Repstg,226406106,612147,10933,SOLE,
CVS Corp.,126650100,13801,1228,SOLE,
Danaher Corp.,235851102,1821908,142819,SOLE,
Dentsply Sirona Inc.,24906P109,8163402,485151,SOLE,
Edison International,281020107,42900,3100,SOLE,
Emcor Group Inc,29084q100,1472341,87781,SOLE,
Expeditors Int'l of Wash. Inc.,302130109,12661,652,SOLE,
Exxon Mobil Corp,30231g103,47842,4176,SOLE,
Fang Holdings LTD ADR,30711y102,1008260,4527,SOLE,
Fastenal Co,311900104,11455058,478592,SOLE,
Federal Home Loan Mortgage Cor,313400301,1500000,2355,SOLE,
Federal National Mortgage Assn,313586109,1651820,2792,SOLE,
Fortive Corp.,34959J108,758753,38621,SOLE,
Goldman Sachs Group Inc,38141g104,742870,119803,SOLE,
Graham Holdings Co.,384637104,3228,1554,SOLE,
HDFC Bank Ltd ADR Repstg 3 Shs,40415f101,15592,1121,SOLE,
Home Depot,437076102,20500,2638,SOLE,
IAC Interactivecorp,44919P508,1205190,75288,SOLE,
IBM,459200101,14394,2286,SOLE,
Idexx Laboratories Corp.,45168D104,106944,12056,SOLE,
Ingredion Inc.,457187102,1800,240,SOLE,
Interactive Brokers Group Inc,45841n107,1001923,35338,SOLE,
Irsa Inversiones y Represen SA,450047204,239793,4554,SOLE,
Jacobs Engineering Group Inc,469814107,5177628,267787,SOLE,
JD.com,47215P106,3758130,98050,SOLE,
Johnson & Johnson,478160104,5713,675,SOLE,
JP Morgan Chase & Co.,46625h100,1009625,67231,SOLE,
Lennox International Inc.,526107107,10840,1702,SOLE,
Liberty Global PLC Shrs CL A,g5480u104,256598,8771,SOLE,
LKQ Corp.,501889208,180000,6383,SOLE,
Lockheed Martin Corp.,539830109,2133,511,SOLE,
Makemytrip Ltd,v5633w109,2813802,66406,SOLE,
Mastercard Inc,57636q104,5233499,532613,SOLE,
Match Group Inc.,57665r106,701000,12471,SOLE,
McDonalds,580135101,13885,1602,SOLE,
Medtronic PLC,G5960L103,3000,259,SOLE,
Microsoft,594918104,16576,955,SOLE,
Mohawk Industries,608190104,2465720,493982,SOLE,
Monsanto Co,61166w101,4957,507,SOLE,
Novo Nordisk A/S ADR,670100205,94165,3916,SOLE,
O Reilly Automotive Inc,67103h107,1853524,519191,SOLE,
Och Ziff Capital Management Gr,67551U105,781620,3392,SOLE,
Omnicom Group,681919106,2249451,191203,SOLE,
PepsiCo,713448108,41986,4567,SOLE,
Perrigo Co PLC,G97822103,1479353,136589,SOLE,
Praxair,74005P104,1539083,185967,SOLE,
Primerica Inc,74164M108,4017602,213053,SOLE,
Procter & Gamble,742718109,88456,7939,SOLE,
Progressive Corp.  Ohio,743315103,26819,845,SOLE,
Ryanair Holdings PLC ADR,783513104,5421,407,SOLE,
Schlumberger Ltd,806857108,33644,2646,SOLE,
Schwab Charles Corp,808513105,8838730,279039,SOLE,
Signet Jewelers Limited,G81276100,3046,227,SOLE,
Third Point Reinsurance LTD,g8827u100,3029190,36350,SOLE,
Tiffany & Co,886547108,2162128,157035,SOLE,
Time Warner Inc,887317303,133808,10652,SOLE,
TJX Cos - New,872540109,11116041,831258,SOLE,
Trimble Navigation Ltd.,896239100,20505,586,SOLE,
U.S. Bancorp New - Del.,902973304,18155,779,SOLE,
Union Pacific,907818108,60800,5930,SOLE,
Valeant Pharmaceuticals Intern,91911k102,275963,6775,SOLE,
Verisk Analytics Class A,92345Y106,55216,4488,SOLE,
Visa Inc Class A,92826C839,2189078,181037,SOLE,
Wal-Mart Stores,931142103,895823,64607,SOLE,
Waters Corp,941848103,1777909,281781,SOLE,
Wayfair Inc Cl A,94419L101,255788,10070,SOLE,
Wells Fargo & Co. New,949746101,5464817,241982,SOLE,
West Pharmaceutical Svcs Inc C,955306105,424467,31623,SOLE,
Woodward Inc,980745103,10401,650,SOLE,
Yandex NV Shs,n97284108,2703355,56906,SOLE,
Fairfax India Holdings Corp Su,303897102,35500,389,SOLE,
JP Morgan Chase & Co Exp 10/28,46634e114,1400000,34482,SOLE,
