Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HLDG LTD,01609W102,100114,14674735,SOLE,
ALPHABET INC,02079K305,581637,182052491,SOLE,
AMAZON COM INC,023135106,562559,129849857,SOLE,
APA CORPORATION,03743Q108,50000,1223000,SOLE,
BIOGEN INC,09062X103,576352,101432302,SOLE,
CHIME FINL INC,16935C109,2035112,51223769,SOLE,
CITIGROUP INC,172967424,1291794,150739474,SOLE,
CLEAR SECURE INC,18467V109,125000,4385000,SOLE,
COINBASE GLOBAL INC,19260Q107,178923,40461676,SOLE,
CROCS INC,227046109,758797,64892321,SOLE,
CVS HEALTH CORP,126650100,1231416,97725148,SOLE,
DAVE & BUSTERS ENTMT INC,238337109,1663341,26962752,SOLE,
DELTA AIR LINES INC DEL,247361702,680405,47220136,SOLE,
ENERGY TRANSFER L P,29273V100,5272875,86949703,SOLE,
EXPEDIA GROUP INC,30212P303,176282,49942414,SOLE,
FIDELITY WISE ORIGIN BITCOIN,315948109,781695,59588645,SOLE,
FISERV INC,337738108,259161,17407856,SOLE,
GENERAL MTRS CO,37045V100,771647,62750362,SOLE,
IAC INC,44891N208,2374050,92825369,SOLE,
ILLUMINA INC,452327109,575768,75517696,SOLE,
JD.COM INC,47215P106,840985,24136256,SOLE,
JPMORGAN CHASE & CO.,46625H100,29379,9466543,SOLE,
LENNAR CORP,526057302,12500,1189000,SOLE,
MATTEL INC,577081102,2794343,55439760,SOLE,
META PLATFORMS INC,30303M102,143094,94454773,SOLE,
NOBLE CORP PLC,G65431127,1281155,36179831,SOLE,
NORWEGIAN CRUISE LINE HLDG L,G66721104,5308128,118477419,SOLE,
NVIDIA CORPORATION,67066G104,638814,119138794,SOLE,
ONEMAIN HLDGS INC,68268W103,824942,55724826,SOLE,
PELOTON INTERACTIVE INC,70614W100,1880356,11582993,SOLE,
PRECIGEN INC,74017N105,18673466,78055089,SOLE,
QXO INC,82846H405,6468854,124784186,SOLE,
ROYALTY PHARMA PLC,G7709Q104,3333675,128813194,SOLE,
SEADRILL LTD,G7997W102,2053797,71061362,SOLE,
SOFI TECHNOLOGIES INC,83406F102,1198484,31376323,SOLE,
SPDR S&P 500 ETF TR,78462F103,1075,733166,SOLE,
TEMPUS AI INC,88023B103,382128,22564674,SOLE,
UBS GROUP AG,H42097107,1187326,54985061,SOLE,
UNITED AIRLS HLDGS INC,910047109,654121,73143776,SOLE,
UNITEDHEALTH GROUP INC,91324P102,368293,121577103,SOLE,
