Company,CUSIP,Shares,Value,Discretion
ALPHABET INC,02079K305,1210591,182714500,SOLE
ALPHABET INC,02079K107,16927056,2577313547,SOLE
CANADIAN NATL RY CO,136375102,39488385,5201441009,SOLE
CANADIAN PACIFIC KANSAS CITY,13646K108,54913285,4842877121,SOLE
GENERAL ELECTRIC CO,369604301,46809215,8216421509,SOLE
MICROSOFT CORP,594918104,10531890,4430976761,SOLE
MOODYS CORP,615369105,12198911,4794537990,SOLE
S&P GLOBAL INC,78409V104,9032611,3842924350,SOLE
THERMO FISHER SCIENTIFIC INC,883556102,1517639,882066963,SOLE
VISA INC,92826C839,16797187,4687758948,SOLE
