Company,CUSIP,Shares,Value,Discretion
Unilever PLC ADR,904767704,250411,14911975,SOLE
"A-Mark Precious Metals, Inc.",00181T107,9000,228330,SOLE
Alphabet Inc.,02079K107,1404452,219417536,SOLE
Altria Group Inc.,02209S103,4900,294098,SOLE
America's CAR MART Inc,03062T105,13000,590070,SOLE
Amplify Energy Corp,03212B103,190000,710600,SOLE
Aon PLC,G0403H108,11670,4657380,SOLE
Armstrong World Industries,04247X102,870289,122606314,SOLE
BNY Mellon Corp.,064058100,573868,48130309,SOLE
Berkshire Hathaway A,084670108,14,11178182,SOLE
Berkshire Hathaway B,084670702,376791,200671351,SOLE
Booking Hldgs Inc. Com,09857L108,1142,5261091,SOLE
Canadian Natural Resources Ltd,136385101,27266207,839799176,SOLE
Cato Corp,149205106,105445,351132,SOLE
Charles Schwab Corp,808513105,4709043,368623886,SOLE
Cisco Systems Inc.,17275R102,442914,27332223,SOLE
Clorox Company,189054109,32950,4851887,SOLE
Coca-Cola Co.,191216100,2239624,160401871,SOLE
Cognizant Technology Solutions,192446102,3495625,267415312,SOLE
Colgate-Palmolive,194162103,802400,75184880,SOLE
Comcast Cl A,20030N101,1243500,45885150,SOLE
ConocoPhillips,20825C104,1686239,177088820,SOLE
Darling Ingredients Inc.,237266101,1582461,49436082,SOLE
Devon Energy Corp,25179M103,646344,24173266,SOLE
Diamondback Energy Inc,25278X109,1051928,168182249,SOLE
EOG Resources Inc,26875P101,1325841,170025850,SOLE
Ebay Inc.,278642103,2157368,146118535,SOLE
"Elevance Health, Inc.",036752103,342468,148959881,SOLE
Embecta Corp,29082K105,2357317,30055792,SOLE
Exxon Mobil Corp.,30231G102,16400,1950452,SOLE
Fox Corp A,35137L105,1747654,98917235,SOLE
Fox Corp B,35137L204,6568340,346217201,SOLE
Goldman Sachs Grp,38141G104,8873,4847231,SOLE
Graftech International LTD,384313508,10698696,9354940,SOLE
Hershey Co.,427866108,26470,4527164,SOLE
Ingredion Inc,457187102,1597135,215948623,SOLE
Johnson & Johnson,478160104,1372459,227608624,SOLE
Kenvue Inc,49177J102,8270488,198326302,SOLE
L3Harris Technologies,502431109,550506,115226411,SOLE
Legacy Housing Corporation,52472M101,51000,1286220,SOLE
Lockheed Martin Corp.,539830109,241572,107912628,SOLE
MSCI Inc.,55354G100,7110,4020705,SOLE
Masco Corporation,574599106,266686,18545344,SOLE
Mastercard Inc.,57636Q104,11130,6100576,SOLE
Microsoft Corp.,594918104,1203480,451774357,SOLE
Moody's Corp.,615369105,7670,3571842,SOLE
News Corp CL B,65249B208,8140,247212,SOLE
News Corp Cl A,65249B109,8528584,232148056,SOLE
Northern Trust Corp.,665859104,9500,937175,SOLE
Northrop Grumman Corp,666807102,234193,119909158,SOLE
Olin Corp,680665205,4020243,97450690,SOLE
Oracle Corporation,68389X105,111166,15542118,SOLE
"PepsiCo, Inc.",713448108,2113106,316839114,SOLE
Philip Morris Intl,718172109,7301,1158888,SOLE
Procter & Gamble,742718109,2117468,360858897,SOLE
"Reading International, Inc.",755408101,385000,535150,SOLE
"Reliance, Inc.",759509102,763184,220369380,SOLE
Spdr S&P 500 ETF,78462F103,4202,2350557,SOLE
State Street Corp,857477103,1237452,110789078,SOLE
Sysco Corporation,871829107,1351919,101448002,SOLE
Talen Energy Corp,87422Q109,444900,88833183,SOLE
Teledyne Technologies Inc Com,879360105,4500,2239695,SOLE
Tyson Foods Inc,902494103,2628427,167719927,SOLE
U-Haul Holding Company,023586100,335478,21926842,SOLE
U-Haul Holding Company Class B,023586506,5994800,354772264,SOLE
VISA Inc.,92826C839,732,256537,SOLE
Verizon Commun.,92343V104,52000,2358720,SOLE
Walt Disney Company,254687106,1477267,145806283,SOLE
Warner Bros Discovery Inc,934423104,7647415,82056763,SOLE
Wells Fargo & Co,949746101,159323,11437798,SOLE
