Company,CUSIP,Shares,Value,Discretion,PutCall
ALLEGIANT TRAVEL CO,01748X102,34186,1882281,SOLE,
ALPHABET INC,02079K107,1815951,303608848,SOLE,
ALPHABET INC,02079K305,2818369,467426499,SOLE,
AMAZON COM INC,023135106,1636649,304956808,SOLE,
ANALOG DEVICES INC,032654105,2103118,484074670,SOLE,
BIO RAD LABS INC,090572207,157877,52822487,SOLE,
BROADCOM INC,11135F101,642120,110765700,SOLE,
CARMAX INC,143130102,2383575,184441034,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,610632,197893619,SOLE,
CITIGROUP INC,172967424,6842216,428322722,SOLE,
COLLIERS INTL GROUP INC,194693107,16800,2550408,SOLE,
COMCAST CORP NEW,20030N101,10805634,451351332,SOLE,
DELL TECHNOLOGIES INC,24703L202,432226,51236070,SOLE,
DOUGLAS EMMETT INC,25960P109,5497413,96589546,SOLE,
EASTERN BANKSHARES INC,27627N105,121689,1994483,SOLE,
ECHOSTAR CORP,278768106,1051512,26098528,SOLE,
META PLATFORMS INC,30303M102,911003,521494557,SOLE,
FERGUSON ENTERPRISES INC,31488V107,1098557,218140464,SOLE,
FORTUNE BRANDS INNOVATIONS I,34964C106,245641,21992239,SOLE,
GULFPORT ENERGY OPERATING CO,402635502,382614,57908629,SOLE,
HOWMET AEROSPACE INC,443201108,1019458,102200665,SOLE,
IAC INC,44891N208,48346,2601982,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,4006782,420431635,SOLE,
ISHARES TR,46436E718,41241,4153794,SOLE,
JEFFERIES FINL GROUP INC,47233W109,3914280,240923934,SOLE,
KINDER MORGAN INC DEL,49456B101,8189754,180911666,SOLE,
LPL FINL HLDGS INC,50212V100,458362,106628752,SOLE,
LAUREATE EDUCATION INC,518613203,819095,13605168,SOLE,
MARRIOTT INTL INC NEW,571903202,612502,152267997,SOLE,
NCR VOYIX CORPORATION,62886E108,3464814,47017526,SOLE,
NCR ATLEOS CORPORATION,63001N106,2290155,65338122,SOLE,
NETFLIX INC,64110L106,48077,34099574,SOLE,
PG&E CORP,69331C108,1146333,22663003,SOLE,
PAR PAC HOLDINGS INC,69888T207,71812,1263891,SOLE,
PIONEER BANCORP INC MD,723561106,166974,1831705,SOLE,
PONCE FINANCIAL GROUP INC,732344106,181562,2122460,SOLE,
QUANEX BLDG PRODS CORP,747619104,142500,3954388,SOLE,
RESERVOIR MEDIA INC,76119X105,13196,107020,SOLE,
RUSH ENTERPRISES INC,781846209,183942,9717656,SOLE,
SOTERA HEALTH CO,83601L102,45480,759516,SOLE,
STAGWELL INC,85256A109,1072711,7530431,SOLE,
TIDEWATER INC NEW,88642R109,94961,6817250,SOLE,
UBER TECHNOLOGIES INC,90353T100,1433144,107715103,SOLE,
UPWORK INC,91688F104,104881,1096006,SOLE,
UPWORK INC,91688FAB0,8900000,8118490,SOLE,
VAIL RESORTS INC,91879Q109,464801,81010166,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,13282,1589855,SOLE,
VORNADO RLTY TR,929042109,1926795,75915723,SOLE,
WABTEC,929740108,592009,107609476,SOLE,
WAYFAIR INC,94419LAF8,4976000,4638053,SOLE,
WAYFAIR INC,94419LAM3,104978000,99864983,SOLE,
WELLS FARGO CO NEW,949746101,5272546,297846124,SOLE,
ZILLOW GROUP INC,98954MAG6,14421000,21213291,SOLE,
ZILLOW GROUP INC,98954MAH4,1990000,2216055,SOLE,
AON PLC,G0403H108,733988,253952508,SOLE,
ENSTAR GROUP LIMITED,G3075P101,6901,2219293,SOLE,
HERBALIFE LTD,G4412G101,1827115,13136957,SOLE,
ICON PLC,G4705A100,353656,101608905,SOLE,
METALS ACQUISITION LIMITED,G60409110,66447,920291,SOLE,
TE CONNECTIVITY PLC,G87052109,2738006,413411526,SOLE,
ORION S.A.,L72967109,318477,5672075,SOLE,
NXP SEMICONDUCTORS N V,N6596X109,778506,186849225,SOLE,
