Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,10240,4553523,SOLE,
AIR PRODS & CHEMS INC,009158106,927,268867,SOLE,
ALPHABET INC,02079K107,1714,326414,SOLE,
ALPHABET INC,02079K305,36104,6834487,SOLE,
AMAZON COM INC,023135106,48661,10675737,SOLE,
ANHEUSER BUSCH INBEV SA/NV,03524A108,120423,6029580,SOLE,
ASML HOLDING N V,N07059210,12718,8814591,SOLE,
AT&T INC,00206R102,450176,10250511,SOLE,
BAXTER INTL INC,071813109,204071,5950710,SOLE,
BECTON DICKINSON & CO,075887109,24704,5604596,SOLE,
BIOGEN INC,09062X103,43066,6585653,SOLE,
BLACKROCK INC,09290D101,331,339311,SOLE,
BOEING CO,097023105,57098,10106346,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,114671,6485792,SOLE,
BROWN FORMAN CORP,115637209,146173,5551651,SOLE,
CARMAX INC,143130102,113869,9309929,SOLE,
COMCAST CORP NEW,20030N101,148923,5589080,SOLE,
CONAGRA BRANDS INC,205887102,191415,5311766,SOLE,
CONSTELLATION BRANDS INC,21036P108,1271,280891,SOLE,
CVS HEALTH CORP,126650100,119636,5370460,SOLE,
DIAGEO PLC,25243Q205,51395,6533846,SOLE,
DISNEY WALT CO,254687106,68065,7579038,SOLE,
DUPONT DE NEMOURS INC,26614N102,111900,8532375,SOLE,
EQUIFAX INC,294429105,11413,2908603,SOLE,
EXXON MOBIL CORP,30231G102,2672,287427,SOLE,
GE AEROSPACE,369604301,1648,274870,SOLE,
GSK PLC,37733W204,231151,7817527,SOLE,
HOME DEPOT INC,437076102,670,260623,SOLE,
INTEL CORP,458140100,183000,3669150,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,98540,8331557,SOLE,
INVESCO EXCHANGE TRADED FD T,46137V357,8778,1538169,SOLE,
ISHARES TR,464287200,772,454461,SOLE,
ISHARES TR,464287465,26284,1987368,SOLE,
ISHARES TR,464287499,2426,214446,SOLE,
KRAFT HEINZ CO,500754106,247316,7595074,SOLE,
LAUDER ESTEE COS INC,518439104,104638,7845757,SOLE,
MICROCHIP TECHNOLOGY INC.,595017104,4865,279008,SOLE,
MICROSOFT CORP,594918104,21487,9056771,SOLE,
NIKE INC,654106103,113255,8570006,SOLE,
NUCOR CORP,670346105,42140,4918159,SOLE,
PFIZER INC,717081103,319969,8488778,SOLE,
PRICE T ROWE GROUP INC,74144T108,52391,5924898,SOLE,
RTX CORPORATION,75513E101,2604,301335,SOLE,
SALESFORCE INC,79466L302,21157,7073420,SOLE,
SPDR S&P 500 ETF TR,78462F103,6236,3654795,SOLE,
SPDR SER TR,78464A854,7938,547246,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1658,327438,SOLE,
THE CAMPBELLS COMPANY,134429109,141340,5919319,SOLE,
UNITEDHEALTH GROUP INC,91324P102,529,267600,SOLE,
US BANCORP DEL,902973304,118317,5659102,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,140965,5637190,SOLE,
WARNER BROS DISCOVERY INC,934423104,922574,9751607,SOLE,
WESTERN UN CO,959802109,450149,4771579,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,78939,8338327,SOLE,
