Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,1460992,244263251,SOLE,
ALPHABET INC,02079K305,2667043,442329082,SOLE,
AMENTUM HOLDINGS INC,023939101,2530489,81608270,SOLE,
AMERICAN EXPRESS CO,025816109,932,252758,SOLE,
ATAI LIFE SCIENCES NV,N0731H103,42112,48850,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,434304,199892759,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,134,92618120,SOLE,
BUILDERS FIRSTSOURCE INC,12008R107,4700,911142,SOLE,
CAPITAL ONE FINL CORP,14040H105,2771238,414937466,SOLE,
CARMAX INC,143130102,1825488,141256261,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,455023,147463854,SOLE,
CREDIT ACCEP CORP MICH,225310101,681604,302236846,SOLE,
ELEVANCE HEALTH INC,036752103,1004533,522357160,SOLE,
EQUITABLE HLDGS INC,29452E101,40844,1716673,SOLE,
EXPEDITORS INTL WASH INC,302130109,34402,4520423,SOLE,
GROUP 1 AUTOMOTIVE INC,398905109,3386,1296973,SOLE,
INTERCONTINENTAL EXCHANGE IN,45866F104,5012488,805206072,SOLE,
ISHARES TR,464288703,6380,405005,SOLE,
JACOBS SOLUTIONS INC,46982L108,2530209,331204358,SOLE,
LIBERTY BROADBAND CORP,530307305,2514729,194363404,SOLE,
LIBERTY BROADBAND CORP,530307107,709767,54524301,SOLE,
LIBERTY MEDIA CORP DEL,531229755,6081334,470877692,SOLE,
LIBERTY MEDIA CORP DEL,531229771,790661,56555981,SOLE,
LITHIA MTRS INC,536797103,2728,866522,SOLE,
META PLATFORMS INC,30303M102,567157,324663353,SOLE,
MICRON TECHNOLOGY INC,595112103,2162,224221,SOLE,
MICROSOFT CORP,594918104,649,279265,SOLE,
NETFLIX INC,64110L106,606,429818,SOLE,
RIMINI STR INC DEL,76674Q107,38090,70467,SOLE,
S&P GLOBAL INC,78409V104,531,274325,SOLE,
SCHWAB CHARLES CORP,808513105,7450286,482853036,SOLE,
SENDAS DISTRIBUIDORA S A,81689T104,151270,1040738,SOLE,
SINCLAIR INC,829242106,17959,274773,SOLE,
STELLANTIS N.V,N82405106,51673,726006,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,2904689,504457339,SOLE,
UNITEDHEALTH GROUP INC,91324P102,966315,564985054,SOLE,
VANGUARD INDEX FDS,922908769,1065,301565,SOLE,
