Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,3790,672308,SOLE,
ALPHABET INC,02079K305,21858,3852035,SOLE,
AMAZON COM INC,023135106,1400,307146,SOLE,
ANTERO MIDSTREAM CORP,03676B102,1897776,35962855,SOLE,
AUTONATION INC,05329W102,1214510,241262411,SOLE,
BANK AMERICA CORP,060505104,26532,1255494,SOLE,
BUILDERS FIRSTSOURCE INC,12008R107,1827261,213223086,SOLE,
CAPITAL ONE FINL CORP,14040H105,1832991,389987165,SOLE,
COMCAST CORP NEW,20030N101,31094,1109745,SOLE,
D R HORTON INC,23331A109,1156272,149066586,SOLE,
ELEVANCE HEALTH INC,036752103,1109653,431610631,SOLE,
F&G ANNUITIES & LIFE INC,30190A104,5222765,167024025,SOLE,
FIDELITY NATIONAL FINANCIAL,31620R303,3487158,195490077,SOLE,
HCA HEALTHCARE INC,40412C101,3923,1502901,SOLE,
ICON PLC,G4705A100,5000,727250,SOLE,
JPMORGAN CHASE & CO.,46625H100,5643,1635962,SOLE,
LENNAR CORP,526057104,2157127,238599817,SOLE,
MARRIOTT INTL INC NEW,571903202,1194,326213,SOLE,
MASTERCARD INCORPORATED,57636Q104,422,237139,SOLE,
META PLATFORMS INC,30303M102,338,249474,SOLE,
MICROSOFT CORP,594918104,525,261140,SOLE,
MILLROSE PPTYS INC,601137102,7861690,224136782,SOLE,
MOODYS CORP,615369105,471,236249,SOLE,
MPLX LP,55336V100,4275033,220206950,SOLE,
ONEMAIN HLDGS INC,68268W103,7870085,448594845,SOLE,
PRIMERICA INC,74164M108,823992,225501891,SOLE,
PROGRESSIVE CORP,743315103,1746,465938,SOLE,
RYANAIR HOLDINGS PLC,783513203,5379089,310212063,SOLE,
S&P GLOBAL INC,78409V104,401,211443,SOLE,
SLM CORP,78442P106,10540905,345636275,SOLE,
TD SYNNEX CORPORATION,87162W100,3768551,511392371,SOLE,
TEXAS INSTRS INC,882508104,1010,209696,SOLE,
UNITEDHEALTH GROUP INC,91324P102,1499,467643,SOLE,
US BANCORP DEL,902973304,15000,678750,SOLE,
VISA INC,92826C839,618,219421,SOLE,
