Company,CUSIP,Shares,Value,Discretion,PutCall
23ANDME HOLDING CO,90138Q108,9150,19764,OTR,
23ANDME HOLDING CO,90138Q108,11180,24149,SOLE,
23ANDME HOLDING CO,90138Q108,3261,7044,OTR,
BILIBILI INC,090040AF3,1012000,745928,OTR,
BILIBILI INC,090040AF3,367000,270509,OTR,
BILIBILI INC,090040AF3,1121000,826270,SOLE,
BLACKSKY TECHNOLOGY INC,09263B116,14200,1917,OTR,
BLACKSKY TECHNOLOGY INC,09263B116,16900,2282,SOLE,
BLACKSKY TECHNOLOGY INC,09263B116,5100,689,OTR,
BRIGHTHOUSE FINL INC,10922N103,1223437,62725615,OTR,
BRIGHTHOUSE FINL INC,10922N103,1231155,63121317,SOLE,
BRIGHTHOUSE FINL INC,10922N103,559306,28675619,OTR,
BRIGHTHOUSE FINL INC,10922N103,181752,9318425,OTR,
CAPRI HOLDINGS LIMITED,G1890L107,380682,21820692,OTR,
CAPRI HOLDINGS LIMITED,G1890L107,423033,24248252,SOLE,
CAPRI HOLDINGS LIMITED,G1890L107,141585,8115652,OTR,
CIVITAS RESOURCES INC,17888H103,207820,12039013,SOLE,
CIVITAS RESOURCES INC,17888H103,66828,3871346,OTR,
CIVITAS RESOURCES INC,17888H103,186750,10818428,OTR,
CNX RES CORP,12653C108,730,12293,OTR,
CNX RES CORP,12653C108,105074,1769446,SOLE,
CNX RES CORP,12653C108,8525,143561,OTR,
CNX RES CORP,12653C108,101836,1714918,OTR,
CONCENTRIX CORP,20602D101,43286,5763964,SOLE,
CONCENTRIX CORP,20602D101,13645,1816968,OTR,
CONCENTRIX CORP,20602D101,39090,5205224,OTR,
CONSOL ENERGY INC NEW,20854L108,282926,18390190,OTR,
CONSOL ENERGY INC NEW,20854L108,723487,47026655,OTR,
CONSOL ENERGY INC NEW,20854L108,806138,52398970,SOLE,
COYA THERAPEUTICS INC,22407B108,153058,725204,OTR,
COYA THERAPEUTICS INC,22407B108,239386,1134235,SOLE,
DANIMER SCIENTIFIC INC,236272100,916682,1640861,OTR,
DANIMER SCIENTIFIC INC,236272100,33900,60681,OTR,
DANIMER SCIENTIFIC INC,236272100,312836,559976,OTR,
DANIMER SCIENTIFIC INC,236272100,986582,1765982,SOLE,
FINSERV ACQUISITION CORP II,31809Y202,42740,428682,OTR,
FINSERV ACQUISITION CORP II,31809Y202,122380,1227471,OTR,
FINSERV ACQUISITION CORP II,31809Y202,149880,1503296,SOLE,
FUNKO INC,361008105,234339,2556638,SOLE,
FUNKO INC,361008105,75400,822614,OTR,
FUNKO INC,361008105,211761,2310313,OTR,
GAIN THERAPEUTICS INC,36269B105,211796,662921,OTR,
GAIN THERAPEUTICS INC,36269B105,74000,231620,OTR,
GAIN THERAPEUTICS INC,36269B105,260764,816191,SOLE,
GALAPAGOS NV,36315X101,73883,3278928,SOLE,
GALAPAGOS NV,36315X101,20610,914672,OTR,
GALAPAGOS NV,36315X101,60865,2701189,OTR,
GLOBAL PMTS INC,37940X102,213110,21166085,SOLE,
GLOBAL PMTS INC,37940X102,191510,19020773,OTR,
GLOBAL PMTS INC,37940X102,68530,6806400,OTR,
GOPRO INC,38268T103,1269550,6322359,SOLE,
GOPRO INC,38268T103,1031430,5136521,OTR,
GOPRO INC,38268T103,364160,1813517,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,432140,9615115,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,480890,10699803,SOLE,
GRAPHIC PACKAGING HLDG CO,388689101,154640,3440740,OTR,
GREEN BRICK PARTNERS INC,392709101,5821293,141049929,OTR,
GREEN BRICK PARTNERS INC,392709101,8348478,202283622,SOLE,
GREEN BRICK PARTNERS INC,392709101,2740190,66394804,OTR,
GULFPORT ENERGY CORP,402635502,18200,1340248,OTR,
GULFPORT ENERGY CORP,402635502,56071,4129068,SOLE,
GULFPORT ENERGY CORP,402635502,51229,3772504,OTR,
ISHARES SILVER TR,46428Q109,616160,13567843,OTR,
ISHARES SILVER TR,46428Q109,218800,4817976,OTR,
ISHARES SILVER TR,46428Q109,689050,15172881,SOLE,
KATAPULT HOLDINGS INC,485859110,102880,7407,OTR,
KATAPULT HOLDINGS INC,485859110,123747,8910,SOLE,
KATAPULT HOLDINGS INC,485859110,35600,2563,OTR,
KYNDRYL HLDGS INC,50155Q100,3516605,39104648,OTR,
KYNDRYL HLDGS INC,50155Q100,1339892,14899599,OTR,
KYNDRYL HLDGS INC,50155Q100,127600,1418912,OTR,
KYNDRYL HLDGS INC,50155Q100,4022463,44729789,SOLE,
LIVANOVA PLC,G5509L101,123510,6859745,OTR,
LIVANOVA PLC,G5509L101,337024,18718313,OTR,
LIVANOVA PLC,G5509L101,377866,20986678,SOLE,
NEUBASE THERAPEUTICS INC,64132K102,1094631,208199,OTR,
NEUBASE THERAPEUTICS INC,64132K102,1271596,241858,SOLE,
NEUBASE THERAPEUTICS INC,64132K102,360800,68624,OTR,
NUVATION BIO INC,67080N101,34995,67190,OTR,
NUVATION BIO INC,67080N119,100000,14450,OTR,
PANACEA ACQUISITION CORP II,G6882C106,275000,2763750,OTR,
PAYSAFE LIMITED,G6964L115,39100,2244,OTR,
PAYSAFE LIMITED,G6964L115,135900,7801,SOLE,
PAYSAFE LIMITED,G6964L115,113000,6486,OTR,
POLESTAR AUTOMOTIVE HLDG UK,731105102,39100,43792,SOLE,
