Company,CUSIP,Shares,Value,Discretion,PutCall
BERKSHIRE HATHAWAY INC DEL,084670108,349,237641080,SOLE,
ISHARES TR,46436E718,581100,58295952,SOLE,
PDD HOLDINGS INC,722304102,130000,12608700,SOLE,
SMITH & WESSON BRANDS INC,831754106,648956,6557700,SOLE,
