Company,CUSIP,Shares,Value,Discretion,PutCall
Alibaba Group Holding Ltd,01609W102,19500,34852350,SOLE,
Bank of America Corp,060505104,2000000,103180000,SOLE,
US Bancorp,902973304,119500,5775435,SOLE,
Wells Fargo & Co,949746101,1413000,118437660,SOLE,
