Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,20258,5825390,SOLE,
ALPHABET INC,02079K107,3790,1087199,SOLE,
AMAZON COM INC,023135106,1400,291578,SOLE,
ANTERO MIDSTREAM CORP,03676B102,1839879,41949241,SOLE,
APOLLO GLOBAL MGMT INC,03769M106,4500,501390,SOLE,
APPLIED MATLS INC,038222105,961,328460,SOLE,
ARES MANAGEMENT CORPORATION,03990B101,5000,545500,SOLE,
AUTONATION INC,05329W102,1547728,302209369,SOLE,
BANK AMERICA CORP,060505104,14532,708435,SOLE,
BUILDERS FIRSTSOURCE INC,12008R107,2372292,195310800,SOLE,
CAPITAL ONE FINL CORP,14040H105,1004304,183215179,SOLE,
COMCAST CORP NEW,20030N101,31094,892709,SOLE,
D R HORTON INC,23331A109,693561,95170440,SOLE,
ELEVANCE HEALTH INC FORMERLY,036752103,1122308,328555667,SOLE,
ENERGY TRANSFER L P,29273V100,15000,289500,SOLE,
F&G ANNUITIES & LIFE INC,30190A104,5353141,135541530,SOLE,
FIDELITY NATL FINL INC,31620R303,3502213,162432639,SOLE,
FIRST AMERN FINL CORP,31847R102,5000,301450,SOLE,
HCA HEALTHCARE INC,40412C101,1333,630829,SOLE,
ICON PLC,G4705A100,2996811,331627105,SOLE,
JPMORGAN CHASE & CO,46625H100,5643,1659945,SOLE,
LENNAR CORP,526057104,2410050,209288742,SOLE,
MARRIOTT INTL INC NEW,571903202,1194,390522,SOLE,
MASTERCARD INCORPORATED,57636Q104,422,210857,SOLE,
META PLATFORMS INC,30303M102,373,213404,SOLE,
MICROSOFT CORP,594918104,2025,749594,SOLE,
MILLROSE PPTYS INC,601137102,8515897,238445116,SOLE,
MOODYS CORP,615369105,471,205474,SOLE,
MPLX LP,55336V100,3253524,185678615,SOLE,
ONEMAIN HLDGS INC,68268W103,7703307,412049891,SOLE,
PRIMERICA INC,74164M108,879323,220252825,SOLE,
PROGRESSIVE CORP,743315103,1789,354651,SOLE,
RYANAIR HOLDINGS PLC,783513203,3039376,175675933,SOLE,
SLM CORP,78442P106,13584368,290841319,SOLE,
SUNBELT RENTALS HOLDINGS INC,866966104,23762,1546669,SOLE,
TD SYNNEX CORPORATION,87162W100,3053644,515180279,SOLE,
