Company,CUSIP,Shares,Value,Discretion,PutCall
SYNOPSYS INC,871607107,41267,18408166,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,501210,239363015,SOLE,
TALEN ENERGY CORP,87422Q109,1473,566015,SOLE,
TAYSHA GENE THERAPIES INC,877619106,489219,3331581,SOLE,
TECHNIPFMC PLC,G87110105,22164,1469473,SOLE,
TENCENT MUSIC ENTMT GROUP,88034P109,407182,3399970,SOLE,
TERAWULF INC,88080T104,563139,13909533,SOLE,
TESLA INC,88160R101,8974,3774464,SOLE,
THE REALREAL INC,88339P101,496556,5854395,SOLE,
THREDUP INC,88556E102,75291,515743,SOLE,
TRAVERE THERAPEUTICS INC,89422G107,34315,1949435,SOLE,
TWILIO INC,90138F102,5572,1149671,SOLE,
TWIST BIOSCIENCE CORP,90184D100,55310,5690293,SOLE,
UBER TECHNOLOGIES INC,90353T100,570063,41135737,SOLE,
UNITED AIRLS HLDGS INC,910047109,5277,717619,SOLE,
UROGEN PHARMA LTD,M96088105,29615,1089832,SOLE,
VANGUARD INDEX FDS,922908736,73200,6305436,SOLE,
VANGUARD INDEX FDS,922908363,1518,1042578,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,7719,1211530,SOLE,
VEECO INSTRS INC DEL,922417100,48314,3662201,SOLE,
VELO3D INC,92259N302,74422,1306106,SOLE,
VICOR CORP,925815102,14924,5667837,SOLE,
VICTORY CAP HLDGS INC DEL,92645B103,28223,2372425,SOLE,
VISA INC,92826C839,1805617,619489263,SOLE,
VISHAY PRECISION GROUP INC,92835K103,32744,4908653,SOLE,
VISTA ENERGY S.A.B. DE C.V.,92837L109,8483,541215,SOLE,
VSE CORP,918284100,29853,6821411,SOLE,
WAYFAIR INC,94419L101,2402,221993,SOLE,
WHITEFIBER INC,G96115103,26281,1021017,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,12833,3354236,SOLE,
WILLSCOT HLDGS CORP,971378104,34229,987849,SOLE,
WISDOMTREE INC,97717P104,149051,2524924,SOLE,
WOLFSPEED INC,97785W106,38219,1844067,SOLE,
XPO INC,983793100,3396,697165,SOLE,
ZOETIS INC,98978V103,320420,23025346,SOLE,
