Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,3706000,1063103160,SOLE,
APPLE INC,037833100,28945607,7346105601,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,9147796,4383623843,SOLE,
CIRCLE INTERNET GROUP INC,172573107,200000,19082000,SOLE,
CREDO TECHNOLOGY GROUP HOLDI,G25457105,751200,70515144,SOLE,
CROWDSTRIKE HLDGS INC,22788C105,10000,3904100,SOLE,
DISNEY WALT CO,254687106,1511800,145707284,SOLE,
INNODATA INC,457642205,10000,386200,SOLE,
MICROSOFT CORP,594918104,1016000,376092720,SOLE,
NVIDIA CORPORATION,67066G104,13843775,2414354360,SOLE,
OCCIDENTAL PETE CORP,674599105,10261500,666997500,SOLE,
PALANTIR TECHNOLOGIES INC,69608A108,60000,8776800,SOLE,
PDD HOLDINGS INC,722304102,19748294,2017880681,SOLE,
SNOWFLAKE INC,833445109,10000,1508200,SOLE,
SYNOPSYS INC,871607107,10000,3964800,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,151200,51098040,SOLE,
TEMPUS AI INC,88023B103,20000,904400,SOLE,
TESLA INC,88160R101,3408900,1267258575,SOLE,
UNITEDHEALTH GROUP INC,91324P102,601400,162732826,SOLE,
