Company,CUSIP,Shares,Value,Discretion,PutCall
ACCENTURE PLC,G1151C101,2451,862237,SOLE,
ADECOAGRO SA,L00849106,567374,5350337,SOLE,
ALIBABA GROUP HOLDING LTD,01609W102,951168,80649535,SOLE,
ALLY FINANCIAL INC,02005N100,423364,15245335,SOLE,
ALPHABET INC,02079K107,595557,113417968,SOLE,
AMDOCS LTD,G02602103,6390,544045,SOLE,
ANALOG DEVICES INC,032654105,366558,77878944,SOLE,
ANGLOGOLD ASHANTI PLC,G0378L100,501799,11195410,SOLE,
ANHEUSER-BUSCH INBEV SA/NV,03524A108,574298,28755086,SOLE,
APPLE INC,037833100,961,240654,SOLE,
APTIV PLC,G6095L109,509649,30823586,SOLE,
ARCELORMITTAL SA,03938L203,1067400,24688955,SOLE,
ARCH CAPITAL GROUP LTD,G0450A105,8531,787838,SOLE,
ARCOS DORADOS HOLDINGS INC,G0457F107,34300,249704,SOLE,
ASTRAZENECA PLC,046353108,831870,54504114,SOLE,
ATOUR LIFESTYLE HOLDINGS LTD,04965M106,193682,5208109,SOLE,
AXIS CAPITAL HOLDINGS LTD,G0692U109,728331,64544684,SOLE,
B2GOLD CORP,11777Q209,1061304,2597546,SOLE,
BANCO BRADESCO SA,059460303,36313506,69358796,SOLE,
BARCLAYS PLC,06738E204,5930467,78815906,SOLE,
BARRICK GOLD CORP,067901108,11112293,172225146,SOLE,
BIOGEN INC,09062X103,281702,43077910,SOLE,
BOEING CO/THE,097023105,302750,53586706,SOLE,
BP PLC,055622104,1302058,38488822,SOLE,
BRITISH AMERICAN TOBACCO PLC,110448107,629912,22878402,SOLE,
CANADIAN PACIFIC KANSAS CITY LTD,13646K108,15429804,1116631631,SOLE,
CELESTICA INC,15101Q108,171423,15812109,SOLE,
CHECK POINT SOFTWARE TECHNOLOGIES LTD,M22465104,1929604,360257072,SOLE,
CITIGROUP INC,172967424,1234875,86922911,SOLE,
CITIZENS FINANCIAL GROUP INC,174610105,764553,33456842,SOLE,
CNH INDUSTRIAL NV,N20944109,33849,383509,SOLE,
COCA-COLA FEMSA SAB DE CV,191241108,5350,416712,SOLE,
COGNIZANT TECHNOLOGY SOLUTIONS CORP,192446102,818303,62927565,SOLE,
COLLIERS INTERNATIONAL GROUP INC,194693107,1677,227938,SOLE,
CONCENTRIX CORP,20602D101,409812,17732578,SOLE,
CREDICORP LTD,G2519Y108,169568,31085206,SOLE,
DIAGEO PLC,25243Q205,294763,37473247,SOLE,
DR REDDY'S LABORATORIES LTD,256135203,539305,8515626,SOLE,
ERO COPPER CORP,296006109,16000,215603,SOLE,
FINVOLUTION GROUP,31810T101,2802844,19031311,SOLE,
GENPACT LTD,G3922B107,1136018,48791994,SOLE,
GERDAU SA,373737105,2670178,7690113,SOLE,
GSK PLC,37733W204,1076580,36409929,SOLE,
HAFNIA LTD,G4233B109,575856,3080230,SOLE,
HDFC BANK LTD,40415F101,127749,8158051,SOLE,
HELLO GROUP INC,423403104,884747,6821399,SOLE,
ICICI BANK LTD,45104G104,473232,14130708,SOLE,
ICON PLC,G4705A100,1250,262138,SOLE,
INFOSYS LTD,456788108,546743,11984607,SOLE,
ING GROEP NV,456837103,1491567,23372862,SOLE,
IQIYI INC,46267X108,2244700,4511847,SOLE,
ISHARES MSCI ACWI ETF,464288257,23048,2708095,SOLE,
ISHARES MSCI EAFE ETF,464287465,53024,4009181,SOLE,
ISHARES MSCI INDIA ETF,46429B598,230591,12138310,SOLE,
ISHARES MSCI INDIA SMALL-CAP ETF,46429B614,120877,9241047,SOLE,
ISHARES MSCI SAUDI ARABIA ETF,46434V423,216594,8845699,SOLE,
ISHARES MSCI WORLD ETF,464286392,51466,8002964,SOLE,
ITAU UNIBANCO HOLDING SA,465562106,43222,214381,SOLE,
JD.COM INC,47215P106,1511092,52389560,SOLE,
JONES LANG LASALLE INC,48020Q107,134579,34067412,SOLE,
KONINKLIJKE PHILIPS NV,500472303,1566850,39672646,SOLE,
LIVE NATION ENTERTAINMENT INC,538034109,235621,30512896,SOLE,
MAKEMYTRIP LTD,V5633W109,84661,9505737,SOLE,
MERCK & CO INC,58933Y105,584473,58143366,SOLE,
META PLATFORMS INC,30303M102,99561,58293826,SOLE,
MICROSOFT CORP,594918104,940,396210,SOLE,
NATWEST GROUP PLC,639057207,801864,8154951,SOLE,
NOBLE CORP PLC,G65431127,8462,265707,SOLE,
NOVARTIS AG,66987V109,5866,570837,SOLE,
NVIDIA CORP,67066G104,3840,515674,SOLE,
ORACLE CORP,68389X105,290613,48427848,SOLE,
ORASURE TECHNOLOGIES INC,68554V108,10092,36432,SOLE,
PDD HOLDINGS INC,722304102,446272,43283921,SOLE,
PFIZER INC,717081103,1832790,48623947,SOLE,
PG&E CORP,69331C108,2520673,50867214,SOLE,
PRUDENTIAL PLC,74435K204,2136842,34061262,SOLE,
QIFU TECHNOLOGY INC,88557W101,1377475,52867490,SOLE,
QUEST DIAGNOSTICS INC,74834L100,304481,45934011,SOLE,
RELX PLC,759530108,465886,21160547,SOLE,
RYANAIR HOLDINGS PLC,783513203,9093,396355,SOLE,
SANOFI SA,80105N105,690436,33299707,SOLE,
SAP SE,803054204,177860,43790813,SOLE,
SEA LTD,81141R100,185494,19680913,SOLE,
SHELL PLC,780259305,10132,634791,SOLE,
SHINHAN FINANCIAL GROUP CO LTD,824596100,325639,10707023,SOLE,
SMITH & NEPHEW PLC,83175M205,480888,11820232,SOLE,
SMURFIT WESTROCK PLC,G8267P108,2662964,143427217,SOLE,
SUMITOMO MITSUI FINANCIAL GROUP INC,86562M209,13348,193416,SOLE,
TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,874039100,529064,104484849,SOLE,
TAKEDA PHARMACEUTICAL CO LTD,874060205,522030,6911684,SOLE,
TD SYNNEX CORP,87162W100,596782,69990665,SOLE,
TECK RESOURCES LTD,878742204,6480,262588,SOLE,
TOWER SEMICONDUCTOR LTD,M87915274,58944,3055870,SOLE,
TRIP.COM GROUP LTD,89677Q107,3148,216142,SOLE,
UNILEVER PLC,904767704,3566,202201,SOLE,
VANGUARD FTSE ALL WORLD EX-US SMALL-CAP ETF,922042718,73644,8430765,SOLE,
VANGUARD FTSE ALL-WORLD EX-US ETF,922042775,32541,1868180,SOLE,
VANGUARD FTSE DEVELOPED MARKETS ETF,921943858,1266361,60557392,SOLE,
VANGUARD FTSE EMERGING MARKETS ETF,922042858,15090,664564,SOLE,
VIPSHOP HOLDINGS LTD,92763W103,301815,4065448,SOLE,
WALT DISNEY CO/THE,254687106,841942,93750230,SOLE,
WEIBO CORP,948596101,2259267,21576000,SOLE,
WILLIS TOWERS WATSON PLC,G96629103,1563,489594,SOLE,
WIPRO LTD,97651M109,488806,1730373,SOLE,
XP INC,G98239109,1728899,20487453,SOLE,
ZIM INTEGRATED SHIPPING SERVICES LTD,M9T951109,587518,12614011,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,769932,81327915,SOLE,
