Company,CUSIP,Shares,Value,Discretion,PutCall
"Alamo Group, Inc.",011311107,34332,5663750,SOLE,
American Homes 4 Rent,02665T306,262520,7329558,SOLE,
Atlanta Braves Holdings Inc - A,047726104,164438,7753252,SOLE,
Atlanta Braves Holdings Inc - C,047726302,26104,1114641,SOLE,
Bluelinx Holdings Inc.,09624H208,64369,3487512,SOLE,
Boise Cascade Company,09739D100,562021,42629293,SOLE,
Brookdale Senior Living Inc.,112463104,463664,6342924,SOLE,
Brookfield Corp.,11271J107,481495,19486103,SOLE,
Catalyst Pharmaceuticals,14888U101,210161,5203586,SOLE,
"CBRE Group, Inc.",12504L109,136330,18467262,SOLE,
Central Securities Corporation,155123102,101812,5055984,SOLE,
"Champion Homes, Inc.",830830105,100757,7493298,SOLE,
Collegium Pharmaceutical Inc.,19459J104,155143,5130579,SOLE,
Compass Inc.,20464U100,187469,1370398,SOLE,
DR Horton Inc.,23331A109,73836,10131776,SOLE,
Encore Capital Group Inc.,292554102,142512,9992941,SOLE,
"First Industrial Realty Trust, Inc.",32054K103,81016,4686776,SOLE,
FirstService Corp.,33767E202,50452,7009801,SOLE,
Five Point Holdings LLC - CL A,33833Q106,3861162,18688024,SOLE,
Flagstar Bank,649445400,331241,4362444,SOLE,
FNF Group,31620R303,193455,8972443,SOLE,
FRP Holdings Inc.,30292L107,107160,2344661,SOLE,
Harley-Davidson Inc,412822108,1462670,29575187,SOLE,
"ICF International, Inc.",44925C103,71736,4683643,SOLE,
Investors Title Co.,461804106,21894,4758442,SOLE,
Jones Lang Lasalle,48020Q107,32407,9862098,SOLE,
Kaiser Aluminum Corp.,483007704,29881,3600959,SOLE,
Lennar Corp - Class B,526057302,142843,12015953,SOLE,
LSB Industries Inc.,502160104,381096,5678330,SOLE,
MYR Group Inc.,55405W104,28819,8136180,SOLE,
OceanFirst Financial Trust,675234108,246662,4449782,SOLE,
Octave Specialty Group,023139884,1341211,6236631,SOLE,
PBF Energy Inc.,69318G106,131050,6240601,SOLE,
Proassurance Corp.,74267C106,260608,6442230,SOLE,
Prologis Inc.,74340W103,125945,16647410,SOLE,
Prosperity Bancshares Inc.,743606105,102168,6863646,SOLE,
PulteGroup Inc.,745867101,95128,11188004,SOLE,
"Qualy's, Inc.",74758T303,39120,3436692,SOLE,
"Robert Half, Inc.",770323103,903905,22959187,SOLE,
Rogers Corp.,775133101,151025,16209513,SOLE,
Sandridge Energy Inc.,80007P869,330818,5395642,SOLE,
Southside Bancshares Inc.,84470P109,116879,3633768,SOLE,
Sun Communities Inc.,866674104,91455,11519672,SOLE,
"Supernus Pharmaceuticals, Inc.",868459108,152724,7894304,SOLE,
Tidewater Inc.,88642R109,921181,76964673,SOLE,
Tri Pointe Group Inc.,87265H109,155855,7283104,SOLE,
U-Haul Holding Company,023586506,284375,12703031,SOLE,
UMB Financial Corporation,902788108,78245,8825254,SOLE,
UniFirst Corporation,904708104,28434,7153710,SOLE,
Valaris Ltd.,G9460G101,508186,49822555,SOLE,
Warrior Met Coal Inc.,93627C101,364002,33906786,SOLE,
Wesco International,95082P105,19243,5265270,SOLE,
Weyerhaeuser Company,962166104,162377,3966870,SOLE,
