Company,CUSIP,Shares,Value,Discretion,PutCall
ALASKA AIR GROUP INC,011659109,2502211,92031362,SOLE,
ALIBABA GROUP HOLDING LTD,01609W102,1068890,134102939,SOLE,
ALLSTATE CORP/THE,020002101,1005,208377,SOLE,
ALPHABET INC,02079K107,337298,96757214,SOLE,
ANALOG DEVICES INC,032654105,201819,64206674,SOLE,
ANGLOGOLD ASHANTI PLC,G0378L100,898816,86240128,SOLE,
ANHEUSER-BUSCH INBEV SA/NV,03524A108,580131,40243686,SOLE,
APPLE INC,037833100,923,234248,SOLE,
APTIV PLC,G3265R107,683463,47459726,SOLE,
ARCELORMITTAL SA,03938L203,265697,13810907,SOLE,
ASTRAZENECA PLC,G0593M107,7421749,1438217252,SOLE,
AXIS CAPITAL HOLDINGS LTD,G0692U109,815794,82729743,SOLE,
B2GOLD CORP,11777Q209,94491,427920,SOLE,
BARCLAYS PLC,06738E204,4074067,86207255,SOLE,
BARRICK MINING CORP,06849F108,7736,315615,SOLE,
BIOGEN INC,09062X103,280783,51475885,SOLE,
BOEING CO/THE,097023105,313926,62480674,SOLE,
BOOZ ALLEN HAMILTON HOLDING CORP,099502106,857462,66907784,SOLE,
BP PLC,055622104,997934,46902923,SOLE,
BRITISH AMERICAN TOBACCO PLC,110448107,500864,29285506,SOLE,
BROADCOM INC,11135F101,843,260917,SOLE,
BW LPG LTD,Y10230103,15291,268744,SOLE,
BXP INC,101121101,380761,19761500,SOLE,
CANADIAN PACIFIC KANSAS CITY LTD,13646K108,8792381,689859836,SOLE,
CARNIVAL CORP,143658300,37096593,960059875,SOLE,
CARRIER GLOBAL CORP,14448C104,2102878,118413118,SOLE,
CELESTICA INC,15101Q207,24809,6976137,SOLE,
CENTERRA GOLD INC,152006102,1245027,22071562,SOLE,
CITIGROUP INC,172967424,634931,72007582,SOLE,
CITIZENS FINANCIAL GROUP INC,174610105,1048526,62880150,SOLE,
COGNIZANT TECHNOLOGY SOLUTIONS CORP,192446102,1504253,92285969,SOLE,
COMFORT SYSTEMS USA INC,199908104,184,253734,SOLE,
CREDICORP LTD,G2519Y108,245113,83137427,SOLE,
DEUTSCHE BANK AG,D18190898,24962034,723328774,SOLE,
DIAGEO PLC,25243Q205,666314,49607110,SOLE,
DTE ENERGY CO,233331107,322015,47085062,SOLE,
ENERFLEX LTD,29269R105,52946,1104030,SOLE,
EVEREST GROUP LTD,G3223R108,250008,81715292,SOLE,
FINVOLUTION GROUP,31810T101,2401084,11501192,SOLE,
FORTUNA MINING CORP,349942102,1251045,12397945,SOLE,
GENPACT LTD,G3922B107,1948677,72588251,SOLE,
GERDAU SA,373737105,6841155,24696570,SOLE,
GOLD FIELDS LTD,38059T106,1634170,74191318,SOLE,
GRUPO CIBEST SA,40090E106,132364,9637423,SOLE,
GSK PLC,37733W204,11110,613177,SOLE,
HAFNIA LTD,Y2990R101,54367,416252,SOLE,
HDFC BANK LTD,40415F101,399171,9931374,SOLE,
ICICI BANK LTD,45104G104,450887,11677973,SOLE,
INFOSYS LTD,456788108,1896488,25621553,SOLE,
ING GROEP NV,456837103,1537748,40058348,SOLE,
INGERSOLL RAND INC,45687V106,626062,50160136,SOLE,
INMODE LTD,M5425M103,71829,982621,SOLE,
ISHARES MSCI ACWI ETF,464288257,15421,2133827,SOLE,
ISHARES MSCI EAFE ETF,464287465,37761,3667774,SOLE,
ISHARES MSCI EAFE SMALL-CAP ETF,464288273,7100,556711,SOLE,
ISHARES MSCI INDIA ETF,46429B598,459200,21508928,SOLE,
ISHARES MSCI INDIA SMALL-CAP ETF,46429B614,471654,28280374,SOLE,
ISHARES MSCI SAUDI ARABIA ETF,46434V423,52898,2102696,SOLE,
ISHARES MSCI TAIWAN ETF,46434G772,37151,2634749,SOLE,
ITURAN LOCATION AND CONTROL LTD,M6158M104,20439,1001715,SOLE,
JBS NV,N4732M103,20994,377052,SOLE,
JONES LANG LASALLE INC,48020Q107,186274,56686819,SOLE,
JOYY INC,46591M109,750751,43836351,SOLE,
