Company,CUSIP,Shares,Value,Discretion,PutCall
ALIGN TECHNOLOGY INC,016255101,46358,8776960,DFND,
ALPHABET INC,02079K305,379617,66899904,DFND,
ALPHABET INC C,02079K107,653717,115962859,DFND,
AMAZON COM INC,023135106,1174,257564,DFND,
AMETEK INC,031100100,996344,180298410,DFND,
ANALOG DEVICES INC,032654105,176111,41917940,DFND,
APPLE INC,037833100,16976,3482966,DFND,
ARISTA NETWORKS INC,040413205,482561,49370816,SOLE,
BANK AMERICA CORP,060505104,1004119,47514911,DFND,
BANK OZK LITTLE ROCK ARK,06417N103,1258996,59248352,DFND,
BERKSHIRE HATHAWAY INC DEL,084670108,11,8016800,DFND,
BERKSHIRE HATHAWAY INC DEL,084670702,511784,248609314,DFND,
BIRKENSTOCK HLDG PLC,M2029K104,27392,1347139,SOLE,
BOOKING HOLDINGS INC.,09857L108,21290,123252920,DFND,
BROWN & BROWN,115236101,321637,35659894,DFND,
BUILDERS FIRSTSOURCE INC,12008R107,87317,10189021,SOLE,
CAPITAL ONE FC,14040H105,9274,1973136,SOLE,
CARMAX INC,143130102,1655930,111295055,DFND,
COPART INC,217204106,27484,1348640,SOLE,
COSTCO WHSL CORP NEW,22160K105,240,237586,SOLE,
CREDIT ACCEP CORP MICH,225310101,30501,15538124,SOLE,
DISNEY WALT CO,254687106,260475,32301505,DFND,
DREAM FINDERS HOMES,26154D100,32202,809236,SOLE,
FERGUSON ENTERPRISES INC,31488V107,35679,7769102,SOLE,
FISERV INC,337738108,648574,111820643,DFND,
FIVE BELOW INC,33829M101,625871,82101758,DFND,
FLOOR & DECOR HLDGS INC,339750101,235831,17913723,DFND,
HEICO CORP NEW,422806208,749492,193931055,DFND,
INSTALLED BLDG PRODS INC,45780R101,514459,92767247,DFND,
INTUITIVE SURGICAL INC,46120E602,405,220081,SOLE,
ISHARES TR,464288752,11518,1073132,DFND,
JPMORGAN CHASE & CO,46625H100,50950,14770915,DFND,
KEYSIGHT TECHNOLOGIES INC,49338L103,333585,54661238,DFND,
KINSALE CAPITAL GROUP IN,49714P108,179153,86692137,DFND,
LITTELFUSE INC,537008104,81112,18390524,DFND,
LULULEMON ATHLETICA INC,550021109,143977,34206056,DFND,
M & T BK CORP,55261F104,7540,1462685,DFND,
MARKEL CORP,570535104,43696,87276643,DFND,
MASTERCARD INCORPORATED,57636Q104,27841,15644972,DFND,
MEDPACE HOLDINGS INC,58506Q109,261755,82154424,DFND,
META PLATFORMS INC,30303M102,318902,235378377,DFND,
MICROSOFT CORP,594918104,2303,1145535,DFND,
NOVO-NORDISK A S,670100205,12400,855848,SOLE,
NVR INC,62944T105,14038,103679895,DFND,
OLD DOMINION FREIGHT LINE IN,679580100,5255,852887,SOLE,
PROGRESSIVE CORP,743315103,520367,138865138,DFND,
SCHWAB CHARLES CORP,808513105,1567495,143018244,DFND,
SITEONE LANDSCAPE SUPPLY INC,82982L103,3753,453888,SOLE,
SPDR GOLD TR,78463V107,3876,1181521,SOLE,
SPDR S&P 500 ETF,78462F103,2474,1528561,SOLE,
STARBUCKS CORP,855244109,750248,68745224,DFND,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,11550,2615960,DFND,
TWFG INC,87318A101,177848,6224680,DFND,
VISA INC,92826C839,401297,142480500,DFND,
YUM CHINA HLDGS INC,98850P109,36036,1611170,SOLE,
