Company,CUSIP,Shares,Value,Discretion,PutCall
AERCAP HOLDINGS NV,N00985106,766828,111788186,SOLE,
APPLOVIN CORP,03831W108,439313,226347237,SOLE,
ASML HLDG NV,N07059210,130364,259351356,SOLE,
BOOKING HOLDINGS INC,09857L108,741500,132164960,SOLE,
DANAHER CORP DEL,235851102,626211,119280671,SOLE,
LIVE NATION ENTERTAINMENT IN,538034109,655658,120057536,SOLE,
META PLATFORMS INC,30303M102,199901,112602234,SOLE,
ROYALTY PHARMA PLC,G7709Q104,2456528,137737525,SOLE,
S&P GLOBAL INC,78409V104,316413,128862358,SOLE,
SUNBELT RENTALS HOLDINGS INC,866966104,1150578,86074740,SOLE,
UBER TECHNOLOGIES INC,90353T100,1761941,127141663,SOLE,
