Company,CUSIP,Shares,Value,Discretion,PutCall
ACTIVISION BLIZZARD INC,00507V109,88510,7461393,SOLE,
ACTIVISION BLIZZARD INC,00507V109,99530,8390379,OTR,
ACTIVISION BLIZZARD INC,00507V109,33840,2852712,OTR,
ADVANCE AUTO PARTS INC,00751Y106,7560,531468,OTR,
ADVANCE AUTO PARTS INC,00751Y106,13970,982091,SOLE,
ADVANCE AUTO PARTS INC,00751Y106,16040,1127612,OTR,
BLACK KNIGHT INC,09215C105,213836,12772424,OTR,
BLACK KNIGHT INC,09215C105,524794,31345946,SOLE,
BLACK KNIGHT INC,09215C105,598170,35728694,OTR,
BRIGHTHOUSE FINL INC,10922N103,1384480,65555128,OTR,
BRIGHTHOUSE FINL INC,10922N103,181752,8605957,OTR,
BRIGHTHOUSE FINL INC,10922N103,559306,26483139,OTR,
BRIGHTHOUSE FINL INC,10922N103,997205,47217657,SOLE,
CAPRI HOLDINGS LIMITED,G1890L107,709724,25471994,OTR,
CAPRI HOLDINGS LIMITED,G1890L107,632702,22707675,SOLE,
CAPRI HOLDINGS LIMITED,G1890L107,303710,10900152,OTR,
CONSOL ENERGY INC NEW,20854L108,430877,29217769,OTR,
CONSOL ENERGY INC NEW,20854L108,1121301,76035421,SOLE,
CONSOL ENERGY INC NEW,20854L108,1269603,86091779,OTR,
CONSOL ENERGY INC NEW,20854L108,23900,1620659,OTR,
COYA THERAPEUTICS INC,22407B108,195918,797386,SOLE,
COYA THERAPEUTICS INC,22407B108,196729,800687,OTR,
DANIMER SCIENTIFIC INC,236272100,33900,80682,OTR,
DANIMER SCIENTIFIC INC,236272100,1173356,2792587,OTR,
DANIMER SCIENTIFIC INC,236272100,977548,2326564,SOLE,
DANIMER SCIENTIFIC INC,236272100,365196,869166,OTR,
FINSERV ACQUISITION CORP II,31809Y111,10685,263,OTR,
FINSERV ACQUISITION CORP II,31809Y111,30595,753,OTR,
FINSERV ACQUISITION CORP II,31809Y111,37470,922,SOLE,
FIRST CTZNS BANCSHARES INC N,31946M103,8930,11461209,SOLE,
FIRST CTZNS BANCSHARES INC N,31946M103,10140,13014183,OTR,
FIRST CTZNS BANCSHARES INC N,31946M103,3480,4466406,OTR,
FIRST HORIZON CORPORATION,320517105,263770,2972688,OTR,
FIRST HORIZON CORPORATION,320517105,474740,5350320,SOLE,
FIRST HORIZON CORPORATION,320517105,560270,6314243,OTR,
FIRST TR EXCHANGE-TRADED FD,33733E807,9090,211615,OTR,
FIRST TR EXCHANGE-TRADED FD,33733E807,26380,614126,SOLE,
FIRST TR EXCHANGE-TRADED FD,33733E807,23070,537070,OTR,
GAIN THERAPEUTICS INC,36269B105,260764,1168223,SOLE,
GAIN THERAPEUTICS INC,36269B105,211796,948846,OTR,
GAIN THERAPEUTICS INC,36269B105,74000,331520,OTR,
GALAPAGOS NV,36315X101,72683,2955291,SOLE,
GALAPAGOS NV,36315X101,56875,2312538,OTR,
GALAPAGOS NV,36315X101,20610,838003,OTR,
GOPRO INC,38268T103,1029220,4260971,SOLE,
GOPRO INC,38268T103,1204520,4986713,OTR,
GOPRO INC,38268T103,364160,1507622,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,792564,19045313,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,271760,6530393,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,703356,16901645,SOLE,
GREEN BRICK PARTNERS INC,392709101,13025773,739863906,OTR,
GREEN BRICK PARTNERS INC,392709101,834545,47402156,SOLE,
GREEN BRICK PARTNERS INC,392709101,2740190,155642792,OTR,
GULFPORT ENERGY CORP,402635502,94280,9906000,OTR,
GULFPORT ENERGY CORP,402635502,77170,8108252,SOLE,
