Company,CUSIP,Shares,Value,Discretion,PutCall
ALLEGIANT TRAVEL CO,01748X102,30962,2328652,SOLE,
ALPHABET INC,02079K107,2133895,324906853,SOLE,
ALPHABET INC,02079K305,3206551,483964742,SOLE,
AMAZON COM INC,023135106,1639689,295767102,SOLE,
AMERICAN ONCOLOGY NETWORK IN,028719110,21670,7370,SOLE,
ANALOG DEVICES INC,032654105,2140120,423294335,SOLE,
ATLANTIC COASTAL AQSTN CORP,04845A116,194779,10479,SOLE,
BIGBEAR AI HLDGS INC,08975B117,321156,107635,SOLE,
BIO RAD LABS INC,090572207,104739,36226078,SOLE,
BRAND ENGAGEMENT NETWORK INC,104932116,208766,25073,SOLE,
BROADCOM INC,11135F101,142099,188339436,SOLE,
BURTECH ACQUISITION CORP,123013112,1238082,222731,SOLE,
CARMAX INC,143130102,2339026,203752555,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,600386,174490183,SOLE,
CHURCHILL CAPITAL CORP VII,17144M110,148361,47476,SOLE,
CITIGROUP INC,172967424,6711855,424457710,SOLE,
COLLIERS INTL GROUP INC,194693107,43600,5329228,SOLE,
COMCAST CORP NEW,20030N101,10598115,459428285,SOLE,
DELL TECHNOLOGIES INC,24703L202,432226,49321309,SOLE,
DOUGLAS EMMETT INC,25960P109,5544133,76897125,SOLE,
EASTERN BANKSHARES INC,27627N105,121689,1676874,SOLE,
META PLATFORMS INC,30303M102,1026316,498358523,SOLE,
FIRSTENERGY CORP,337932107,3488155,134712546,SOLE,
GOLDEN ARROW MERGER CORP,380799114,413915,78727,SOLE,
GULFPORT ENERGY CORP,402635502,546897,87569148,SOLE,
HOWMET AEROSPACE INC,443201108,1702071,116472719,SOLE,
IAC INC,44891N208,48346,2578776,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,3930749,338005107,SOLE,
JEFFERIES FINL GROUP INC,47233W109,5420370,239038317,SOLE,
KINDER MORGAN INC DEL,49456B101,8035660,147374004,SOLE,
LPL FINL HLDGS INC,50212V100,459822,121484972,SOLE,
LAUREATE EDUCATION INC,518613203,813781,11856789,SOLE,
MARRIOTT INTL INC NEW,571903202,600706,151564131,SOLE,
NCR VOYIX CORPORATION,62886E108,2631884,33240695,SOLE,
NCR ATLEOS CORPORATION,63001N106,2410140,47600265,SOLE,
NETFLIX INC,64110L106,110556,67143976,SOLE,
NIOCORP DEVS LTD,654484153,259205,101090,SOLE,
PG&E CORP,69331C108,1124940,18853994,SOLE,
PAR PAC HOLDINGS INC,69888T207,71812,2661353,SOLE,
PARAMOUNT GROUP INC,69924R108,441550,2070870,SOLE,
PIONEER BANCORP INC MD,723561106,52628,516281,SOLE,
PONCE FINANCIAL GROUP INC,732344106,181562,1615902,SOLE,
RUSH ENTERPRISES INC,781846209,183942,9844576,SOLE,
SABLE OFFSHORE CORP,78574H112,620874,1601855,SOLE,
STAGWELL INC,85256A109,975983,6070614,SOLE,
TIDEWATER INC NEW,88642R109,115928,10665376,SOLE,
TWELVE SEAS INVESTMENT CO II,90118T114,397025,37320,SOLE,
UBER TECHNOLOGIES INC,90353T100,1405019,108172413,SOLE,
UPWORK INC,91688F104,104881,1285841,SOLE,
UPWORK INC,91688FAB0,8900000,7759910,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,22600,2497300,SOLE,
VORNADO RLTY TR,929042109,1932755,55605361,SOLE,
WABTEC,929740108,730410,106406129,SOLE,
WAYFAIR INC,94419LAF8,4976000,4593346,SOLE,
WAYFAIR INC,94419LAM3,104978000,97241121,SOLE,
WELLS FARGO CO NEW,949746101,5170186,299663981,SOLE,
ZILLOW GROUP INC,98954MAG6,14421000,17764901,SOLE,
ZILLOW GROUP INC,98954MAH4,1990000,2101948,SOLE,
AON PLC,G0403H108,721804,240880431,SOLE,
ECARX HOLDINGS INC,G29201111,200881,6026,SOLE,
ENSTAR GROUP LIMITED,G3075P101,5585,1735595,SOLE,
FERGUSON PLC NEW,G3421J106,1088589,237780495,SOLE,
GLOBAL PARTNER ACQISTN CORP,G3934P128,77733,0,SOLE,
HERBALIFE LTD,G4412G101,1832935,18420997,SOLE,
ICON PLC,G4705A100,350619,117790453,SOLE,
MARIADB PLC,G5920M118,379386,34145,SOLE,
METALS ACQUISITION LIMITED,G60409102,216944,442566,SOLE,
PLUM ACQUISITION CORP III,G63290103,16200,2187,SOLE,
PLUM ACQUISITION CORP I,G7134L118,232673,90742,SOLE,
POWERUP ACQUISITION CORP,G7207P103,56966,628335,SOLE,
POWERUP ACQUISITION CORP,G7207P129,28482,857,SOLE,
PRENETICS GLOBAL LTD,G72245114,12860,134,SOLE,
SLAM CORP,G8210L121,214237,38563,SOLE,
SWVL HOLDINGS CORP,G86302117,32998,561,SOLE,
TE CONNECTIVITY LTD,H84989104,2776505,403259586,SOLE,
ORION S.A.,L72967109,318477,7490579,SOLE,
NXP SEMICONDUCTORS N V,N6596X109,798895,197942214,SOLE,
