Company,CUSIP,Shares,Value,Discretion
FERROVIAL SE,N3168P101,19333428,861116451,SOLE
ALPHABET INC,02079K107,13855735,2164681479,SOLE
ALPHABET INC,02079K305,4085110,631721410,SOLE
CANADIAN NATL RY CO,136375102,26899078,2619619831,SOLE
CANADIAN PACIFIC KANSAS CITY,13646K108,54913285,3854575745,SOLE
GE AEROSPACE,369604301,47570947,9521325042,SOLE
MICROSOFT CORP,594918104,17299881,6494202329,SOLE
MOODYS CORP,615369105,13163107,6129927299,SOLE
S&P GLOBAL INC,78409V104,10361269,5264560779,SOLE
VISA INC,92826C839,16637562,5830799979,SOLE
