Company,CUSIP,Shares,Value,Discretion,PutCall
DOUGLAS DYNAMICS INC,25960R105,1679041,39675739,SOLE,
DOW INC,260557103,355607,14270509,DFND,
DOW INC,260557103,18437356,739891096,SOLE,
DROPBOX INC,26210C104,9718,291929,SOLE,
EDISON INTL,281020107,5374322,429085868,SOLE,
ELEVANCE HEALTH INC,036752103,193997,71565493,SOLE,
ENTERGY CORP NEW,29364G103,3615,274089,SOLE,
ENVISTA HOLDINGS CORPORATION,29415F104,880177,16978614,SOLE,
EQUITABLE HLDGS INC,29452E101,273341,12893495,DFND,
EQUITABLE HLDGS INC,29452E101,7917987,373491447,SOLE,
EXXON MOBIL CORP,30231G102,596389,64153565,SOLE,
FIDELITY NATIONAL FINANCIAL,31620R303,263976,14819613,SOLE,
FIFTH THIRD BANCORP,316773100,982110,41523611,SOLE,
FMC CORP,302491303,577962,28094733,SOLE,
FRESENIUS MEDICAL CARE AG,358029106,738968,16730236,DFND,
FRESENIUS MEDICAL CARE AG,358029106,14544057,329277459,SOLE,
GENERAL DYNAMICS CORP,369550108,270775,71346505,SOLE,
GENESCO INC,371532102,1047673,44788021,SOLE,
GENPACT LIMITED,G3922B107,1163859,49987744,SOLE,
GILEAD SCIENCES INC,375558103,3223,297709,SOLE,
GLOBAL PMTS INC,37940X102,143523,16083187,DFND,
GLOBAL PMTS INC,37940X102,8155323,913885495,SOLE,
GLOBE LIFE INC,37959E102,960216,107083288,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,133409,76392662,SOLE,
HALLIBURTON CO,406216101,1547656,42080767,SOLE,
HAVERTY FURNITURE COS INC,419596101,962102,21416391,SOLE,
HDFC BANK LTD,40415F101,509664,32547143,SOLE,
HEALTHCARE RLTY TR,42226K105,2225789,37727124,SOLE,
HELEN OF TROY LTD,G4388N106,705711,42222689,SOLE,
HENRY SCHEIN INC,806407102,983313,68045260,SOLE,
HOOKER FURNISHINGS CORPORATI,439038100,1335593,18711658,SOLE,
HSBC HLDGS PLC,404280406,18250,902628,SOLE,
HUMANA INC,444859102,58509,14844318,DFND,
HUMANA INC,444859102,3550873,900891989,SOLE,
HUNTSMAN CORP,447011107,4695678,84663074,SOLE,
ICICI BANK LIMITED,45104G104,74827,2234334,SOLE,
ING GROEP N.V.,456837103,54540,854637,SOLE,
INTERFACE INC,458665304,11049,269043,SOLE,
INVESCO LTD,G491BT108,886851,15502155,SOLE,
ITAU UNIBANCO HLDG S A,465562106,371725,1843756,SOLE,
JELD-WEN HLDG INC,47580P103,11165246,91443365,SOLE,
JOHNSON & JOHNSON,478160104,228980,33115088,SOLE,
JPMORGAN CHASE & CO.,46625H100,17727,4249339,DFND,
JPMORGAN CHASE & CO.,46625H100,599040,143595878,SOLE,
KASPI KZ JSC,48581R205,1126704,106710136,SOLE,
KB FINL GROUP INC,48241A105,38941,2215743,SOLE,
KEYCORP,493267108,1689212,28953094,SOLE,
KONINKLIJKE PHILIPS N V,500472303,13683,346455,SOLE,
KOPPERS HOLDINGS INC,50060P106,908772,29444213,SOLE,
KORN FERRY,500643200,1001715,67565677,SOLE,
LEAR CORP,521865204,134405,12728154,DFND,
LEAR CORP,521865204,7544687,714481859,SOLE,
LEIDOS HOLDINGS INC,525327102,223876,32251577,SOLE,
LPL FINL HLDGS INC,50212V100,900,293859,SOLE,
MAGNA INTL INC,559222401,338513,20337861,DFND,
MAGNA INTL INC,559222401,26667083,1602158333,SOLE,
MALIBU BOATS INC,56117J100,1523353,57262839,SOLE,
MANPOWERGROUP INC WIS,56418H100,351121,20266704,SOLE,
MARCUS & MILLICHAP INC,566324109,576377,22052184,SOLE,
MASTERBRAND INC,57638P104,2847885,41607600,SOLE,
MCKESSON CORP,58155Q103,67079,38228993,SOLE,
MEDTRONIC PLC,G5960L103,128486,10263462,DFND,
MEDTRONIC PLC,G5960L103,8086531,645952068,SOLE,
MERCK & CO INC,58933Y105,2898,288293,SOLE,
METLIFE INC,59156R108,172133,14094250,DFND,
METLIFE INC,59156R108,8631538,706750331,SOLE,
MOHAWK INDS INC,608190104,1088268,129645367,SOLE,
MORGAN STANLEY,617446448,748984,94162268,SOLE,
MRC GLOBAL INC,55345K103,5825650,74451807,SOLE,
MSC INDL DIRECT INC,553530106,461931,34501626,SOLE,
NATWEST GROUP PLC,639057207,53582,544924,SOLE,
NEWELL BRANDS INC,651229106,783352,7802186,DFND,
NEWELL BRANDS INC,651229106,48227073,480341647,SOLE,
NOKIA CORP,654902204,83842975,371424379,SOLE,
NOV INC,62955J103,441864,6451214,DFND,
NOV INC,62955J103,41016529,598841323,SOLE,
OLD NATL BANCORP IND,680033107,2915148,63273287,SOLE,
OLIN CORP,680665205,3709611,125384852,SOLE,
ORION S.A.,L72967109,3312290,52301059,SOLE,
PETROLEO BRASILEIRO SA PETRO,71654V101,192762,2282302,SOLE,
PFIZER INC,717081103,367153,9740569,DFND,
PFIZER INC,717081103,6584426,174684822,SOLE,
PHIBRO ANIMAL HEALTH CORP,71742Q106,1302780,27358380,SOLE,
PVH CORPORATION,693656100,56548,5979951,DFND,
PVH CORPORATION,693656100,5297718,560233679,SOLE,
QORVO INC,74736K101,2977,208182,SOLE,
REGIONS FINANCIAL CORP NEW,7591EP100,1899232,44669937,SOLE,
RESIDEO TECHNOLOGIES INC,76118Y104,2672191,61594003,SOLE,
ROBERT HALF INC.,770323103,1020340,71893156,SOLE,
SASOL LTD,803866300,352561,1607678,SOLE,
SCANSOURCE INC,806037107,404710,19203490,SOLE,
SHELL PLC,780259305,145792,9133869,DFND,
SHELL PLC,780259305,3431383,214976116,SOLE,
SHINHAN FINANCIAL GROUP CO L,824596100,1074051,35314792,SOLE,
SHYFT GROUP INC,825698103,3054738,35862624,SOLE,
SKYWORKS SOLUTIONS INC,83088M102,128184,11367357,DFND,
SKYWORKS SOLUTIONS INC,83088M102,5501865,487905388,SOLE,
SPECTRUM BRANDS HLDGS INC NE,84790A105,1333345,112654319,SOLE,
SS&C TECHNOLOGIES HLDGS INC,78467J100,11559007,875941550,SOLE,
STEELCASE INC,858155203,5373342,63512902,SOLE,
SUMITOMO MITSUI FINL GROUP I,86562M209,19619,284277,SOLE,
SYNOVUS FINL CORP,87161C501,682112,34944598,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,55060,10873799,SOLE,
TAPESTRY INC,876030107,286799,18736579,SOLE,
TE CONNECTIVITY PLC,G87052109,51086,7303765,DFND,
TE CONNECTIVITY PLC,G87052109,2390418,341758061,SOLE,
THE CIGNA GROUP,125523100,491459,135711488,SOLE,
TRIMAS CORP,896215209,2120612,52145849,SOLE,
TRUEBLUE INC,89785X101,2788628,23424475,SOLE,
TYSON FOODS INC,902494103,172180,9890019,DFND,
TYSON FOODS INC,902494103,11820122,678947808,SOLE,
UBS GROUP AG,H42097107,242844,6734064,DFND,
UBS GROUP AG,H42097107,29347479,813805601,SOLE,
ULTA BEAUTY INC,90384S303,525,228338,SOLE,
UNIVERSAL CORP VA,913456109,915380,50199439,SOLE,
UNIVERSAL HLTH SVCS INC,913903100,394274,70740641,SOLE,
UNIVEST FINANCIAL CORPORATIO,915271100,1149117,33910443,SOLE,
USANA HEALTH SCIENCES INC,90328M107,1087076,39015158,SOLE,
VALE S A,91912E105,285881,2535764,SOLE,
VAREX IMAGING CORP,92214X106,3813905,55644874,SOLE,
VOYA FINANCIAL INC,929089100,110585,7611566,DFND,
VOYA FINANCIAL INC,929089100,3456518,237912134,SOLE,
WABTEC,929740108,332745,63085125,SOLE,
WEBSTER FINL CORP,947890109,1600928,88403244,SOLE,
WELLS FARGO CO NEW,949746101,237396,16674695,DFND,
WELLS FARGO CO NEW,949746101,13586846,954340063,SOLE,
WESCO INTL INC,95082P105,228819,41407086,SOLE,
WSFS FINL CORP,929328102,790584,42003728,SOLE,
ZTO EXPRESS CAYMAN INC,98980A105,7860285,153668572,SOLE,
