Company,CUSIP,Shares,Value,Discretion,PutCall
AERSALE CORPORATION,00810F106,249584,1500000,SOLE,
ALLEGIANT TRAVEL CO,01748X102,34186,1878521,SOLE,
ALPHABET INC,02079K107,1578827,280068122,SOLE,
ALPHABET INC,02079K305,2478411,436770371,SOLE,
AMAZON COM INC,023135106,1461135,320558408,SOLE,
ANALOG DEVICES INC,032654105,2085045,496282411,SOLE,
AVANTOR INC,05352A100,75000,1009500,SOLE,
BIO RAD LABS INC,090572207,386949,93378533,SOLE,
BROADCOM INC,11135F101,119516,32944585,SOLE,
CARMAX INC,143130102,2431244,163403909,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,626508,256122735,SOLE,
CITIGROUP INC,172967424,5253021,447137148,SOLE,
COMCAST CORP NEW,20030N101,11091559,395857741,SOLE,
DARLING INGREDIENTS INC,237266101,42638,1617686,SOLE,
DELL TECHNOLOGIES INC,24703L202,418505,51308713,SOLE,
DOUGLAS EMMETT INC,25960P109,5334173,80225962,SOLE,
EASTERN BANKSHARES INC,27627N105,85883,1311433,SOLE,
ECHOSTAR CORP,278768106,1435567,39765206,SOLE,
ECHOSTAR CORP,278768AB2,40000000,47100000,SOLE,
META PLATFORMS INC,30303M102,777005,573499620,SOLE,
FERGUSON ENTERPRISES INC,31488V107,1256151,273526880,SOLE,
FORTUNE BRANDS INNOVATIONS I,34964C106,1998397,102877478,SOLE,
GULFPORT ENERGY CORP,402635502,171812,34563420,SOLE,
HOWMET AEROSPACE INC,443201108,427259,79525718,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,4111527,302402811,SOLE,
ISHARES TR,46436E718,48123,4845505,SOLE,
JEFFERIES FINL GROUP INC,47233W109,2580283,141115677,SOLE,
KINDER MORGAN INC DEL,49456B101,3939890,115832766,SOLE,
LPL FINL HLDGS INC,50212V100,443503,166300320,SOLE,
LAUREATE EDUCATION INC,518613203,398230,9310617,SOLE,
MARAVAI LIFESCIENCES HLDGS I,56600D107,741332,1786610,SOLE,
MARRIOTT INTL INC NEW,571903202,450714,123139572,SOLE,
NCR VOYIX CORPORATION,62886E108,3908807,45850306,SOLE,
NOV INC,62955J103,7018950,87245549,SOLE,
NCR ATLEOS CORPORATION,63001N106,2287815,65271362,SOLE,
NETFLIX INC,64110L106,2340,3133564,SOLE,
PG&E CORP,69331C108,1103117,15377451,SOLE,
PAR PAC HOLDINGS INC,69888T207,72632,1926927,SOLE,
PIONEER BANCORP INC MD,723561106,166974,2008697,SOLE,
PONCE FINANCIAL GROUP INC,732344106,181562,2512818,SOLE,
QUANEX BLDG PRODS CORP,747619104,155000,2929500,SOLE,
RESERVOIR MEDIA INC,76119X105,329066,2523936,SOLE,
RUSH ENTERPRISES INC,781846209,159094,8194932,SOLE,
STAGWELL INC,85256A109,1191918,5363631,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,87370,35425040,SOLE,
TIDEWATER INC NEW,88642R109,94961,4380551,SOLE,
UBER TECHNOLOGIES INC,90353T100,1028628,95970992,SOLE,
UPWORK INC,91688F104,104881,1409601,SOLE,
VAIL RESORTS INC,91879Q109,993735,156145581,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,16777,2156180,SOLE,
VIPSHOP HLDGS LTD,92763W103,179634,2703492,SOLE,
VORNADO RLTY TR,929042109,1676513,64109857,SOLE,
WABTEC,929740108,435963,91268854,SOLE,
WAYFAIR INC,94419LAF8,4934000,4670031,SOLE,
WAYFAIR INC,94419LAM3,52718000,51452768,SOLE,
WELLS FARGO CO NEW,949746101,2034269,162985632,SOLE,
WILEY JOHN & SONS INC,968223206,39140,1746818,SOLE,
AON PLC,G0403H108,652019,232614298,SOLE,
ENSTAR GROUP LIMITED,G3075P101,6901,2321220,SOLE,
ICON PLC,G4705A100,964120,140231254,SOLE,
TE CONNECTIVITY PLC,G87052109,2656748,448113685,SOLE,
ORION S.A.,L72967109,367751,3857708,SOLE,
NXP SEMICONDUCTORS N V,N6596X109,764890,167120816,SOLE,
