Company,CUSIP,Shares,Value,Discretion,PutCall
ABM INDS INC,000957100,289953,14663,SOLE,
AGCO CORP,001084102,6000,587,SOLE,
ALPHABET INC,02079K107,30000,5503,SOLE,
AMERICAN EXPRESS CO,025816109,15000,3473,SOLE,
APPLE INC,037833100,14500,3054,SOLE,
APTIV PLC,G6095L109,82000,5774,SOLE,
AVANTOR INC,05352A100,291184,6173,SOLE,
AXALTA COATING SYS LTD,G0750C108,103000,3520,SOLE,
BAXTER INTL INC,071813109,273000,9132,SOLE,
BECTON DICKINSON & CO,075887109,30000,7011,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,13500,5492,SOLE,
BLUE BIRD CORP,095306106,47000,2531,SOLE,
BRADY CORP,104674106,30000,1981,SOLE,
CARRIER GLOBAL CORPORATION,14448C104,46000,2902,SOLE,
CBRE GROUP INC,12504L109,86000,7663,SOLE,
CENTRAL GARDEN & PET CO,153527205,79000,2609,SOLE,
CISCO SYS INC,17275R102,176000,8362,SOLE,
CITIZENS FINL GROUP INC,174610105,300000,10809,SOLE,
COMCAST CORP NEW,20030N101,90000,3524,SOLE,
CORNING INC,219350105,212000,8236,SOLE,
CORTEVA INC,22052L104,159000,8576,SOLE,
CUMMINS INC,231021106,25000,6923,SOLE,
CUSHMAN WAKEFIELD PLC,G2717B108,233000,2423,SOLE,
CVS HEALTH CORP,126650100,155000,9154,SOLE,
DEERE & CO,244199105,20500,7659,SOLE,
DELTA AIR LINES INC DEL,247361702,132000,6262,SOLE,
DENNYS CORP,24869P104,896400,6364,SOLE,
DINE BRANDS GLOBAL INC,254423106,241600,8746,SOLE,
DISNEY WALT CO,254687106,119000,11816,SOLE,
DOUGLAS DYNAMIC INC,25960R105,72000,1685,SOLE,
DOVER CORP,260003108,28000,5053,SOLE,
EASTMAN CHEM CO,277432100,48000,4703,SOLE,
EBAY INC,278642103,102000,5479,SOLE,
EQUIFAX INC,294429105,10000,2425,SOLE,
FEDEX CORP,31428X106,27500,8246,SOLE,
FIDELITY NATL INFORMATION SV,31620M106,99000,7461,SOLE,
FIFTH THIRD BANCORP,316773100,216000,7882,SOLE,
FIRST ADVANTAGE,31846B108,73000,1173,SOLE,
FIRST HAWAIIAN INC,32051X108,100000,2076,SOLE,
FISERV INC,337738108,13000,1938,SOLE,
FORTIVE CORP,34959J108,50059,3709,SOLE,
GATES INDUSTRIAL CORPRATIN P,G39108108,201000,3178,SOLE,
GENERAL DYNAMICS,369550108,11000,3192,SOLE,
GENERAL MTRS CO,37045V100,141000,6551,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,12000,5428,SOLE,
GRAHAM CORP,384556106,37752,1063,SOLE,
HENRY SCHEIN INC,806407102,86000,5513,SOLE,
HOLOGIC INC,436440101,92000,6831,SOLE,
HOME BANCSHARES INC,436893200,86000,2061,SOLE,
INTEGRA LIFESCIENCES HLDGS,457985208,113000,3293,SOLE,
INTERNATIONAL FLAVORS&FRAGRANCE,459506101,88000,8378,SOLE,
INVESCO LTD,G491BT108,514946,7704,SOLE,
JOHNSON & JOHNSON,478160104,61000,8916,SOLE,
JOHNSON OUTDOORS INC,479167108,66000,2309,SOLE,
JONES LANG LASALLE INC,48020Q107,44000,9032,SOLE,
KIMBERLY CLARK CORP,494368103,48000,6634,SOLE,
KORN FERRY,500643200,102000,6848,SOLE,
KULICKE & SOFFA INDS INC,501242101,201000,9887,SOLE,
L3HARRIS TECHNOLOGIES INC,502431109,31000,6962,SOLE,
LKQ CORP,501889208,202000,8401,SOLE,
MASTERCARD INC,57636Q104,5093,2247,SOLE,
MEDTRONIC PLC,G5960L103,73000,5746,SOLE,
META PLATFORMS INC,30303M102,6000,3025,SOLE,
MICROSOFT CORP,594918104,7000,3129,SOLE,
MIDDLEBY CORP,596278101,66500,8154,SOLE,
MILLER INDS INC TENN,600551204,33000,1816,SOLE,
MOHAWK INDS INC,608190104,82000,9314,SOLE,
MOODYS CORP,615369105,6500,2736,SOLE,
OMNICOM GROUP INC,681919106,87488,7848,SOLE,
PRESTIGE CONSMR HEALTHCARE,74112D101,49000,3374,SOLE,
PROSPERITY BANCSHARES INC,743606105,28000,1712,SOLE,
QUEST DIAGNOSTICS INC,74834L100,67000,9171,SOLE,
REYNOLDS CONSUMER PRODS INC,76171L106,272000,7611,SOLE,
RTX CORP,75513E101,70000,7027,SOLE,
S&P GLOBAL INC,78409V104,6500,2899,SOLE,
SCHLUMBERGER LTD,806857108,166000,7832,SOLE,
SENSATA TECHNOLOGIES HLDNG P,G8060N102,342000,12787,SOLE,
SHYFT GROUP INC,825698103,282741,3353,SOLE,
SOUTHWEST AIRLS CO,844741108,193000,5522,SOLE,
SS&C TECHNOLOGIES HLDGS INC,78467J100,141000,8836,SOLE,
STANLEY BLACK & DECKER INC,854502101,85000,6791,SOLE,
TARGET CORP,87612E106,46000,6810,SOLE,
TEXAS INSTRS INC,882508104,21500,4182,SOLE,
TIMKEN CO,887389104,14500,1162,SOLE,
TRAVELERS COMPANIES INC,89417E109,31000,6304,SOLE,
UNITED PARCEL SERVICE INC,911312106,68000,9306,SOLE,
UNITEDHEALTH GROUP INC,91324P102,16500,8403,SOLE,
UNIVERSAL HLTH SVCS INC,913903100,10000,1849,SOLE,
US BANCORP DEL,902973304,215660,8562,SOLE,
VISA INC,92826C839,10500,2756,SOLE,
VISHAY INTERTECHNOLOGY INC,928298108,104000,2319,SOLE,
VONTIER CORPORATION,928881101,204000,7793,SOLE,
WABASH NATL CORP,929566107,43000,939,SOLE,
WARNER BROS DISCOVERY INC,934423104,365000,2716,SOLE,
WELLS FARGO CO NEW,949746101,121000,7186,SOLE,
WESCO INTL INC,95082P105,48000,7609,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,26500,6947,SOLE,
WINNEBAGO INDS INC,974637100,57000,3089,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,77400,8400,SOLE,
