Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,628547,152787205,DFND,
ADOBE INC,00724F101,391163,95083902,DFND,
AGILENT TECHNOLOGIES INC,00846U101,1692561,192918103,DFND,
AGILENT TECHNOLOGIES INC,00846U101,1053268,120051487,DFND,
ALCON AG,H01301128,1545408,116446493,DFND,
ALCON AG,H01301128,961687,72463115,DFND,
ALPHABET INC,02079K305,1425098,409801181,DFND,
ALPHABET INC,02079K305,2289963,658501760,DFND,
AMERICAN TOWER CORP,03027X100,993929,171532267,DFND,
AMERICAN TOWER CORP,03027X100,618544,106748324,DFND,
ANALOG DEVICES INC,032654105,733242,233273610,DFND,
ANALOG DEVICES INC,032654105,1178249,374848137,DFND,
AON PLC,G0403H108,675309,217976239,DFND,
AON PLC,G0403H108,420265,135653137,DFND,
APPLIED MATLS INC,038222105,938577,320796233,DFND,
APPLIED MATLS INC,038222105,583266,199354486,DFND,
BLACKROCK INC,09290D101,279391,268693119,DFND,
BLACKROCK INC,09290D101,173891,167232714,DFND,
BROADCOM INC,11135F101,2500164,773825760,DFND,
BROADCOM INC,11135F101,1555838,481547419,DFND,
CANADIAN PACIFIC KANSAS CITY,13646K108,1665013,130969923,DFND,
CANADIAN PACIFIC KANSAS CITY,13646K108,2679422,210763335,DFND,
CBRE GROUP INC,12504L109,1508583,204352653,DFND,
CBRE GROUP INC,12504L109,2423393,328272816,DFND,
CME GROUP INC,12572Q105,854548,252390752,DFND,
CME GROUP INC,12572Q105,531798,157066539,DFND,
ENTEGRIS INC,29362U104,830990,97425268,DFND,
ENTEGRIS INC,29362U104,1335438,156566751,DFND,
EQUIFAX INC,294429105,686641,123643445,DFND,
EQUIFAX INC,294429105,1104738,198930172,DFND,
FASTENAL CO,311900104,3132670,145355888,DFND,
FASTENAL CO,311900104,5033994,233577322,DFND,
FERGUSON ENTERPRISES INC,31488V107,1078264,251515861,DFND,
FERGUSON ENTERPRISES INC,31488V107,671038,156526324,DFND,
FLUTTER ENTMT PLC,G3643J108,610335,62223653,DFND,
FLUTTER ENTMT PLC,G3643J108,765441,78036710,DFND,
INTERACTIVE BROKERS GROUP IN,45841N107,6931982,464928033,DFND,
INTERACTIVE BROKERS GROUP IN,45841N107,4313899,289333206,DFND,
INTERCONTINENTAL EXCHANGE IN,45866F104,1128549,177498187,DFND,
INTERCONTINENTAL EXCHANGE IN,45866F104,1813405,285212338,DFND,
IQVIA HLDGS INC,46266C105,656296,111924720,DFND,
IQVIA HLDGS INC,46266C105,1054600,179851484,DFND,
LIBERTY MEDIA CORP DEL,531229755,459215,39042459,DFND,
LIBERTY MEDIA CORP DEL,531229755,576470,49011479,DFND,
LIVE NATION ENTERTAINMENT IN,538034109,945597,144212998,DFND,
LIVE NATION ENTERTAINMENT IN,538034109,1519462,231733150,DFND,
LPL FINL HLDGS INC,50212V100,124637,37494549,DFND,
LPL FINL HLDGS INC,50212V100,200290,60253241,DFND,
MICROSOFT CORP,594918104,685600,253788552,DFND,
MICROSOFT CORP,594918104,426665,157938583,DFND,
MOODYS CORP,615369105,241940,105546325,DFND,
MOODYS CORP,615369105,150573,65687471,DFND,
ORACLE CORP,68389X105,791338,116413733,DFND,
ORACLE CORP,68389X105,491847,72355612,DFND,
S&P GLOBAL INC,78409V104,953754,405669726,DFND,
S&P GLOBAL INC,78409V104,593549,252460132,DFND,
SPOTIFY TECHNOLOGY S A,L8681T102,168397,81657389,DFND,
SPOTIFY TECHNOLOGY S A,L8681T102,270956,131389274,DFND,
SS&C TECH HLDGS,78467J100,1439674,97278772,DFND,
SS&C TECH HLDGS,78467J100,2313419,156317722,DFND,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,956527,323258300,DFND,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,1537024,519437261,DFND,
TENCENT MUSIC ENTMT GROUP,88034P109,7150208,66353930,DFND,
TENCENT MUSIC ENTMT GROUP,88034P109,6232387,57836551,DFND,
THERMO FISHER SCIENTIFIC INC,883556102,295259,145128656,DFND,
THERMO FISHER SCIENTIFIC INC,883556102,474439,233201002,DFND,
TRADEWEB MKTS INC,892672106,907907,106824338,DFND,
TRADEWEB MKTS INC,892672106,1459134,171681706,DFND,
TRIP COM GROUP LTD,89677Q107,1784619,88856180,DFND,
TRIP COM GROUP LTD,89677Q107,2805002,139661050,DFND,
UBER TECHNOLOGIES INC,90353T100,3203148,230402436,DFND,
UBER TECHNOLOGIES INC,90353T100,1990716,143192202,DFND,
VISA INC,92826C839,1059086,320098153,DFND,
VISA INC,92826C839,659072,199197921,DFND,
YUM BRANDS INC,988498101,1116787,173638043,DFND,
YUM BRANDS INC,988498101,695009,108059999,DFND,
