Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,3790,1339121,SOLE,
ALPHABET INC,02079K305,20258,7239601,SOLE,
AMAZON COM INC,023135106,2650,631601,SOLE,
ANALOG DEVICES INC,032654105,612,243068,SOLE,
ANTERO MIDSTREAM CORP,03676B102,1823631,41487605,SOLE,
APPLIED MATLS INC,038222105,961,694803,SOLE,
AUTONATION INC,05329W102,1524124,283166998,SOLE,
BANK OF AMER CORP,060505104,14532,828033,SOLE,
BUILDERS FIRSTSOURCE INC,12008R107,2340571,209434293,SOLE,
CAPITAL ONE FINL CORP,14040H105,988973,198407763,SOLE,
COMCAST CORP NEW,20030N101,31094,763358,SOLE,
D R HORTON INC,23331A109,684478,111487777,SOLE,
ELEVANCE HEALTH INC FORMERLY,036752103,976885,377790736,SOLE,
ENERGY TRANSFER L P,29273V100,15000,286800,SOLE,
F&G ANNUITIES & LIFE INC,30190A104,2482417,66007468,SOLE,
FIDELITY NATL FINL INC,31620R303,3446864,162554106,SOLE,
GALLAGHER ARTHUR J & CO,363576109,1285022,295002501,SOLE,
HCA HEALTHCARE INC,40412C101,4833,1884338,SOLE,
ICON PUB LTD CO,G4705A100,3153308,547761133,SOLE,
JPMORGAN CHASE & CO,46625H100,5643,1847123,SOLE,
LENNAR CORP,526057104,2373177,214748787,SOLE,
MARRIOTT INTL INC NEW,571903202,1194,442484,SOLE,
MASTERCARD INCORPORATED,57636Q104,1172,601939,SOLE,
META PLATFORMS INC,30303M102,373,210107,SOLE,
MICROSOFT CORP,594918104,4275,1594660,SOLE,
MILLROSE PPTYS INC,601137102,6030725,181223286,SOLE,
MOODYS CORP,615369105,471,213325,SOLE,
MPLX LP,55336V100,3180534,179159480,SOLE,
NU HLDGS LTD,G6683N103,40000,534400,SOLE,
ONEMAIN HLDGS INC,68268W103,7585152,462466717,SOLE,
PRIMERICA INC,74164M108,865863,246078265,SOLE,
PROGRESSIVE CORP,743315103,1789,390807,SOLE,
RYANAIR HOLDINGS PLC,783513203,3958684,256324789,SOLE,
S&P GLOBAL INC,78409V104,1401,570571,SOLE,
SLM CORP,78442P106,13381145,347106901,SOLE,
SUNBELT RENTALS HOLDINGS INC,866966104,23762,1777635,SOLE,
TD SYNNEX CORPORATION,87162W100,1441630,385405364,SOLE,
TEXAS INSTRS INC,882508104,1010,301051,SOLE,
UNITEDHEALTH GROUP INC,91324P102,499,207399,SOLE,
VISA INC,92826C839,618,212030,SOLE,
