Company,CUSIP,Shares,Value,Discretion,PutCall
Abbott Labs,002824100,11510,1196004,SOLE,
AbbVie Inc,00287Y109,12510,2145715,SOLE,
Alphabet Inc Cl A,02079K305,20356,3707845,SOLE,
Alphabet Inc Cl C,02079K107,6209856,1139011788,SOLE,
Altria Group Inc,02209S103,286290,13040514,SOLE,
American Express,025816109,16075,3722166,SOLE,
Apple Inc,037833100,6799,1432005,SOLE,
Ashtead Group PLC ADR,045055100,1253,334649,SOLE,
Berkshire Hathaway Inc Cl A,084670108,2114,1294277474,SOLE,
Berkshire Hathaway Inc Cl B,084670702,1390310,565578108,SOLE,
BP PLC ADR,055622104,6542,236165,SOLE,
Brown-Forman Corp Cl A,115637100,2170683,95792246,SOLE,
Brown-Forman Corp Cl B,115637209,891786,38516221,SOLE,
Carlisle Inc,142339100,500,202605,SOLE,
Chevron Corp,166764100,4651,727560,SOLE,
Coca-Cola,191216100,14580,928017,SOLE,
Comcast Corp New Cl A,20030N101,3064822,120018420,SOLE,
Compagnie Financiere Richemont,204319107,66140,1032287,SOLE,
Corteva Inc,22052L104,6052,326444,SOLE,
Costco Whsl Corp,22160K105,5477,4655501,SOLE,
Crane Company,224408104,64906,9410072,SOLE,
Davide Campari-Milano ADR,23857X103,13650,129091,SOLE,
Disney Walt Productions,254687106,4086,405670,SOLE,
Doordash Inc Cl A,25809K105,716388,77928687,SOLE,
Dover Corp,260003108,23426,4227222,SOLE,
Dow Inc,260557103,18097,960061,SOLE,
Dupont De Nemours Inc,26614N102,15555,1252057,SOLE,
Exxon Mobil Corp,30231G102,180530,20782576,SOLE,
Fomento Economico Mex Sponsore,344419106,4975,535559,SOLE,
Fulton Finl Corp,360271100,114305,1940899,SOLE,
Heineken Holding NV ADR,423008101,20306,801423,SOLE,
Heineken NV Sponsored ADR,423012301,5255,254288,SOLE,
Hormel Foods Corp,440452100,57691,1758999,SOLE,
J.P. Morgan Chase,46625H100,1492835,301940754,SOLE,
Lamar Advertising Co-A,512816109,5975,714192,SOLE,
Markel Corp,570535104,9619,15156274,SOLE,
Martin Marietta Materials,573284106,764059,413966956,SOLE,
Mastercard Inc Cl A,57636Q104,2056350,907179509,SOLE,
McCormick Inc,579780206,43320,3073121,SOLE,
McDonalds Corp,580135101,1197,305043,SOLE,
Merck Inc,58933Y105,3446,426592,SOLE,
Microsoft Corp,594918104,5205,2326375,SOLE,
Mondelez International Inc,609207105,4400,287936,SOLE,
Nestle SA Sponsored ADR,641069406,7260624,743850951,SOLE,
Netflix Inc,64110L106,782062,527798003,SOLE,
Oracle Corp,68389X105,3475,490670,SOLE,
Outfront Media Inc,69007J106,52944,757099,SOLE,
Pepsico Inc,713448108,12366,2039452,SOLE,
Pernod-Ricard SA Unsponsored A,714264306,23057,626187,SOLE,
Philip Morris International In,718172109,5466358,553906063,SOLE,
PNC Bank Corp,693475105,7023,1091936,SOLE,
Procter & Gamble,742718109,32006,5278430,SOLE,
Truist Financial Corp,89832Q109,11470,445620,SOLE,
Uber Technologies Inc,90353T100,3644712,264897668,SOLE,
Union Pac Corp,907818108,24294,5496692,SOLE,
Unum Group,91529Y106,4050,206996,SOLE,
Visa Inc Cl A,92826C839,282714,74203944,SOLE,
Vulcan Materials,929160109,33622,8361119,SOLE,
Wal Mart Stores Inc,931142103,10365,701814,SOLE,
Wells Fargo,949746101,478642,28426531,SOLE,
Anheuser-Busch InBev SA,B639CJ108,441625,25615623,SOLE,
Ashtead Group PLC,G05320109,5058162,337732273,SOLE,
Carlsberg B A/S,K36628137,24390,2928959,SOLE,
Cir SPA,T2R765103,251250,160220,SOLE,
Compagnie Financiere Richemont,H25662182,4669634,728818349,SOLE,
Davide Campari-Milano NV,N24565108,677127,6403673,SOLE,
Diageo PLC,G42089113,8452,265982,SOLE,
Hanjaya Mandala Sampoerna,Y7121Z146,5000000,216794,SOLE,
Heineken Holding NV,N39338194,7982338,630080961,SOLE,
Heineken NV,N39427211,25441,2462155,SOLE,
Lindt & Spruengli AG - Reg,H49983176,19,2194747,SOLE,
Loreal SA,F58149133,5841,2566951,SOLE,
LT Group Inc,Y5342M100,1775000,295283,SOLE,
Nestle SA-REG,H57312649,40136,4096677,SOLE,
Pernod Ricard,F72027109,3305294,448828268,SOLE,
Reckitt Benckiser Group PLC,G74079107,4630,250616,SOLE,
Swiss Helvetia FD Inc,870875101,279368,2254498,SOLE,
