Company,CUSIP,Shares,Value,Discretion,PutCall
AERCAP HOLDINGS NV,N00985106,1361118,159250806,SOLE,
ALPHABET INC,02079K107,661990,117430406,SOLE,
ASML HOLDING N V,N07059210,139989,112185785,SOLE,
AUTOZONE INC,053332102,35667,132404107,SOLE,
BOOKING HOLDINGS INC,09857L108,18290,105885200,SOLE,
DANAHER CORPORATION,235851102,926992,183118000,SOLE,
ENOVIS CORPORATION,194014502,2553180,80067725,SOLE,
META PLATFORMS INC,30303M102,245108,180911764,SOLE,
SEMRUSH HLDGS INC,81686C104,2284578,20675431,SOLE,
WIX COM LTD,M98068105,146777,23258283,SOLE,
