Company,CUSIP,Shares,Value,Discretion,PutCall
Adma Biologics Inc,000899104,1545610,13926,DFND,
Alcoa Corp,013872106,1493390,99057,DFND,
Almonty Inds Inc,020398707,469880,6804,DFND,
Amazon Com Inc,023135106,45800,9539,DFND,
Amazon Com Inc,023135106,200000,41654,DFND,Call
Arm Holdings Plc,042068205,106700,16142,DFND,
Bbb Foods Inc,G0896C103,3109202,109972,DFND,
Belite Bio Inc Sponsored,07782B104,106100,16917,DFND,
Bloom Energy Corp,093712107,136320,18470,DFND,
Broadcom Inc,11135F101,195955,60650,DFND,
Caris Life Sciences Inc,142152107,1894450,33873,DFND,
Celestica Inc,15101Q207,33275,9373,DFND,
Cleveland-Cliffs Inc New,185899101,2313455,19549,DFND,
Cloudflare Inc,18915M107,52535,10840,DFND,
Coherent Corp,19247G107,40400,9624,DFND,
Coupang Inc,22266T109,2667485,50362,DFND,
Crh Plc,G25508105,377555,39689,DFND,
Daktronics Inc,234264109,562637,11000,DFND,
Dbv Technologies S A Sponsored,23306J309,383363,8008,DFND,
Echostar Corp,278768106,60765,7114,DFND,
Figure Technology Solutio,349381103,1150415,39057,DFND,
Global X Fds,37950E259,387400,36152,DFND,
Humana Inc,444859102,137505,23842,DFND,
Insmed Inc,457669307,1154090,188717,DFND,
Intel Corp,458140100,411400,18155,DFND,
Invesco Exchange Traded Fd T,46137V357,821000,157566,DFND,Call
Ishares Inc,464286400,3436170,131915,DFND,
Ishares Inc,464286400,4228000,162313,DFND,Call
Ishares S&P Gsci Commodity-,46428R107,643000,20737,DFND,
Ishares Tr,464287655,79000,19592,DFND,Call
Jabil Inc,466313103,82200,21835,DFND,
Jbs N.V.,N4732M103,655900,11780,DFND,
Lattice Semiconductor Corp,518415104,323135,29974,DFND,
Linde Plc,G54950103,41200,20425,DFND,
Lumentum Hldgs Inc,55024U109,6963,4893,DFND,
Lyondellbasell Industries Nv,N53745100,131435,10588,DFND,
Mercadolibre  Inc,58733R102,2766,4782,DFND,
Micron Technology Inc,595112103,23400,7905,DFND,
Natera Inc,632307104,3063606,612691,DFND,
Newamsterdam Pharma Company,N62509109,3070146,98275,DFND,
Nuvation Bio Inc,67080N101,4539800,19476,DFND,
Olema Pharmaceuticals Inc,68062P106,986827,14714,DFND,
Option Care Health Inc,68404L201,1868550,50301,DFND,
Protagonist Therapeutics Inc,74366E102,159700,16832,DFND,
Purecycle Technologies Inc,74623V103,963189,4999,DFND,
Qnity Electronics Inc,74743L100,125655,14498,DFND,
Restaurant Brands Intl Inc,76131D103,454435,33583,DFND,
Revolution Medicines Inc,76155X100,315860,30717,DFND,
Roku Inc,77543R102,750190,70983,DFND,
Sandisk Corp,80004C200,38155,24241,DFND,
Sea Ltd,81141R100,1099905,91083,DFND,
Seagate Technology Hldngs Pl,G7997R103,50700,19862,DFND,
Solstice Advanced Matls Inc,83443Q103,62525,4762,DFND,
Southern Copper Corp,84265V105,121843,20964,DFND,
State Str Spdr S&P 500 Etf T,78462F103,90000,58531,DFND,Call
Stmicroelectronics N V,861012102,2612880,90275,DFND,
Stubhub Hldgs Inc,86384P109,1367177,8531,DFND,
Taiwan Semiconductor Manufac,874039100,495280,167380,DFND,
Teva Pharmaceutical Inds Ltd,881624209,2377285,71604,DFND,
Twilio Inc,90138F102,181760,22869,DFND,
Twist Bioscience Corp,90184D100,206000,9789,DFND,
United Airls Hldgs Inc,910047109,262495,24168,DFND,
Unity Software Inc,91332U101,738785,16209,DFND,
Vista Energy S.A.B. De C.V.,92837L109,134700,10166,DFND,
Wabtec,929740108,94895,23715,DFND,
Wave Life Sciences Ltd,Y95308105,173000,1254,DFND,
Westlake Corporation,960413102,21194,2476,DFND,
Woodward Inc,980745103,211355,75648,DFND,
Xenon Pharmaceuticals Inc,98420N105,238600,13875,DFND,
Ypf Sociedad Anonima,984245100,3235962,149566,DFND,
