Company,CUSIP,Shares,Value,Discretion,PutCall
BLEND LABS INC,09352U108,7079165,29803285,SOLE,
BRAZE INC,10576N102,1500413,62837296,SOLE,
COSTAR GROUP INC,22160N109,909803,65132797,SOLE,
HILTON WORLDWIDE HLDGS INC,43300A203,314437,77716249,SOLE,
IAC INC,44891N208,1490081,64282094,SOLE,
INTUIT,461202103,85728,53880048,SOLE,
MONDAY COM LTD,M7S64H106,378712,89163953,SOLE,
NCINO INC,63947X101,2628856,88276984,SOLE,
PROCORE TECHNOLOGIES INC,74275K108,1197199,89706121,SOLE,
SEA LTD,81141R100,315538,33478582,SOLE,
SHIFT4 PMTS INC,82452J109,969748,100640447,SOLE,
