Company,CUSIP,Shares,Value,Discretion,PutCall
DEUTSCHE BANK AG,D18190898,29358318,994163933,SOLE,
DIAGEO PLC,25243Q205,899015,72262863,SOLE,
DTE ENERGY CO,233331107,320526,48838491,SOLE,
EVEREST GROUP LTD,G3223R108,252702,90272674,SOLE,
FINVOLUTION GROUP,31810T101,2285880,10949365,SOLE,
FORTUNA MINING CORP,349942102,2086645,17634448,SOLE,
GENPACT LTD,G3922B107,710380,19535446,SOLE,
GERDAU SA,373737105,7229538,29207334,SOLE,
GLOBAL-E ONLINE LTD,M5216V106,102195,3549232,SOLE,
GOLD FIELDS LTD,38059T106,1713233,57547497,SOLE,
GRUPO CIBEST SA,40090E106,136620,10851727,SOLE,
GSK PLC,37733W204,7163,375470,SOLE,
H WORLD GROUP LTD,44332N106,570437,23798632,SOLE,
HAFNIA LTD,Y2990R101,697424,4559985,SOLE,
HDFC BANK LTD,40415F101,395855,10224935,SOLE,
IAMGOLD CORP,450913108,172916,2743499,SOLE,
ICICI BANK LTD,45104G104,447935,13003553,SOLE,
INFOSYS LTD,456788108,526963,5527842,SOLE,
ING GROEP NV,456837103,1690687,53053757,SOLE,
INGERSOLL RAND INC,45687V106,1033693,84752521,SOLE,
INMODE LTD,M5425M103,18180,265792,SOLE,
INTER & CO INC,G4R20B107,100618,546356,SOLE,
ISHARES MSCI ACWI ETF,464288257,7691,1207277,SOLE,
ISHARES MSCI EAFE ETF,464287465,20761,2156686,SOLE,
ISHARES MSCI EAFE SMALL-CAP ETF,464288273,7100,584117,SOLE,
ISHARES MSCI EMERGING MARKETS ETF,464287234,74974,5128971,SOLE,
ISHARES MSCI INDIA ETF,46429B598,628500,31041615,SOLE,
ISHARES MSCI INDIA SMALL-CAP ETF,46429B614,542849,38395710,SOLE,
ISHARES MSCI SAUDI ARABIA ETF,46434V423,177079,6606817,SOLE,
ISHARES MSCI TAIWAN ETF,46434G772,45108,4899180,SOLE,
ITURAN LOCATION AND CONTROL LTD,M6158M104,20439,1246983,SOLE,
JD.COM INC,47215P106,1199207,30555794,SOLE,
JONES LANG LASALLE INC,48020Q107,248252,76945801,SOLE,
JOYY INC,46591M109,109297,7212509,SOLE,
KONINKLIJKE PHILIPS NV,500472303,3061962,83254747,SOLE,
LAM RESEARCH CORP,512807306,816,353597,SOLE,
LIVE NATION ENTERTAINMENT INC,538034109,706301,129330823,SOLE,
MAGNA INTERNATIONAL INC,559222401,45900,3017187,SOLE,
MAKEMYTRIP LTD,V5633W109,64145,3418287,SOLE,
MERCK & CO INC,58933Y105,954932,122708787,SOLE,
META PLATFORMS INC,30303M102,201459,113480146,SOLE,
MICROSOFT CORP,594918104,600,223812,SOLE,
MILLICOM INTERNATIONAL CELLULAR SA,L6388F110,65932,5983988,SOLE,
NATIONAL GRID PLC,636274409,590240,48913194,SOLE,
NATWEST GROUP PLC,639057207,3487290,61480917,SOLE,
NETEASE INC,64110W102,572412,73348874,SOLE,
NOVARTIS AG,66987V109,1501,235168,SOLE,
NOVO NORDISK A/S,670100205,1677615,80424851,SOLE,
NVIDIA CORP,67066G104,3567,713721,SOLE,
OCEANAGOLD CORP,675222400,911012,22827472,SOLE,
OPEN TEXT CORP,683715106,36500,807567,SOLE,
ORLA MINING LTD,68634K106,52100,509341,SOLE,
PAGSEGURO DIGITAL LTD,G68707101,3130268,28328925,SOLE,
PETROLEO BRASILEIRO SA - PETROBRAS,71654V101,3096624,45334575,SOLE,
PFIZER INC,717081103,1916801,46156576,SOLE,
PRECISION DRILLING CORP,74022D407,3291,252656,SOLE,
PRUDENTIAL PLC,74435K204,1689218,45287940,SOLE,
RELX PLC,759530108,1762329,55812945,SOLE,
RENAISSANCERE HOLDINGS LTD,G7496G103,994,314999,SOLE,
SANOFI SA,80105N105,804056,34301031,SOLE,
SAP SE,803054204,629801,97058639,SOLE,
SHINHAN FINANCIAL GROUP CO LTD,824596100,6594,417062,SOLE,
SLM CORP,78442P106,8774,227598,SOLE,
SMITH & NEPHEW PLC,83175M205,1565167,45092472,SOLE,
SMURFIT WESTROCK PLC,G8267P108,15039041,695706054,SOLE,
STANTEC INC,85472N109,56200,3874879,SOLE,
SUMITOMO MITSUI FINANCIAL GROUP INC,86562M209,1392610,32837743,SOLE,
SUMMIT HOTEL PROPERTIES INC,866082100,17063,119612,SOLE,
SUNCOR ENERGY INC,867224107,138526,7449892,SOLE,
TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,874039100,532052,254092074,SOLE,
TAL EDUCATION GROUP,874080104,4125430,39480365,SOLE,
TEXAS INSTRUMENTS INC,882508104,166496,49627568,SOLE,
TORM PLC,G89479102,11244,289957,SOLE,
TORONTO-DOMINION BANK/THE,891160509,97238,11818658,SOLE,
UNITEDHEALTH GROUP INC,91324P102,87447,36345598,SOLE,
VANGUARD FTSE ALL WORLD EX-US SMALL-CAP ETF,922042718,80907,12483141,SOLE,
VANGUARD FTSE ALL-WORLD EX-US ETF,922042775,15389,1288826,SOLE,
VANGUARD FTSE DEVELOPED MARKETS ETF,921943858,427314,30446154,SOLE,
VANGUARD FTSE EMERGING MARKETS ETF,922042858,35556,2122338,SOLE,
VICI PROPERTIES INC,925652109,7985,212002,SOLE,
VISTA ENERGY SAB DE CV,92837L109,501275,31981345,SOLE,
WALT DISNEY CO/THE,254687106,360600,34707742,SOLE,
WEIBO CORP,948596101,2317577,16825609,SOLE,
WIPRO LTD,97651M109,448957,1010153,SOLE,
ZIM INTEGRATED SHIPPING SERVICES LTD,M9T951109,694474,18056324,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,788810,67908650,SOLE,
